system:index,area,class,key,year,.geo
1_00000000000000000030_0_1,61.39146972023654,3,40,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000030_0_2,0.35771836945776875,21,40,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000047_0_0,69.76117168845371,0,67,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000047_0_1,3.457275042431375,3,67,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000047_0_2,3.9751799362402913,21,67,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004a_0_0,73.94506128997425,0,69,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004a_0_1,1.5577935590159582,3,69,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004a_0_2,1.6818475235059538,21,69,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000055_0_0,7.457850708183996,0,75,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000055_0_1,67.21153593271633,3,75,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000055_0_2,0.9660382635055269,15,75,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000055_0_3,0.12371573114444506,18,75,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000055_0_4,1.4141601658712872,21,75,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000033_0_0,19.652124605161998,0,24,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000033_0_1,21.005922516383283,3,24,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000033_0_2,36.53206271863944,21,24,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000_0_0,28.69780101025416,0,99,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000_0_1,3.335430207046576,3,99,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000_0_2,33.16412227924625,21,99,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000_0_3,11.995111378057647,24,99,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_0,8.430369846563869,0,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_1,67.74100689810548,3,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_2,0.026183398132324228,15,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_3,0.38283129855526093,18,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_4,0.5982942540445951,21,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000040_0_5,0.019201037536621092,24,89,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005d_0_0,3.1002270160802476,0,82,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005d_0_1,67.83276442311609,3,82,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005d_0_2,0.06976433911348232,15,82,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005d_0_3,6.0883886515378425,21,82,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005d_0_4,0.08594576818847653,24,82,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000031_0_0,77.10237460043881,3,36,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000031_0_1,0.08487647344970703,21,36,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a_0_0,28.81121066319008,0,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a_0_1,3.7608512772231313,3,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a_0_2,32.389999689902076,21,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a_0_3,12.230357106743398,24,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003_0_0,58.840748932001226,0,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003_0_1,17.47862486353364,3,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003_0_2,0.11876995288085944,15,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003_0_3,0.7536575105590821,21,7,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004c_0_0,14.52611258640296,0,63,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004c_0_1,59.28527746448213,3,63,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004c_0_2,3.3474046360660323,21,63,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004c_0_3,0.032262516906738294,24,63,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004b_0_0,45.93925713800689,0,64,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004b_0_1,20.20287491868395,3,64,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004b_0_2,11.052766150366702,21,64,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e_0_0,1.3976928363561283,0,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e_0_1,28.242317258255323,3,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e_0_2,47.55249134603371,21,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000050_0_0,26.121963590618844,0,60,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000050_0_1,37.89821128483055,3,60,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000050_0_2,0.05222053994906556,15,60,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000050_0_3,12.77405358577042,21,60,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000050_0_4,0.34573314930587407,24,60,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_0,44.58648794475428,0,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_1,30.897110594133547,3,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_2,0.014845697265625001,15,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_3,1.6876810374071276,21,6,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000060_0_0,17.763759351458482,0,84,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000060_0_1,46.41336669367386,3,84,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000060_0_2,0.1479255657958983,15,84,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000060_0_3,12.673222198751912,21,84,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000060_0_4,0.18901929716102714,24,84,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_0,19.588440937786277,0,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_1,47.42023231757121,3,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_2,0.08015616119384766,15,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_3,0.04150982479439531,18,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_4,9.588313466537356,21,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000025_0_5,0.47922180413818377,24,55,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004d_0_0,31.172172520154643,0,57,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004d_0_1,22.169168039281892,3,57,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004d_0_2,0.030525132202148433,15,57,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004d_0_3,23.824773456219347,21,57,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f_0_0,0.9785376630395035,0,48,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f_0_1,68.60832618604896,3,48,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f_0_2,7.530703759792823,21,48,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f_0_3,0.07934343463134756,24,48,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000048_0_0,50.55746057981932,0,68,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000048_0_1,22.695151139233953,3,68,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000048_0_2,0.013093406921386717,15,68,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000048_0_3,3.917353375801363,21,68,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000048_0_4,0.00872920867919922,24,68,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014_0_0,25.292466299235723,0,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014_0_1,12.559223413385789,3,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014_0_2,39.007678736434634,21,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014_0_3,0.33136099362601434,24,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000029_0_0,5.07763560087787,0,37,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000029_0_1,52.030305712731106,3,37,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000029_0_2,0.007871583435058593,15,37,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000029_0_3,19.7216657644994,21,37,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000029_0_4,0.3498275269775389,24,37,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003f_0_0,39.8317375217288,0,96,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003f_0_1,35.402475902757,3,96,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003f_0_2,1.9549233991088917,21,96,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000028_0_0,35.51268160320862,0,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000028_0_1,1.4149637926949346,3,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000028_0_2,29.850178019625037,21,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000028_0_3,10.415879456114007,24,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000063_0_0,29.927150551857647,0,73,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000063_0_1,30.707357376761063,3,73,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000063_0_2,0.03681984613037109,15,73,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000063_0_3,16.355649520660698,21,73,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000063_0_4,0.15428777618408213,24,73,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002e_0_0,40.24652361491733,0,39,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002e_0_1,36.16804570573336,3,39,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002e_0_2,0.7777737973596889,21,39,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004e_0_0,36.76641465545303,0,56,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004e_0_1,33.15267025441881,3,56,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004e_0_2,0.02091787927246094,15,56,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004e_0_3,6.874494672656312,21,56,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004e_0_4,0.3817884450073244,24,56,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004f_0_0,15.380631626942185,0,102,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004f_0_1,55.62197517781462,3,102,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004f_0_2,0.05315535510253906,15,102,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004f_0_3,0.002613696533203125,18,102,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000004f_0_4,6.134842542177232,21,102,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006_0_0,41.22287277870549,0,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006_0_1,2.0677489520431194,3,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006_0_2,30.647766241135734,21,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006_0_3,3.2572359096131285,24,12,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000046_0_0,30.51516816651237,0,65,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000046_0_1,40.14222083558171,3,65,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000046_0_2,6.504621445079599,21,65,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000046_0_3,0.028799358642578127,24,65,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000038_0_0,0.057569374572753906,0,27,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000038_0_1,63.50783035057787,3,27,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000038_0_2,13.627730604660416,21,27,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003d_0_0,5.024042694737297,0,92,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003d_0_1,68.86693866011802,3,92,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003d_0_2,0.3542357493286132,15,92,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003d_0_3,2.620218230948897,18,92,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003d_0_4,0.32855254764164926,21,92,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000049_0_0,21.073897719534287,0,66,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000049_0_1,51.98529379894229,3,66,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000049_0_2,4.103941390942627,21,66,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000049_0_3,0.036645551818847655,24,66,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000037_0_0,73.37073116704072,0,30,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000037_0_1,0.026054657461368334,3,30,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000037_0_2,3.7991087902695444,21,30,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005f_0_0,7.304513984502019,0,71,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005f_0_1,58.270595669685825,3,71,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005f_0_2,0.01576844989013672,15,71,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005f_0_3,11.236022958749997,21,71,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005f_0_4,0.35741291491699245,24,71,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_0,4.806820500966019,0,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_1,69.28740093235936,3,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_2,0.7250057630287341,15,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_3,1.9523475006948547,18,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_4,0.40898427407011134,21,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003b_0_5,0.013952509277343749,24,90,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005_0_0,64.8909945484502,0,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005_0_1,0.5151412037001671,3,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005_0_2,0.006984502990722656,15,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005_0_3,11.773333046408162,21,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008_0_0,22.498195443262663,0,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008_0_1,6.112590694358875,3,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008_0_2,36.077124398697286,21,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008_0_3,12.51025652591394,24,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000039_0_0,41.66600252887633,0,28,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000039_0_1,34.39770550225146,3,28,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000039_0_2,1.1288449142764836,21,28,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000041_0_0,19.63359459169992,0,93,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000041_0_1,56.72035351578072,3,93,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000041_0_2,0.8310689013470797,21,93,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016_0_0,48.08306437093323,0,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016_0_1,1.9158360789794764,3,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016_0_2,26.527050299774263,21,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016_0_3,0.6595627304914882,24,11,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000045_0_0,46.276295101147475,0,62,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000045_0_1,23.50893849854668,3,62,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000045_0_2,0.00523739208984375,15,62,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000045_0_3,7.265905532985978,21,62,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000045_0_4,0.13530612371826173,24,62,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015_0_0,52.00802985231588,0,43,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015_0_1,25.111967687657145,3,43,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015_0_2,0.02977815783691407,18,43,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015_0_3,0.039412881713867184,21,43,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000051_0_0,12.147762494811372,0,61,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000051_0_1,54.67820044561333,3,61,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000051_0_2,0.04585720316329656,15,61,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000051_0_3,10.324879385071906,21,61,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001_0_0,28.628568979252616,0,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001_0_1,3.1075806307071425,3,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001_0_2,33.08845075023325,21,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001_0_3,12.36769968948651,24,1,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000067_0_0,28.628568979252616,0,105,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000067_0_1,3.1075806307071425,3,105,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000067_0_2,33.08845075023325,21,105,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000067_0_3,12.36769968948651,24,105,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000068_0_0,28.628568979252616,0,106,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000068_0_1,3.1075806307071425,3,106,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000068_0_2,33.08845075023325,21,106,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000068_0_3,12.36769968948651,24,106,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005a_0_0,6.144671376679833,0,81,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005a_0_1,52.71378747413312,3,81,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005a_0_2,0.35901837653952134,15,81,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005a_0_3,17.969878428899428,21,81,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d_0_0,23.310174631711487,0,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d_0_1,53.47076819354882,3,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d_0_2,0.4112205175781247,21,8,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002d_0_0,0.3755995254688941,0,41,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002d_0_1,41.66527157124959,3,41,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002d_0_2,34.973309343246385,21,41,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000002d_0_3,0.1799861121215824,24,41,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000f_0_0,28.54102853965701,0,44,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000f_0_1,38.228718878895975,3,44,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000f_0_2,10.421457948501205,21,44,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000035_0_0,70.5720442657843,0,25,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000035_0_1,2.052488445222506,3,25,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000035_0_2,4.569020860724673,21,25,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000024_0_0,0.10725664538574217,0,50,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000024_0_1,69.19940025417459,3,50,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000024_0_2,0.013951860229492189,15,50,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000024_0_3,7.8683988054967395,21,50,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_0,19.261036855400402,0,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_1,47.24062771955849,3,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_2,0.07841382720947265,15,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_3,0.030683443766276047,18,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_4,10.108240218107683,21,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019_0_5,0.47922180413818377,24,45,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009_0_0,27.5891889845697,0,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009_0_1,6.878896455778074,3,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009_0_2,34.971690955137824,21,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009_0_3,7.752409238558449,24,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000062_0_0,0.021014420959472657,0,72,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000062_0_1,71.28465296009936,3,72,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000062_0_2,0.14797468707275394,15,72,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000062_0_3,5.6223103235150464,21,72,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000062_0_4,0.10770107739257814,24,72,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000044_0_0,65.83238827511995,0,95,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000044_0_1,9.272921023720047,3,95,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000044_0_2,0.004370378112792969,15,95,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000044_0_3,2.0824855973455616,21,95,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003c_0_0,17.027629824034726,0,91,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003c_0_1,58.933168767075934,3,91,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003c_0_2,0.0043648291625976565,15,91,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000003c_0_3,1.2327184108120768,21,91,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005b_0_0,22.7860411013999,0,78,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005b_0_1,15.530363883924185,3,78,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005b_0_2,0.5077538424869312,15,78,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005b_0_3,36.608889591728776,21,78,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000005b_0_4,1.750928117309566,24,78,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000022_0_0,69.24507119716806,0,32,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000022_0_1,4.702508920234921,3,32,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
