system:index,area,class,key,year,.geo
11_00000000000000000013_0_3,13.443121295652674,21,20,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000013_0_4,0.042756166931152355,24,20,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002c_0_0,38.444024617363,0,35,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002c_0_1,38.5222755522087,3,35,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002c_0_2,0.016619751098632816,15,35,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002c_0_3,0.2057016118034813,21,35,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000036_0_0,67.89716253923488,0,29,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000036_0_1,4.4895111299826125,3,29,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000036_0_2,0.07019848709429571,15,29,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000036_0_3,4.7339174270930835,21,29,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c_0_0,2.7535958136002927,0,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c_0_1,54.552797201876,3,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c_0_2,0.6682971265385643,15,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c_0_3,19.215938821638485,21,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001e_0_0,41.765659547658814,0,51,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001e_0_1,32.761260546717146,3,51,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001e_0_2,2.5317237663433074,21,51,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001e_0_3,0.13434004754638695,24,51,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002f_0_0,40.46245834109135,0,103,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002f_0_1,34.301612631643984,3,103,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002f_0_2,0.0034914857177734374,15,103,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002f_0_3,2.4075037286140026,21,103,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002f_0_4,0.016584456665039063,24,103,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012_0_0,31.900490021372537,0,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012_0_1,2.5915654604779195,3,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012_0_2,0.4945027441221949,15,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012_0_3,28.60027874306209,21,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000012_0_4,13.598948450116106,24,13,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000052_0_0,32.822727734164616,0,58,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000052_0_1,39.28612832126623,3,58,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000052_0_2,0.1157419383365406,15,58,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000052_0_3,4.971611282085111,21,58,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_0,0.1728248055427105,0,104,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_1,73.76249556864538,3,104,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_2,0.4399388615583831,15,104,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_3,2.811626474111284,21,104,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000058_0_0,0.05878269329833985,0,79,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000058_0_1,58.49993964888472,3,79,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000058_0_2,3.7796045984059097,15,79,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000058_0_3,14.606788962110187,21,79,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000058_0_4,0.2395074796142578,24,79,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000018_0_0,23.726436653122377,0,101,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000018_0_1,4.5854336946470395,3,101,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000018_0_2,0.23744803588867183,15,101,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000018_0_3,32.654605162207034,21,101,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000018_0_4,15.98223890078634,24,101,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000056_0_0,0.12253054066138173,0,76,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000056_0_1,49.993284117988054,3,76,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000056_0_2,15.272366490541742,15,76,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000056_0_3,11.690157064021047,21,76,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000056_0_4,0.10184282904052727,24,76,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017_0_0,28.366343306284374,0,100,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017_0_1,2.3323319581590685,3,100,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017_0_2,0.20836416452373427,15,100,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017_0_3,30.955134516875752,21,100,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000017_0_4,15.332536718518492,24,100,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000064_0_0,0.39109545749559643,0,83,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000064_0_1,59.699051489756016,3,83,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000064_0_2,1.444426841281066,15,83,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000064_0_3,15.515640133244476,21,83,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000064_0_4,0.142681767150879,24,83,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000054_0_0,14.288051615988731,0,74,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000054_0_1,28.06698489130623,3,74,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000054_0_2,23.543823371186257,15,74,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000054_0_3,8.695475650097958,21,74,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000054_0_4,2.585228637695327,24,74,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000065_0_0,22.177520133090905,0,86,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000065_0_1,46.30387850597553,3,86,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000065_0_2,1.9023093537465952,15,86,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000065_0_3,6.670302891556505,21,86,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000065_0_4,0.13129661206054719,24,86,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002_0_0,25.170243699113858,0,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002_0_1,3.7812997754713025,3,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002_0_2,0.3076590966423481,15,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002_0_3,32.152059735784285,21,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002_0_4,15.7756331440282,24,14,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_0,4.95800954166476,0,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_1,70.24106484275566,3,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_2,0.30050248089599624,15,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_3,1.0646118445176074,18,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_4,0.5824817867072618,21,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000001d_0_5,0.05052089428710936,24,47,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000059_0_0,0.04384931707763671,0,80,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000059_0_1,47.35852536534203,3,80,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000059_0_2,5.087791985690724,15,80,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000059_0_3,24.676081302799048,21,80,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000059_0_4,0.018414506225585936,24,80,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000053_0_0,49.40044790459911,0,59,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000053_0_1,18.745130517836017,3,59,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000053_0_2,1.4819216071516448,15,59,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000053_0_3,6.6138448532216,21,59,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000053_0_4,0.9483741823120135,24,59,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000027_0_0,16.461986975736068,0,38,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000027_0_1,37.575581790149194,3,38,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000027_0_2,2.9499786849279035,15,38,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000027_0_3,19.72096952302301,21,38,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000027_0_4,0.47943470111084024,24,38,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005e_0_0,30.61897107453611,0,87,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005e_0_1,16.12333572259855,3,87,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005e_0_2,2.4820416587943326,15,87,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005e_0_3,25.87374775344849,21,87,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005e_0_4,2.0884900999755724,24,87,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000020_0_0,0.015696919921875,0,52,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000020_0_1,69.89282246504236,3,52,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000020_0_2,0.05057732409667969,15,52,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000020_0_3,7.23771652949965,21,52,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000043_0_0,13.104708352763536,0,98,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000043_0_1,63.539551391104546,3,98,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000043_0_2,0.5414653319319175,21,98,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000023_0_0,68.90670359193624,0,26,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000023_0_1,4.144248024922212,3,26,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000023_0_2,4.145332406510166,21,26,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002b_0_0,35.483617242374486,0,42,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002b_0_1,31.31816888852022,3,42,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002b_0_2,1.3978947414062595,15,42,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002b_0_3,8.988143539538669,21,42,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000002b_0_4,0.0017478447875976563,24,42,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007_0_0,19.672378744074724,0,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007_0_1,27.16772705640269,3,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007_0_2,1.0791155647453754,15,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007_0_3,29.267852654255442,21,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000010_0_0,4.651685126656222,0,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000010_0_1,19.52362649735596,3,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000010_0_2,5.12972184892771,15,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000010_0_3,47.88688928060061,21,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005c_0_0,27.086943846268223,0,77,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005c_0_1,24.50940831861857,3,77,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005c_0_2,2.5370370173179295,15,77,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005c_0_3,22.244330142275466,21,77,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000005c_0_4,0.8012419644177036,24,77,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000003e_0_0,6.133580522203276,0,94,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000003e_0_1,70.28389255555015,3,94,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000003e_0_2,0.07156640594482423,15,94,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000003e_0_3,0.5585758283081057,18,94,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000003e_0_4,0.14313615734863275,21,94,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000034_0_0,42.05719777736857,0,31,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000034_0_1,32.88701119486971,3,31,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000034_0_2,0.024437249145507812,15,31,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000034_0_3,2.1213828847491203,21,31,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000034_0_4,0.10299856909179685,24,31,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000026_0_0,1.7642877745545702,0,34,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000026_0_1,51.03103880436596,3,34,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000026_0_2,0.7920334418835213,15,34,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000026_0_3,23.04881445436827,21,34,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000026_0_4,0.5523958392944347,24,34,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000030_0_0,15.397173516992606,0,40,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000030_0_1,61.277695429534226,3,40,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000030_0_2,0.5125927553136488,21,40,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000047_0_0,69.63478819282236,0,67,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000047_0_1,3.4917824833919444,3,67,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000047_0_2,4.029514434330714,21,67,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000047_0_3,0.03754155657958984,24,67,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004a_0_0,73.6917994969196,0,69,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004a_0_1,1.765574302057956,3,69,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004a_0_2,1.707249912631647,21,69,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004a_0_3,0.020078660888671874,24,69,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000055_0_0,7.842642844414026,0,75,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000055_0_1,66.87005277783801,3,75,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000055_0_2,1.1936753092316272,15,75,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000055_0_3,0.11142340710880054,18,75,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000055_0_4,1.1555064628295852,21,75,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000033_0_0,19.44529068217424,0,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000033_0_1,17.69748628462059,3,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000033_0_2,2.441973781844789,15,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000033_0_3,37.60535909154519,21,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000_0_0,27.499677102009585,0,99,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000_0_1,3.440996588250134,3,99,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000_0_2,0.14853079410520076,15,99,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000_0_3,30.553494281962458,21,99,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000000_0_4,15.549766108277678,24,99,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_0,8.400946919503726,0,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_1,67.80994691804197,3,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_2,0.06720395916748048,15,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_3,0.11258903155517573,18,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_4,0.7836350177054624,21,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000040_0_5,0.023564886962890632,24,89,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000005d_0_0,2.8998396080506517,0,82,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000005d_0_1,49.857933034243565,3,82,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000005d_0_2,1.1893797441154943,15,82,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000005d_0_3,23.10628117936821,21,82,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000005d_0_4,0.12365663226318363,24,82,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000031_0_0,77.05939776769311,3,36,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000031_0_1,0.12785330619542734,21,36,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a_0_0,27.38947589628338,0,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a_0_1,3.3195751253915695,3,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a_0_2,0.29336436901855456,15,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a_0_3,30.791229394609275,21,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000a_0_4,15.398773951758075,24,2,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000003_0_0,58.83676422740688,0,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000003_0_1,17.39565758075788,3,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000003_0_2,0.15282833526611292,15,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000003_0_3,0.806551115544101,21,7,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004c_0_0,15.308547584860527,0,63,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004c_0_1,52.87845276726012,3,63,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004c_0_2,0.31305024945068377,15,63,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004c_0_3,8.567187197747304,21,63,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004c_0_4,0.12381940454101559,24,63,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004b_0_0,58.66634433619286,0,64,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004b_0_1,8.524751034867341,3,64,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004b_0_2,9.75256082445996,21,64,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004b_0_3,0.2512420115356445,24,64,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000e_0_0,1.4153291634363494,0,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000e_0_1,27.113495819655675,3,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000e_0_2,6.568993162853788,15,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000e_0_3,42.09468329470097,21,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000050_0_0,30.919933765052093,0,60,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000050_0_1,28.8155276019854,3,60,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000050_0_2,1.9929177882601912,15,60,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000050_0_3,14.493585706045364,21,60,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000050_0_4,0.97021728912234,24,60,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000b_0_0,44.6227880923299,0,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000b_0_1,30.994042424150578,3,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000b_0_2,0.03143839086914063,15,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000000b_0_3,1.5378563662109346,21,6,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000060_0_0,17.34394917306731,0,84,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000060_0_1,40.55781319805787,3,84,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000060_0_2,2.3342818273315404,15,84,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000060_0_3,16.735989832161934,21,84,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000060_0_4,0.21525907621974538,24,84,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_0,20.614155276950637,0,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_1,43.287315805330856,3,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_2,0.7762970261390855,15,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_3,0.07056712158203124,18,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_4,11.214010309059564,21,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000025_0_5,1.23552897296143,24,55,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004d_0_0,50.65898629016693,0,57,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004d_0_1,20.510394355847854,3,57,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004d_0_2,8.720615844726563E-4,15,57,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000004d_0_3,6.026386440258281,21,57,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000001f_0_0,1.5923077608405622,0,48,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000001f_0_1,64.19958215472052,3,48,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000001f_0_2,0.23192476550292979,15,48,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000001f_0_3,10.969941286449334,21,48,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0000000000000000001f_0_4,0.20315507598876967,24,48,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000048_0_0,51.466767625002234,0,68,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000048_0_1,22.806504498211634,3,68,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000048_0_2,2.905421775168752,21,68,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000048_0_3,0.013093812072753903,24,68,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014_0_0,28.63532211943443,0,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014_0_1,15.279552332824295,3,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014_0_2,3.054369126725262,15,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014_0_3,29.845607510574936,21,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000014_0_4,0.37587835312308565,24,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000029_0_0,5.1363911119445875,0,37,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000029_0_1,48.64941577439528,3,37,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000029_0_2,2.267694716121907,15,37,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
