"year","key","yearly_cases_C","yearly_cases_CP","onekm","twokm","threekm","fourkm","fivekm","tenkm","fifteenkm","twentykm","thirtykm","fortykm","population","urban","ag","all_cutoffs","clust","mean_temp","sum_precip","mean_temp_centered","mean_temp_centered_sq","sum_precip_centered","sum_precip_centered_sq"
2000-01-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",170.957865841401,0,4.33521227708574,3,37,297.317675847283,0.711072534302071,-0.180211909198704,0.0324763322170419,-0.00773703102712342,5.98616491146705e-05
2000-01-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",43.4066147942621,0,2.82349979908063,4,22,297.310364628005,0.566826494372186,-0.187523128477096,0.0351649237138375,-0.151983070957008,0.023098853857523
2000-01-01,27,0,0,"1","1","1","1","1","1","1","1","1","1",699.92557403549,0,12.1639326045483,1,38,297.254348480793,0.714472084433243,-0.243539275688647,0.0593113788029509,-0.00433748089595165,1.88137405227455e-05
2000-01-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",201.145291523636,0,0.836252669680128,6,39,297.233136251209,0.753622440370126,-0.2647515052725,0.0700933595440545,0.0348128750409313,0.0012119362686155
2000-01-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",190.398253990216,0,4.05073021870834,4,37,297.312284449247,0.635210128115909,-0.185603307234771,0.0344485876564849,-0.0835994372132853,0.00698886590237804
2000-01-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",230.528072098213,0,2.91526882609575,5,22,297.310331125941,0.622471214391949,-0.187556630541053,0.035177489659913,-0.0963383509372453,0.00928107786130783
2000-01-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",354.829218877437,0.102998569091797,1.38002835997721,6,36,297.264133688098,0.639981163937908,-0.233754068383632,0.0546409644858999,-0.0788284013912867,0.0062139168659058
2000-01-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",112.60342880339,0,2.81937598215068,5,22,297.310106112079,0.746060662621537,-0.187781644403117,0.0352619459747386,0.0272510972923422,0.000742622303636701
2000-01-01,34,1,1,"1","1","1","1","1","1","1","1","1","1",821.34542987725,0.323397867553711,18.5950314308298,1,24,297.297574814466,0.470819157239163,-0.200312942015557,0.0401252747389281,-0.247990408090031,0.0614992425046603
2000-01-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",163.986568505217,0,0.242415770602596,7,29,297.191551426603,0.579318131262617,-0.306336329878775,0.0938419470035976,-0.139491434066578,0.0194578601779505
2000-01-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",150.924448526431,0,0.105002260864258,7,34,297.175702385312,0.495422434333387,-0.322185371169212,0.103803413395443,-0.223387130995807,0.049901810294538
2000-01-01,37,1,1,"1","1","1","1","1","1","1","1","1","1",1042.9938011279,0.347203868286133,20.0404984246064,1,26,297.258460309562,0.412952204710783,-0.23942744692016,0.0573255023387063,-0.305857360618412,0.0935487250444611
2000-01-01,38,2,2,"1","1","1","1","1","1","1","1","1","1",1056.36841457855,0.406073492248536,16.5744112294064,1,25,297.288740175245,0.563801628119348,-0.209147581237119,0.0437427107373371,-0.155007937209847,0.0240274605980518
2000-01-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",144.973131885974,0,1.12478660299407,6,31,297.265563084295,0.505438861792021,-0.232324672186849,0.0539747533067267,-0.213370703537173,0.0455270571279483
2000-01-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",63.6916081751713,0,0.427111333809647,5,33,297.406070142387,0.58739343422406,-0.0918176140951914,0.00843047425813349,-0.131416131105135,0.0172701995146419
2000-01-01,41,0,0,"1","1","1","1","1","1","1","1","1","1",592.494924742287,0.179112396240235,33.3204622556796,1,30,297.406352938674,0.492163328282592,-0.0915348178079967,0.00837862287114314,-0.226646237046602,0.0513685167673846
2000-01-01,42,0,0,"0","0","0","0","0","0","1","1","1","1",236.166553750807,0,4.69931467413562,4,28,297.299534715109,0.433462226006434,-0.198353041372968,0.0393439290219064,-0.285347339322761,0.0814231040585788
2000-01-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",84.8827281942029,0,0.0674393021240234,0,12,297.034833745479,0.438531018694687,-0.463054011002669,0.21441901710566,-0.280278546634507,0.0785560637035516
2000-01-01,44,0,0,"0","0","0","0","0","0","1","1","1","1",605.164062930543,0,10.0257240198312,4,9,297.328117881175,0.542949354863044,-0.169769875306486,0.0288218105615797,-0.175860210466151,0.0309268136251988
2000-01-01,45,2,2,"1","1","1","1","1","1","1","1","1","1",1346.74243988063,0.46179546850586,9.24053094694331,1,13,295.130468673161,1.02387265511941,-2.36741908332084,5.60467311607169,0.305063089790214,0.0930634887523524
2000-01-01,46,0,0,"0","0","0","0","0","0","1","1","1","1",214.61555833506,0.0243959680786133,1.07981128738966,4,16,295.620511342393,0.85694021672055,-1.87737641408899,3.52454220017762,0.138130651391355,0.0190800768538001
2000-01-01,47,0,0,"1","1","1","1","1","1","1","1","1","1",135.466394308984,0,0.643989135714661,1,17,294.181554371954,0.792061943341266,-3.31633338452792,10.9980671173344,0.0732523780120716,0.00536591088442344
2000-01-01,48,0,0,"1","1","1","1","1","1","1","1","1","1",214.121009877929,0.0775996237792968,6.6108695032798,1,19,296.708673081643,0.826230412724892,-0.78921467483832,0.622859802980155,0.107420847395697,0.0115392384552097
2000-01-01,49,0,0,"1","1","1","1","1","1","1","1","1","1",213.759028878696,0,8.27926187876975,1,14,296.904327315655,0.747948432416887,-0.593560440826536,0.352313996914192,0.0291388670876921,0.000849073575154185
2000-01-01,50,0,0,"1","1","1","1","1","1","1","1","1","1",130.164914980271,0,6.95980854519325,1,23,296.94801027153,0.814014550249835,-0.549877484952162,0.302365248457316,0.0952049849206404,0.00906398915373938
2000-01-01,51,0,0,"0","0","0","0","0","1","1","1","1","1",197.953247496099,0,0.871557314537857,3,18,297.174591951026,0.479520704613943,-0.323295805455984,0.104520177825434,-0.239288860715252,0.0572591588624032
2000-01-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",80.5446349032845,0,4.48194839496033,1,20,296.89156311934,0.603794352219555,-0.606324637141256,0.367629565604476,-0.115015213109639,0.0132284992466558
2000-01-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",22.6989374517913,0.095048608215332,3.74483583036802,1,21,296.878002284997,0.75134170505534,-0.619885471484906,0.384257997758065,0.0325321397261458,0.00105834011516147
2000-01-01,54,1,1,"0","0","0","0","0","0","1","1","1","1",41.204540809532,0.00785184924316406,0.744487483901801,4,15,297.186034858126,0.699879268069947,-0.311852898355539,0.0972522302127503,-0.018930297259248,0.000358356154323492
2000-01-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",464.185140348527,0.46179546850586,8.88825808154884,1,13,295.121870102044,0.981399814163623,-2.37601765443776,5.64545989419991,0.262590248834428,0.068953638782927
2000-01-01,56,4,4,"0","0","0","0","0","0","0","0","1","1",1792.88321958025,0.246680087890625,3.57623979167121,6,55,295.977639934392,0.926341945770176,-1.52024782208935,2.3111534405674,0.207532380440981,0.0430696889315002
2000-01-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",593.167384697844,0,5.13891273300254,6,54,296.744097917555,0.767092063372896,-0.753789838926934,0.568199121269494,0.0482824980437011,0.00233119961734
2000-01-01,58,0,0,"0","0","0","0","0","0","0","0","1","1",322.007101877397,0,2.84355195561092,6,57,295.914443715646,0.670055190320487,-1.58344404083533,2.50729503045692,-0.0487543750087072,0.00237698908248965
2000-01-01,59,0,0,"0","0","0","0","0","0","0","1","1","1",372.114790709497,0.246680087890625,5.94204078486065,5,55,296.001042223656,0.882681447334519,-1.49684553282532,2.24054654913911,0.163871882005324,0.0268539937119669
2000-01-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",128.617810940358,0.332663218397671,10.9839548479539,2,56,295.247166456054,0.915128553526586,-2.2507213004277,5.06574637219895,0.196318988197392,0.0385411451268476
2000-01-01,61,3,3,"0","0","0","0","0","1","1","1","1","1",178.273366491682,0,8.34686710172401,3,56,295.731334320965,0.985150325750421,-1.76655343551687,3.12071104053645,0.266340760421227,0.0709374006617573
2000-01-01,62,0,0,"0","0","0","0","0","0","0","0","0","1",1255.45629933748,0.133560248657227,4.83882504026001,7,49,296.983480523307,0.52106816907239,-0.514407233175007,0.264614801542766,-0.197741396256804,0.0391016597935904
2000-01-01,63,1,1,"0","0","0","0","0","1","1","1","1","1",530.608431912444,0.0235429218139648,2.33451436646944,3,19,296.618878220505,0.895060884299667,-0.879009535976309,0.772657764337285,0.176251318970473,0.0310645274388313
2000-01-01,64,1,1,"0","0","0","0","0","0","0","0","1","1",1416.37179601834,0,2.51410236622434,6,54,296.844779285225,0.736890788339786,-0.653108471256473,0.426550675226968,0.0180812230105918,0.000326930625558754
2000-01-01,65,2,2,"0","0","0","0","0","0","0","0","0","1",164.052885179325,0.0287993586425781,1.21282355982259,7,50,296.924885283951,0.719308462554978,-0.573002472530334,0.328331833525876,0.000498897225783557,2.48898441894529e-07
2000-01-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",364.2033813239,0.0340280093994141,1.38953627294036,7,52,296.81182079377,0.601309025166185,-0.686066962711209,0.470687877323783,-0.11750054016301,0.013806376938599
2000-01-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",1448.0177274255,0,2.68641359793055,7,32,297.077384416875,0.544711706785423,-0.42050333960691,0.176823058620564,-0.174097858543772,0.0303100643495272
2000-01-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",794.218658529605,0.00611044537353516,2.72006070571576,7,51,297.028030170856,0.661774693145841,-0.469857585625448,0.220766150769775,-0.0570348721833538,0.0032529766449715
2000-01-01,69,2,2,"0","0","0","0","0","0","0","0","0","1",851.469830387188,0,1.56717743062361,7,53,297.132011442827,0.643373618457517,-0.365876313654496,0.133865476893403,-0.0754359468716778,0.00569058208042659
2000-01-01,70,1,1,"1","1","1","1","1","1","1","1","1","1",945.770261125464,1.72374796612549,34.1388262912033,1,61,297.342592590351,0.487478064547043,-0.155295166130543,0.0241165886235129,-0.231331500782152,0.0535142632541226
2000-01-01,71,0,0,"1","1","1","1","1","1","1","1","1","1",349.124601751493,0.346900824035645,12.6166680374265,1,66,297.256921091189,0.404801614022826,-0.240966665292262,0.0580649337820732,-0.314007951306369,0.0986009934836228
2000-01-01,72,1,1,"1","1","1","1","1","1","1","1","1","1",217.954716916553,0.107701077392578,6.67285681547374,1,68,297.246940820886,0.56320127072448,-0.250946935595437,0.0629743644847402,-0.155608294604715,0.0242139413497876
2000-01-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",206.754360707476,0.149904596130371,19.0603072779938,1,69,297.375163090895,0.431799497096148,-0.122724665586475,0.015061343543312,-0.287010068233047,0.0823747792671383
2000-01-01,74,2,2,"1","1","1","1","1","1","1","1","1","1",304.901151061307,2.1645998744507,26.682328771692,1,58,297.481694500765,0.179939841024588,-0.0161932557166438,0.000262221530704616,-0.538869724304607,0.290380579772123
2000-01-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",74.2982407138266,0,2.38376058927145,5,59,297.421493706057,0.449344518995162,-0.0763940504247103,0.00583605094029317,-0.269465046334032,0.0726114111958021
2000-01-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",84.9294597672426,0.0877955924072265,12.2575123537769,1,60,297.437075875444,0.409951055289653,-0.0608118810378073,0.00369808487535643,-0.308858510039541,0.0953935792238453
2000-01-01,77,0,0,"0","0","0","0","1","1","1","1","1","1",66.8163764210424,0.642543654359107,21.5621128699045,2,61,297.333338870714,0.387465074858348,-0.164548885767942,0.0270763358074714,-0.331344490470846,0.109789171365385
2000-01-01,78,1,1,"1","1","1","1","1","1","1","1","1","1",2123.55950630037,1.72374796612549,37.5986103174098,1,61,297.342592590351,0.447952816070256,-0.155295166130543,0.0241165886235129,-0.270856749258939,0.0733633786191197
2000-01-01,79,0,0,"1","1","1","1","1","1","1","1","1","1",234.24550732924,0.221086303405762,11.8120513606567,1,62,297.208297710969,0.408998232343512,-0.289590045512512,0.0838623944599385,-0.309811332985683,0.0959830620463655
2000-01-01,80,0,0,"0","0","0","1","1","1","1","1","1","1",164.878087081994,0.0166607393188477,23.2689815463173,2,63,297.310248839787,0.421732836517528,-0.187638916694766,0.0352083630583854,-0.297076728811667,0.0882545828014407
2000-01-01,81,0,0,"1","1","1","1","1","1","1","1","1","1",191.359488611121,0,19.6428012066516,1,64,297.365461446774,0.465321940935979,-0.132426309707682,0.017536727502795,-0.253487624393215,0.0642559757205157
2000-01-01,82,0,0,"0","0","0","0","0","0","1","1","1","1",368.916182873605,0.0727908192138672,4.60154889541733,4,65,297.243742799417,0.372930686037125,-0.254144957064625,0.0645896592013801,-0.34587887929207,0.119632199140338
2000-01-01,83,0,0,"1","1","1","1","1","1","1","1","1","1",125.715458309859,0.100665081359863,12.0236077295032,1,67,297.291193149717,0.455561994869505,-0.206694606764415,0.0427226604654963,-0.26324757045969,0.0692992833529292
2000-01-01,84,1,1,"0","0","0","1","1","1","1","1","1","1",310.274456863298,0.182017010417863,14.271395141335,2,25,297.304686128598,0.483082218923057,-0.193201627884036,0.0373268690170417,-0.235727346406137,0.0555673818436791
2000-01-01,85,1,1,"0","0","0","1","1","1","1","1","1","1",49.526529977288,0.0866606015625,7.59021315450797,2,67,297.295469577521,0.499387473900523,-0.202418178961011,0.0409731191738919,-0.219422091428672,0.0481460542069325
2000-01-01,86,0,0,"0","0","0","0","0","0","1","1","1","1",51.8216359503877,0.0210066762695312,6.72302224740125,4,70,297.344689673631,0.422599371024035,-0.153198082851134,0.0234696525892628,-0.29621019430516,0.0877404792103006
2000-01-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",1327.55451617459,1.72374796612549,33.855508195724,2,61,297.342592590351,0.487478064547043,-0.155295166130543,0.0241165886235129,-0.231331500782152,0.0535142632541226
2000-01-01,88,0,0,"0","0","0","0","0","0","0","0","0","0",312.491954251157,0.320971729736328,3.17826500353789,0,40,293.585064874848,1.39844366101846,-3.9128228816333,15.3101829030331,0.679634095689262,0.461902504023361
2000-01-01,89,0,0,"0","0","0","0","0","0","0","0","0","0",65.3009003279126,0.0192010375366211,1.07221091429874,0,43,295.132573415928,0.830791173028732,-2.36531434055331,5.59471192962715,0.111981607699537,0.0125398804629731
2000-01-01,90,0,0,"0","0","0","0","0","0","0","0","0","0",187.407177200783,0.00784828692626953,2.64855536620784,0,40,293.021883298721,1.37425049667618,-4.47600445776089,20.0346159058954,0.655440931346988,0.429602814485007
2000-01-01,91,0,0,"0","0","0","0","0","0","0","0","0","0",58.4168544147734,0,0.870628563224523,0,41,295.943446639847,0.85879366778017,-1.55444111663445,2.41628718508376,0.139984102450975,0.0195955489390051
2000-01-01,92,0,0,"0","0","0","0","0","0","0","0","0","0",69.5370055908279,0,2.69990867096689,0,42,294.222892238638,1.20476370609545,-3.27499551784342,10.7255956418945,0.485954140766253,0.236151426927868
2000-01-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",9.33341247372434,0,0.884355844096103,0,45,296.357826099347,0.679156281403979,-1.14006165713425,1.2997405820677,-0.0396532839252158,0.00157238292605378
2000-01-01,94,1,1,"0","0","0","0","0","0","0","0","0","0",96.2345964538762,0,1.0729387120548,0,43,294.784797600558,1.04253225012506,-2.71309015592328,7.36085819416782,0.323722684795867,0.104796376651444
2000-01-01,95,0,0,"0","0","0","0","0","0","0","0","0","0",304.55482440444,0,1.00349886114286,0,48,297.010829265621,0.501809832468948,-0.487058490861045,0.237225973519839,-0.216999732860246,0.0470888840614182
2000-01-01,96,0,0,"0","0","0","0","0","0","0","0","0","0",186.86940400184,0,1.30080369037583,0,44,296.906106225866,0.57565684478233,-0.591781530615549,0.350205379977682,-0.143152720546864,0.0204927013999687
2000-01-01,97,0,0,"0","0","0","0","0","0","0","0","0","0",143.864831281414,0,1.22957163287066,0,46,296.925833844035,0.484657170480818,-0.572053912447075,0.327245678746005,-0.234152394848376,0.0548273440132298
2000-01-01,98,0,0,"0","0","0","0","0","0","0","0","0","0",197.317982842012,0,0.783614677673341,0,47,296.481918289344,0.430704674614096,-1.01596946713784,1.03219395815634,-0.288104890715098,0.0830044280539588
2000-01-01,99,1,1,"1","1","1","1","1","1","1","1","1","1",4627.61020403605,11.3464512577572,34.2135253416445,1,1,297.502228263482,0.591883080669781,0.00434050700033595,1.88400010199654e-05,-0.126926484659414,0.0161103325079964
2000-01-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",8219.90562956273,11.6491854993408,34.5562355729105,1,1,297.503000431756,0.515681877633381,0.00511267527423342,2.61394484597578e-05,-0.203127687695813,0.0412608575086478
2000-01-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",24523.8825715896,12.1774915344838,36.4758701594252,2,1,297.503303258988,0.64209572864145,0.00541550250596856,2.93276673921518e-05,-0.0767138366877449,0.005885012739354
2000-01-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",74.5559893389014,0,5.56755296086619,3,56,295.031736630428,1.02444122084569,-2.46615112605406,6.0819013765377,0.305631655516495,0.0934107088537532
2000-01-01,103,0,0,"0","0","0","0","0","0","0","0","0","1",144.813765459212,0,1.64880192650482,7,32,297.037111004736,0.620175332303101,-0.460776751745925,0.212315214949526,-0.0986342330260932,0.00972871192464565
2000-01-01,104,0,0,"0","0","0","0","0","1","1","1","1","1",148.238062516465,0,3.32299960924529,3,71,297.270634406622,0.541681973790791,-0.227253349859495,0.0516440850223622,-0.177127591538404,0.0313741836841957
2000-01-01,105,8,8,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,297.503224038362,0.658330117272832,0.00533628187997692,2.847590430257e-05,-0.0604794480563631,0.00365776363720232
2000-01-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,297.503224038362,0.658330117272832,0.00533628187997692,2.847590430257e-05,-0.0604794480563631,0.00365776363720232
2001-01-01,1,1,1,"1","1","1","1","1","1","1","1","1","1",7246.24341991987,11.8421407605314,32.7044688766455,1,1,297.756431856996,0.691690713701024,0.258544100514598,0.0668450519109026,-0.0271188516281707,0.000735432113630739
2001-01-01,2,4,4,"1","1","1","1","1","1","1","1","1","1",218.69708889977,11.6742440438772,32.1448430573531,1,1,297.756299865993,0.692357992841646,0.258412109511767,0.0667768183423213,-0.0264515724875487,0.000699685687064043
2001-01-01,3,3,3,"0","0","0","0","0","0","1","1","1","1",1810.44579660337,0,12.0461255704146,4,4,297.63532305983,0.724246021700277,0.1374353033479,0.0188884626063292,0.00543645637108237,2.9555057874682e-05
2001-01-01,4,5,5,"1","1","1","1","1","1","1","1","1","1",658.202501071323,10.1225355424178,28.9942036337242,1,1,297.747478354642,0.679979259890105,0.24959059816041,0.0622954666900711,-0.0388303054390895,0.00150779262049298
2001-01-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",170.694382729789,0,0.864898792724611,7,27,297.881176336199,0.512081917713102,0.383288579717714,0.146910135342022,-0.206727647616092,0.0427363202888832
2001-01-01,6,1,1,"0","0","0","0","0","0","0","0","0","1",548.035637651091,0,1.54408506945489,7,6,297.923621769671,0.64038402782967,0.425734013189754,0.181249449986653,-0.0784255374995246,0.00615056493208934
2001-01-01,7,1,1,"0","0","0","0","0","0","0","0","0","0",81.8481078320948,0,0.808676316467287,0,2,297.927250378688,0.408971988635917,0.42936262220644,0.18435226134799,-0.309837576693277,0.0959993239311624
2001-01-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",356.207572965734,0,0.37455329498291,0,7,297.865171739087,0.482109834678633,0.367283982605613,0.13489752387864,-0.236699730650562,0.0560267624900485
2001-01-01,9,1,1,"1","1","1","1","1","1","1","1","1","1",635.150576498044,11.086780176656,30.4823832594473,1,1,297.753933697228,0.629800955085213,0.256045940746105,0.0655595237725581,-0.0890086102439819,0.00792253269756508
2001-01-01,10,8,8,"0","0","1","1","1","1","1","1","1","1",1069.20599241886,1.05987920453767,37.1236493418477,2,3,297.744750299075,0.626068558689738,0.24686254259376,0.0609411149358561,-0.0927410066394568,0.00860089431249978
2001-01-01,11,0,0,"0","0","0","0","0","1","1","1","1","1",1011.73567952198,0.627569199778597,26.7779259744442,3,3,297.744994112204,0.546166962511416,0.247106355722053,0.0610615510382339,-0.172642602817778,0.0298054683076971
2001-01-01,12,7,7,"0","0","0","1","1","1","1","1","1","1",482.046712622807,3.12103543787241,30.8551567144542,2,3,297.748976243704,0.551107335918107,0.251088487222319,0.0630454284155925,-0.167702229411087,0.028124037749449
2001-01-01,13,1,1,"1","1","1","1","1","1","1","1","1","1",533.674410581567,10.647603709029,28.5158498051047,1,1,297.75323769788,0.498424636832947,0.255349941398151,0.0652035925720393,-0.220384928496248,0.0485695167082963
2001-01-01,14,0,0,"0","1","1","1","1","1","1","1","1","1",4581.20088736327,12.1612655198215,34.4873077239354,2,1,297.75657849475,0.534263694225882,0.258690738268342,0.0669208980658199,-0.184545871103313,0.0340571785412806
2001-01-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",189.792525117194,7.43144943438125,32.9240136405298,2,1,297.75657849475,0.569297379093152,0.258690738268342,0.0669208980658199,-0.149512186236042,0.0223538938330809
2001-01-01,16,1,1,"0","0","0","0","1","1","1","1","1","1",189.24227225843,0.331360993626014,35.2876724989737,2,11,297.710579936114,0.54648610610385,0.212692179632143,0.0452379632766716,-0.172323459225344,0.0296953745993889
2001-01-01,17,1,1,"1","1","1","1","1","1","1","1","1","1",727.44173139717,0,49.66943726843,1,10,297.656438939985,0.709815278053888,0.158551183503505,0.0251384777903621,-0.0089942872753066,8.08972035907422e-05
2001-01-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",372.060013246483,0,46.1845589596055,1,8,297.693337677833,0.562727956380346,0.195449921350871,0.0382006717560617,-0.156081608948849,0.0243614686520613
2001-01-01,19,6,6,"0","1","1","1","1","1","1","1","1","1",1536.25535758063,11.9518394930658,35.0304997786205,2,1,297.75657849475,0.595572642743606,0.258690738268342,0.0669208980658199,-0.123236922585589,0.0151873390883664
2001-01-01,20,0,0,"0","0","0","0","0","0","1","1","1","1",1320.39288249838,0.000872569580078125,13.7187322624805,4,11,297.701354743803,0.584355930617352,0.203466987321747,0.0413988149297878,-0.134453634711842,0.0180777798872255
