"","biannual_date","key","biannual_cases_C","biannual_cases_CP","onekm","twokm","threekm","fourkm","fivekm","tenkm","fifteenkm","twentykm","thirtykm","fortykm","population","urban","ag","all_cutoffs","clust","mean_temp","sum_precip"
"88",2000-04-01,89,0,0,"0","0","0","0","0","0","0","0","0","0",65.3009003279126,0.0192010375366211,1.07221091429874,0,43,294.427449081904,0.238647264123952
"89",2000-04-01,90,0,0,"0","0","0","0","0","0","0","0","0","0",187.407177200783,0.00784828692626953,2.64855536620784,0,40,292.353019159014,0.366660896330026
"90",2000-04-01,91,0,0,"0","0","0","0","0","0","0","0","0","0",58.4168544147734,0,0.870628563224523,0,41,295.214302785318,0.247632380185112
"91",2000-04-01,92,0,0,"0","0","0","0","0","0","0","0","0","0",69.5370055908279,0,2.69990867096689,0,42,293.546052107109,0.339379263012585
"92",2000-04-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",9.33341247372434,0,0.884355844096103,0,45,295.605573103432,0.219178366533161
"93",2000-04-01,94,1,1,"0","0","0","0","0","0","0","0","0","0",96.2345964538762,0,1.0729387120548,0,43,294.08415895199,0.30748709589898
"94",2000-04-01,95,0,0,"0","0","0","0","0","0","0","0","0","0",304.55482440444,0,1.00349886114286,0,48,296.228565626019,0.169962055228043
"95",2000-04-01,96,0,0,"0","0","0","0","0","0","0","0","0","0",186.86940400184,0,1.30080369037583,0,44,296.12971266422,0.197124848843787
"96",2000-04-01,97,0,0,"0","0","0","0","0","0","0","0","0","0",143.864831281414,0,1.22957163287066,0,46,296.382080021765,0.153274702145992
"97",2000-04-01,98,0,0,"0","0","0","0","0","0","0","0","0","0",197.317982842012,0,0.783614677673341,0,47,295.973968779998,0.133880773052959
"98",2000-04-01,99,1,1,"1","1","1","1","1","1","1","1","1","1",4627.61020403605,11.3464512577572,34.2135253416445,1,1,296.722031320144,0.157090455156055
"99",2000-04-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",8219.90562956273,11.6491854993408,34.5562355729105,1,1,296.722585346801,0.1372962103722
"100",2000-04-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",24523.8825715896,12.1774915344838,36.4758701594252,2,1,296.723017156594,0.17042735116425
"101",2000-04-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",74.5559893389014,0,5.56755296086619,3,56,294.236854179982,0.254682200189438
"102",2000-04-01,103,0,0,"0","0","0","0","0","0","0","0","0","1",144.813765459212,0,1.64880192650482,7,32,296.296467914979,0.158879015828159
"103",2000-04-01,104,0,0,"0","0","0","0","0","1","1","1","1","1",148.238062516465,0,3.32299960924529,3,71,296.61206652492,0.158647262729419
"104",2000-04-01,105,5,5,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,296.722904193695,0.174877033127286
"105",2000-04-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",24683.1227967376,11.6972112734097,34.4906162010372,1,1,296.722904193695,0.174877033127286
"106",2000-10-01,1,0,0,"1","1","1","1","1","1","1","1","1","1",7650.39399592626,11.8421407605314,34.4906162010372,1,1,298.208428728098,0.49950168661923
"107",2000-10-01,2,2,2,"1","1","1","1","1","1","1","1","1","1",230.039709929516,11.6742440438772,33.130235519894,1,1,298.208450017304,0.50001782719707
"108",2000-10-01,3,1,1,"0","0","0","0","0","0","1","1","1","1",1810.44579660337,0,12.0602567380831,4,4,298.097989827005,0.521488894089431
"109",2000-10-01,4,3,3,"1","1","1","1","1","1","1","1","1","1",696.427828726336,10.1225355424178,31.02076471047,1,1,298.197627186662,0.491224200386294
"110",2000-10-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",170.694382729789,0,0.864898792724611,7,27,298.25883889322,0.358395675250882
"111",2000-10-01,6,1,1,"0","0","0","0","0","0","0","0","0","1",548.035637651091,0,1.54408506945489,7,6,298.323199474635,0.456587571848722
"112",2000-10-01,7,0,0,"0","0","0","0","0","0","0","0","0","0",81.8481078320948,0,0.850594734130861,0,2,298.343559240322,0.28900248431132
"113",2000-10-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",356.207572965734,0,0.37455329498291,0,7,298.257987322753,0.346497180237931
"114",2000-10-01,9,0,0,"1","1","1","1","1","1","1","1","1","1",675.851138737113,11.086780176656,32.5330677924934,1,1,298.205347356828,0.454954449035156
"115",2000-10-01,10,5,5,"0","0","1","1","1","1","1","1","1","1",1069.20599241886,1.05987920453767,38.9989464651195,2,3,298.196743925578,0.44709968817074
"116",2000-10-01,11,0,0,"0","0","0","0","0","1","1","1","1","1",1011.73567952198,0.627569199778597,27.7229226019997,3,3,298.199881630372,0.387702485463525
"117",2000-10-01,12,5,5,"0","0","0","1","1","1","1","1","1","1",482.046712622807,3.12103543787241,32.107171936489,2,3,298.202857362713,0.393606222447553
"118",2000-10-01,13,0,0,"1","1","1","1","1","1","1","1","1","1",567.930784120986,10.647603709029,30.6703979630888,1,1,298.204507633289,0.360061403788259
"119",2000-10-01,14,0,0,"0","1","1","1","1","1","1","1","1","1",4872.58527077772,12.1612655198215,35.7930203836333,2,1,298.208538306274,0.385898384004047
"120",2000-10-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",209.290422191824,7.43144943438125,34.3252222702702,2,1,298.208538306274,0.411203196069886
"121",2000-10-01,16,1,1,"0","0","0","0","1","1","1","1","1","1",189.24227225843,0.332233889011757,36.1788707743675,2,11,298.160272905352,0.401801697286705
"122",2000-10-01,17,0,0,"1","1","1","1","1","1","1","1","1","1",770.489137902753,0,50.0517002241557,1,10,298.101459413642,0.528445247444975
"123",2000-10-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",384.229054727153,0,46.653898077095,1,8,298.142056994022,0.416202951054961
"124",2000-10-01,19,0,0,"0","1","1","1","1","1","1","1","1","1",1637.0112775899,11.9518394930658,36.2454654314812,2,1,298.208538306274,0.430181805119265
"125",2000-10-01,20,0,0,"0","0","0","0","0","0","1","1","1","1",1320.39288249838,0.000872569580078125,13.8628119810421,4,11,298.150657350146,0.431034393910212
"126",2000-10-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",310.261413952484,0,15.0620190318251,4,5,298.07766871865,0.386310682509259
"127",2000-10-01,22,0,0,"0","0","0","0","0","1","1","1","1","1",367.869343691683,0,26.7011297283934,3,5,298.136669180684,0.447435595591119
"128",2000-10-01,23,2,2,"0","0","0","0","0","1","1","1","1","1",1449.18771513557,0.252183932739258,13.816497972067,3,35,298.012326906036,0.464294405381211
"129",2000-10-01,24,1,1,"1","1","1","1","1","1","1","1","1","1",632.943191001931,0,36.4470731411339,1,10,298.071839796558,0.453857136050232
"130",2000-10-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",181.825277806968,0,4.69415264513628,3,37,298.011434524924,0.543154113679849
"131",2000-10-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",66.5688211421467,0,3.31724038532785,4,22,298.005644377052,0.430304068378387
"132",2000-10-01,27,0,0,"1","1","1","1","1","1","1","1","1","1",699.92557403549,0,12.8238017992818,1,38,297.945908063483,0.546320722391673
"133",2000-10-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",201.145291523636,0,1.16724994796789,6,39,297.924345766237,0.566994955437478
"134",2000-10-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",294.122717525923,0,4.43637458754734,4,37,298.009330103793,0.483235527754683
"135",2000-10-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",360.062172591351,0,3.50967454989012,5,22,298.004255521238,0.472388420830653
"136",2000-10-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",508.677331491469,0.102998569091797,2.01038188595187,6,36,297.949659688649,0.483052595343928
"137",2000-10-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",164.766065213559,0,3.30956870494479,5,22,297.994927385175,0.564890089952886
"138",2000-10-01,34,4,4,"1","1","1","1","1","1","1","1","1","1",821.34542987725,0.331264302368164,18.9834201945457,1,24,297.956964112004,0.369913723726225
"139",2000-10-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",175.412052139677,0,0.242415770602596,7,29,297.856656200825,0.41337674725001
"140",2000-10-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",150.924448526431,0,0.105002260864258,7,34,297.830045016135,0.347504833060479
"141",2000-10-01,37,2,2,"1","1","1","1","1","1","1","1","1","1",1042.9938011279,0.348078432373047,20.0404984246064,1,26,297.874219864225,0.318427267466761
"142",2000-10-01,38,4,4,"1","1","1","1","1","1","1","1","1","1",1056.36841457855,0.407823782348633,16.5744112294064,1,25,297.863526259424,0.419327257053192
"143",2000-10-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",220.791033300627,0,1.12478660299407,6,31,297.928443422172,0.377807401550534
"144",2000-10-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",72.4050155416229,0,0.427111333809647,5,33,298.019440723242,0.451995198338833
"145",2000-10-01,41,1,1,"1","1","1","1","1","1","1","1","1","1",594.507319964205,0.179986112121582,35.0627777666381,1,30,298.086692970673,0.382323180703668
"146",2000-10-01,42,0,0,"0","0","0","0","0","0","1","1","1","1",321.061504445798,0,5.01510270673919,4,28,297.968860663745,0.333859197148149
"147",2000-10-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",109.069280589605,0,0.0779501917114258,0,12,297.645678360674,0.312180600843763
"148",2000-10-01,44,0,0,"0","0","0","0","0","0","1","1","1","1",672.775375593556,0,10.0257240198312,4,9,298.013427851348,0.417251857585977
"149",2000-10-01,45,3,3,"1","1","1","1","1","1","1","1","1","1",1511.83977027475,0.473122617004395,9.90269785081101,1,13,295.892427481431,0.790912036151061
"150",2000-10-01,46,0,0,"0","0","0","0","0","0","1","1","1","1",216.127390145309,0.0243959680786133,1.07981128738966,4,16,296.371529938982,0.660725812134375
"151",2000-10-01,47,0,0,"1","1","1","1","1","1","1","1","1","1",176.402387048811,0.00958155047607422,0.914348621945848,1,17,294.936701407079,0.552462037642729
"152",2000-10-01,48,1,1,"1","1","1","1","1","1","1","1","1","1",306.642321621314,0.0793434346313476,7.6056869286771,1,19,297.411507631728,0.639741192279646
"153",2000-10-01,49,1,1,"1","1","1","1","1","1","1","1","1","1",219.143115714045,0,9.51166307369706,1,14,297.592872719302,0.571684403860312
"154",2000-10-01,50,0,0,"1","1","1","1","1","1","1","1","1","1",143.768827036509,0,7.9050213924108,1,23,297.641079469117,0.613041906378042
"155",2000-10-01,51,1,1,"0","0","0","0","0","1","1","1","1","1",197.953247496099,0,1.43154728724915,3,18,297.870011074832,0.364339016205825
"156",2000-10-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",80.5446349032845,0,5.12203192883484,1,20,297.600203892167,0.460147280129103
"157",2000-10-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",22.6989374517913,0.10464065826416,4.03510126038414,1,21,297.581201153812,0.565365311362831
"158",2000-10-01,54,1,1,"0","0","0","0","0","0","1","1","1","1",41.204540809532,0.00785184924316406,1.22739029791044,4,15,297.880717685142,0.532386942351759
"159",2000-10-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",522.429049049352,0.473122617004395,9.48064169623466,1,13,295.883774508212,0.757913131076172
"160",2000-10-01,56,7,7,"0","0","0","0","0","0","0","0","1","1",1812.53410521378,0.26585664251709,4.8180911803175,6,55,296.702651736483,0.724129307828151
"161",2000-10-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",650.104794138334,0,10.8224848749427,6,54,297.419225919086,0.573380796435257
"162",2000-10-01,58,0,0,"0","0","0","0","0","0","0","0","1","1",361.650792939188,0,4.27502138858498,6,57,296.633505263786,0.516838655019949
"163",2000-10-01,59,0,0,"0","0","0","0","0","0","0","1","1","1",372.114790709497,0.26585664251709,7.52222655372252,5,55,296.7271937846,0.692135266330037
"164",2000-10-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",128.617810940358,0.340505251112515,12.1847260831811,2,56,296.00419509204,0.709176810706261
"165",2000-10-01,61,4,4,"0","0","0","0","0","1","1","1","1","1",218.870720698767,0,9.43829981832936,3,56,296.474168029466,0.7738798909116
"166",2000-10-01,62,0,0,"0","0","0","0","0","0","0","0","0","1",1255.45629933748,0.135306123718262,7.29558728835707,7,49,297.669047266348,0.398429738971546
"167",2000-10-01,63,3,3,"0","0","0","0","0","1","1","1","1","1",549.213574141275,0.0322625169067383,3.40495646974523,3,19,297.317996576873,0.688462886217216
"168",2000-10-01,64,1,1,"0","0","0","0","0","0","0","0","1","1",1416.37179601834,0,4.18250602919516,6,54,297.514750725246,0.541023152277006
"169",2000-10-01,65,3,3,"0","0","0","0","0","0","0","0","0","1",203.192107697111,0.0287993586425781,1.9850692420975,7,50,297.598114538224,0.530106967966285
"170",2000-10-01,66,1,1,"0","0","0","0","0","0","0","0","0","1",427.132881044581,0.0366455518188477,2.44402475970699,7,52,297.482065693948,0.441741961879116
"171",2000-10-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",1448.0177274255,0,4.02407086482917,7,32,297.765791679101,0.414668628011278
"172",2000-10-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",826.146677882614,0.00872920867919922,4.07623798963194,7,51,297.711249695428,0.509189417503937
"173",2000-10-01,69,0,0,"0","0","0","0","0","0","0","0","0","1",851.469830387188,0,1.74819553046396,7,53,297.822314226475,0.484523525920993
"174",2000-10-01,70,1,1,"1","1","1","1","1","1","1","1","1","1",945.770261125464,1.75092797784423,34.1388262912033,1,61,297.800173914703,0.356371958043584
"175",2000-10-01,71,5,5,"1","1","1","1","1","1","1","1","1","1",585.331901387391,0.35566092388916,12.6166680374265,1,66,297.757702878213,0.29056784521855
"176",2000-10-01,72,3,3,"1","1","1","1","1","1","1","1","1","1",217.954716916553,0.107701077392578,6.67285681547374,1,68,297.797874647099,0.41279664337931
"177",2000-10-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",206.754360707476,0.155164416809082,19.0603072779938,1,69,297.825889997206,0.306196810787171
"178",2000-10-01,74,0,0,"1","1","1","1","1","1","1","1","1","1",306.74226476953,2.18830919573976,27.0701022651451,1,58,297.84625765191,0.128665377715119
"179",2000-10-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",88.5691277833956,0,2.38376058927145,5,59,297.802936768788,0.325814208501905
