"year","key","yearly_cases_C","yearly_cases_CP","onekm","twokm","threekm","fourkm","fivekm","tenkm","fifteenkm","twentykm","thirtykm","fortykm","population","urban","ag","all_cutoffs","clust","mean_temp","sum_precip"
2010-01-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",303,0,8.49252680583376,1,20,297.91639019771,0.589037803839057
2010-01-01,53,0,0,"1","1","1","1","1","1","1","1","1","1",201,0.157833067810059,5.2251924318504,1,21,297.876769827471,0.718388314489336
2010-01-01,54,0,0,"0","0","0","0","0","0","1","1","1","1",91,0.0139588352661133,2.8501875269919,4,15,298.172985595407,0.679714494356359
2010-01-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",1399.69549208596,0.990688364685062,15.6945241278735,1,13,295.912464138139,0.974377558472582
2010-01-01,56,6,11,"0","0","0","0","0","0","0","0","1","1",3489,0.824596330749512,5.11185760485028,6,55,296.787529977091,0.936969006412948
2010-01-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",1382,0,6.81081267944261,6,54,297.647229248455,0.768519295975747
2010-01-01,58,0,0,"0","0","0","0","0","0","0","0","1","1",722,0,4.71267710169918,6,57,296.690011318124,0.683768085122946
2010-01-01,59,0,0,"0","0","0","0","0","0","0","1","1","1",934,0.824596330749512,9.27861006096969,5,55,296.820580113608,0.890791992354582
2010-01-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",254,0.755174855396467,23.9844448393341,2,56,296.041855278485,0.910224498073407
2010-01-01,61,0,0,"0","0","0","0","0","1","1","1","1","1",563,0,19.1948656313494,3,56,296.568988145961,0.983083317155714
2010-01-01,62,2,3,"0","0","0","0","0","0","0","0","0","1",1310,0.348302192932129,10.7030547457932,7,49,297.942251565685,0.546434053492977
2010-01-01,63,0,0,"0","0","0","0","0","1","1","1","1","1",588,0.107251867492676,8.6807785662744,3,19,297.55952060663,0.876680440471062
2010-01-01,64,0,0,"0","0","0","0","0","0","0","0","1","1",3554,0.163132708251953,5.43349834457221,6,54,297.776621321123,0.729184314043387
2010-01-01,65,0,0,"0","0","0","0","0","0","0","0","0","1",577,0.0287993586425781,1.80110009905167,7,50,297.865255623403,0.724351958823596
2010-01-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",686,0.036645549987793,1.14211337689568,7,52,297.73567675587,0.608476859134953
2010-01-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",1014,0.0366684982910156,7.47710599785191,7,32,298.044290345385,0.572889859075136
2010-01-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",558,0.00960213006591797,5.61206269338146,7,51,297.991874620727,0.700760814497239
2010-01-01,69,0,0,"0","0","0","0","0","0","0","0","0","1",544,0.00960286883544922,2.97298749987101,7,53,298.091923511877,0.670468860825376
2010-01-01,70,12,15,"1","1","1","1","1","1","1","1","1","1",1833,2.06130966961669,27.7609752911801,1,61,298.349078092687,0.501541656762403
2010-01-01,71,6,6,"1","1","1","1","1","1","1","1","1","1",1061,0.532614778808592,14.7232765277968,1,66,298.26799699767,0.396067497405518
2010-01-01,72,0,0,"1","1","1","1","1","1","1","1","1","1",347,0.10594982598877,6.58320238426847,1,68,298.277829605496,0.540935775054046
2010-01-01,73,2,2,"1","1","1","1","1","1","1","1","1","1",441,0.186723395690918,18.1872834269969,1,69,298.405090335704,0.422136281957635
2010-01-01,74,3,3,"1","1","1","1","1","1","1","1","1","1",988,2.47897069750978,32.3708300900522,1,58,298.506401568989,0.180634998436659
2010-01-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",153,0,2.34861385806884,5,59,298.481478626827,0.456555913172318
2010-01-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",157,0.101842829040527,24.4167083406698,1,60,298.452937829797,0.41931216263987
2010-01-01,77,0,0,"0","0","0","0","1","1","1","1","1","1",125,0.789843795716531,24.0851262026222,2,61,298.345862349167,0.398359466045678
2010-01-01,78,0,0,"1","1","1","1","1","1","1","1","1","1",4011,2.06130966961669,31.525263841443,1,61,298.349078092687,0.460876117024911
2010-01-01,79,1,1,"1","1","1","1","1","1","1","1","1","1",266,0.240384970947266,16.176178918039,1,62,298.192665119455,0.425915752730269
2010-01-01,80,0,0,"0","0","0","1","1","1","1","1","1","1",229,0.0166607393188477,28.80090898041,2,63,298.304678836982,0.432623097942476
2010-01-01,81,1,1,"1","1","1","1","1","1","1","1","1","1",295,0,23.6604528701116,1,64,298.378064156649,0.467414765984877
2010-01-01,82,12,12,"0","0","0","0","0","0","1","1","1","1",734,0.122779637084961,21.3457072088923,4,65,298.269041701087,0.383658062779105
2010-01-01,83,3,3,"1","1","1","1","1","1","1","1","1","1",300,0.132177453674316,17.48387023286,1,67,298.342111228702,0.436517567758289
2010-01-01,84,0,0,"0","0","0","1","1","1","1","1","1","1",567,0.203022933513566,19.3800429569792,2,25,298.360528003606,0.463322187194114
2010-01-01,85,1,1,"0","0","0","1","1","1","1","1","1","1",129,0.110295300170898,11.9693980776666,2,67,298.333292648192,0.482332031913634
2010-01-01,86,1,1,"0","0","0","0","0","0","1","1","1","1",212,0.115540852722168,8.64018980432173,4,70,298.404140717215,0.413514401872449
2010-01-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",2534.97454731469,2.06130966961669,27.4729698427861,2,61,298.349078092687,0.501541656762403
2010-01-01,88,24,27,"0","0","0","0","0","0","0","0","0","0",1067,0.441337833129882,4.7344523393411,0,40,294.134464730088,1.68179607008864
2010-01-01,89,0,0,"0","0","0","0","0","0","0","0","0","0",343,0.0174554838256836,1.08057548637145,0,43,295.820967494539,1.00301088542213
2010-01-01,90,3,4,"0","0","0","0","0","0","0","0","0","0",343,0.020928764831543,3.20704422287957,0,40,293.557241342739,1.637247219374
2010-01-01,91,2,2,"0","0","0","0","0","0","0","0","0","0",343,0.028804910949707,1.40226993035099,0,41,296.729190480111,1.03479995442384
2010-01-01,92,0,1,"0","0","0","0","0","0","0","0","0","0",175,0,2.89983834321744,0,42,294.818047440641,1.45515710706449
2010-01-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",32.1490632272371,0,1.21178405578661,0,45,297.240651625173,0.804009273176247
2010-01-01,94,4,4,"0","0","0","0","0","0","0","0","0","0",314,0,0.945564956942451,0,43,295.446329754438,1.25527002967652
2010-01-01,95,8,8,"0","0","0","0","0","0","0","0","0","0",677,0.00611871917724609,0.887191026977537,0,48,297.933424687353,0.580213443364212
2010-01-01,96,5,5,"0","0","0","0","0","0","0","0","0","0",343,0,0.729991396072927,0,44,297.80202735156,0.664665661490041
2010-01-01,97,0,0,"0","0","0","0","0","0","0","0","0","0",338,0,0.398479393310547,0,46,297.853562140511,0.487231320846807
2010-01-01,98,0,1,"0","0","0","0","0","0","0","0","0","0",357,0,0.510443474609374,0,47,297.258572251875,0.440714803123479
2010-01-01,99,0,0,"1","1","1","1","1","1","1","1","1","1",7191.05649205311,14.3767853061649,32.1927315425128,1,1,298.558209016495,0.630948141291161
2010-01-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",13147,14.8270491898319,32.5030214533475,1,1,298.558208003521,0.550561729894457
2010-01-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",38282.5683299722,15.4514307228307,34.5657252428271,2,1,298.559761102441,0.684584981207536
2010-01-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",198,0,12.9715745415087,3,56,295.804332790851,1.01839446657625
2010-01-01,103,0,0,"0","0","0","0","0","0","0","0","0","1",82,0.0157115962524414,4.53737480908916,7,32,298.00242729737,0.639558483389053
2010-01-01,104,0,0,"0","0","0","0","0","1","1","1","1","1",187,0,3.29485212043815,3,71,298.341715179273,0.531858980955986
2010-01-01,105,0,0,"1","1","1","1","1","1","1","1","1","1",37979.4322640876,14.8776937666353,32.3182179812153,1,1,298.559354806521,0.702145562394771
2010-01-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",37979.4322640876,14.8776937666353,32.3182179812153,1,1,298.559354806521,0.702145562394771
2011-01-01,1,34,34,"1","1","1","1","1","1","1","1","1","1",15583,15.3840542212251,31.0447376743694,1,1,298.242517093085,0.848096013095197
2011-01-01,2,0,0,"1","1","1","1","1","1","1","1","1","1",389,14.953024426512,31.1285118372682,1,1,298.242719662523,0.84836713943094
2011-01-01,3,0,0,"0","0","0","0","0","0","1","1","1","1",1391,0,11.6896340816961,4,4,298.142170208697,0.85100411800597
2011-01-01,4,1,1,"1","1","1","1","1","1","1","1","1","1",832,12.6243557118435,29.8693573463652,1,1,298.229711543574,0.835627738270641
2011-01-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",222,0,1.81892137786864,7,27,298.285298632257,0.628773300317264
2011-01-01,6,0,0,"0","0","0","0","0","0","0","0","0","1",1009,0,1.89328171533203,7,6,298.333138754827,0.797264891283923
2011-01-01,7,0,0,"0","0","0","0","0","0","0","0","0","0",90,0,0.959380551457187,0,2,298.353512381791,0.499359132756984
2011-01-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",435,0,0.475832782348633,0,7,298.311358157744,0.593520177593337
2011-01-01,9,0,0,"1","1","1","1","1","1","1","1","1","1",1168,14.3267597672452,30.0556269278644,1,1,298.23903402245,0.772969746105227
2011-01-01,10,0,0,"0","0","1","1","1","1","1","1","1","1",737,1.60487741222139,39.5425789920529,2,3,298.220072867782,0.756381713139457
2011-01-01,11,0,0,"0","0","0","0","0","1","1","1","1","1",835,1.11197566112755,28.1550016738718,3,3,298.219175309218,0.652937816831281
2011-01-01,12,0,0,"0","0","0","1","1","1","1","1","1","1",494,4.26804282918702,32.4123020230546,2,3,298.227301915861,0.664819479648843
2011-01-01,13,0,0,"1","1","1","1","1","1","1","1","1","1",922.06579340035,13.5989484501161,29.0947814871843,1,1,298.238038673957,0.611836311546148
2011-01-01,14,16,16,"0","1","1","1","1","1","1","1","1","1",25183,15.7756331440282,32.4597188324266,2,1,298.242816346724,0.65527596720692
2011-01-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",403,8.69129040259417,29.957654300322,2,1,298.242816346724,0.69824488308934
2011-01-01,16,1,1,"0","0","0","0","1","1","1","1","1","1",216,0.368895558933632,32.9369588835503,2,11,298.215072711244,0.686871506377073
2011-01-01,17,0,0,"1","1","1","1","1","1","1","1","1","1",584,0,53.0166111295283,1,10,298.177337131054,0.824636738327382
2011-01-01,18,0,0,"1","1","1","1","1","1","1","1","1","1",312,0,48.8100116422889,1,8,298.210676590344,0.669976412933928
2011-01-01,19,9,9,"0","1","1","1","1","1","1","1","1","1",2852,15.2265812151171,33.080908525271,2,1,298.242816346724,0.730471570001156
2011-01-01,20,0,0,"0","0","0","0","0","0","1","1","1","1",918,0.0427561669311524,16.0168382451766,4,11,298.20912049075,0.738685632919231
2011-01-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",243,0,19.884235948177,4,5,298.133981182674,0.668247157175645
2011-01-01,22,0,0,"0","0","0","0","0","1","1","1","1","1",431,0,30.3469682190008,3,5,298.191064033134,0.769718752169166
2011-01-01,23,0,0,"0","0","0","0","0","1","1","1","1","1",2207,0.513084789245605,13.7314935456126,3,35,298.037416077148,0.700606468337294
2011-01-01,24,0,0,"1","1","1","1","1","1","1","1","1","1",416,0,39.9344933367326,1,10,298.144750123611,0.699124890602175
2011-01-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",216,0,4.82793436980937,3,37,298.027597131861,0.819394384747602
2011-01-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",115,0,4.14533240651017,4,22,297.989095503408,0.648429127159754
2011-01-01,27,0,0,"1","1","1","1","1","1","1","1","1","1",642,0,17.2268296233477,1,38,297.94821111866,0.803932355145183
2011-01-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",291,0,1.13129873557512,6,39,297.862976174697,0.8650919545191
2011-01-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",271,0,4.80411591418738,4,37,298.004442007153,0.728560935535113
2011-01-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",307,0,4.18598635945899,5,22,297.985624480929,0.711746482968963
2011-01-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",431,0.102998569091797,2.14582013389463,6,36,297.915124007701,0.733382026081422
2011-01-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",211,0,5.4102444291535,5,22,297.962311643381,0.850303279075098
2011-01-01,34,10,10,"1","1","1","1","1","1","1","1","1","1",1032,0.552395839294435,23.8408478962518,1,24,298.071182676305,0.631108908051239
2011-01-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",162,0,0.222321362902114,7,29,297.971426779453,0.716487274943946
2011-01-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",149,0,0.118228392865349,7,34,297.904499486315,0.610362322558245
2011-01-01,37,3,3,"1","1","1","1","1","1","1","1","1","1",1098,0.611319875122071,22.7377001260334,1,26,297.994520094753,0.540056394628572
2011-01-01,38,17,17,"1","1","1","1","1","1","1","1","1","1",1067,0.47943470111084,22.6709482079509,1,25,297.966954343051,0.696493527864075
2011-01-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",173,0,1.07853297580925,6,31,298.089791805555,0.646168250646661
2011-01-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",70,0,0.512592755313649,5,33,298.089606138043,0.795084733401955
2011-01-01,41,0,0,"1","1","1","1","1","1","1","1","1","1",396,0.186975965576172,43.2497844997306,1,30,298.149492567424,0.651129218116362
2011-01-01,42,0,0,"0","0","0","0","0","0","1","1","1","1",218,0.00174784478759766,10.3860382809449,4,28,298.094051220115,0.566101558589184
2011-01-01,43,0,0,"0","0","0","0","0","0","0","0","0","0",209,0,0.244132369349102,0,12,297.673615466885,0.528037390284954
2011-01-01,44,0,0,"0","0","0","0","0","0","1","1","1","1",466,0,12.4847620340763,4,9,298.080342728993,0.702096924907842
2011-01-01,45,1,1,"1","1","1","1","1","1","1","1","1","1",5765,1.06823783868408,15.5339022557875,1,13,295.548625738664,0.936879277270798
2011-01-01,46,0,0,"0","0","0","0","0","0","1","1","1","1",221,0.0557623176879883,1.82834603773265,4,16,296.133932820198,0.782279703309999
2011-01-01,47,0,0,"1","1","1","1","1","1","1","1","1","1",246,0.0505208942871094,1.94759611212087,1,17,294.523800830453,0.717912021031989
2011-01-01,48,1,1,"1","1","1","1","1","1","1","1","1","1",505,0.163047073852539,9.93080583983909,1,19,297.2775849865,0.831434779797496
2011-01-01,49,0,0,"1","1","1","1","1","1","1","1","1","1",383,0,12.1825621758871,1,14,297.502228643903,0.754043957611915
2011-01-01,50,0,0,"1","1","1","1","1","1","1","1","1","1",312,0,10.2419159345625,1,23,297.567578278884,0.822373518394416
2011-01-01,51,0,0,"0","0","0","0","0","1","1","1","1","1",280,0.134340047546387,2.53172376634331,3,18,297.791407724504,0.526330414115538
2011-01-01,52,0,0,"1","1","1","1","1","1","1","1","1","1",312,0,7.28829385359633,1,20,297.536771003473,0.657875855215697
2011-01-01,53,1,1,"1","1","1","1","1","1","1","1","1","1",208,0.163937090087891,4.80026616281454,1,21,297.51115604656,0.784608809081314
2011-01-01,54,0,0,"0","0","0","0","0","0","1","1","1","1",92,0.0157036884155273,1.55541636060528,4,15,297.81166059405,0.775371101720587
2011-01-01,55,0,0,"1","1","1","1","1","1","1","1","1","1",1241.26967439347,1.06823783868408,14.8671635589587,1,13,295.538104800401,0.898025506540865
2011-01-01,56,57,57,"0","0","0","0","0","0","0","0","1","1",3204,0.948374182312014,5.27872164091347,6,55,296.411409215307,0.88301981047355
2011-01-01,57,0,0,"0","0","0","0","0","0","0","0","1","1",1506,0,5.88734895945565,6,54,297.272947908613,0.792636955759129
2011-01-01,58,10,10,"0","0","0","0","0","0","0","0","1","1",662,0,5.08735322042165,6,57,296.312821983299,0.640098178342196
2011-01-01,59,1,1,"0","0","0","0","0","0","0","1","1","1",857,0.948374182312014,8.09576646037324,5,55,296.44477488457,0.84137614893794
2011-01-01,60,0,0,"0","0","0","0","1","1","1","1","1","1",234,0.83272432939549,20.8222483951475,2,56,295.666322720119,0.842761497442093
2011-01-01,61,0,0,"0","0","0","0","0","1","1","1","1","1",519,0,16.604330018328,3,56,296.189312106557,0.92497218491357
2011-01-01,62,0,0,"0","0","0","0","0","0","0","0","0","1",1443,0.364888016845703,9.26453751933532,7,49,297.554070465425,0.587035104374772
2011-01-01,63,0,0,"0","0","0","0","0","1","1","1","1","1",644,0.116843602600098,6.76727768890336,3,19,297.171237936513,0.902313203814316
2011-01-01,64,0,0,"0","0","0","0","0","0","0","0","1","1",3896,0.214602421569824,5.1202268600213,6,54,297.402672765895,0.788575774354117
2011-01-01,65,0,0,"0","0","0","0","0","0","0","0","0","1",630,0.0287993586425781,1.8684492549108,7,50,297.495475493106,0.792028178424406
2011-01-01,66,0,0,"0","0","0","0","0","0","0","0","0","1",750,0.0375180626220703,1.37619082853142,7,52,297.374175848877,0.654403531078915
2011-01-01,67,0,0,"0","0","0","0","0","0","0","0","0","1",1114,0.0375415565795898,4.487887155098,7,32,297.655569276089,0.619092487622223
2011-01-01,68,0,0,"0","0","0","0","0","0","0","0","0","1",613,0.012220893371582,2.83345478907375,7,51,297.60258942168,0.747219901209928
2011-01-01,69,0,0,"0","0","0","0","0","0","0","0","0","1",597,0.017459702331543,1.90001895496922,7,53,297.713033164559,0.735137726201755
2011-01-01,70,30,30,"1","1","1","1","1","1","1","1","1","1",1924,2.08849009997557,28.6200635650172,1,61,297.900205854028,0.588628268011823
2011-01-01,71,9,9,"1","1","1","1","1","1","1","1","1","1",1083,0.544878931274412,15.9918606541642,1,66,297.884272813656,0.465186142565873
2011-01-01,72,1,1,"1","1","1","1","1","1","1","1","1","1",355,0.10594982598877,6.54330534824672,1,68,297.910583337655,0.663768249250258
2011-01-01,73,0,0,"1","1","1","1","1","1","1","1","1","1",446,0.191106590454102,19.3928551719949,1,69,297.984066815557,0.484771372677137
2011-01-01,74,5,5,"1","1","1","1","1","1","1","1","1","1",986,2.58522863769533,32.2392990212842,1,58,297.993804287614,0.197832211341709
2011-01-01,75,0,0,"0","0","0","0","0","0","0","1","1","1",154,0,2.63573617819823,5,59,297.938825489747,0.495193203720213
2011-01-01,76,0,0,"1","1","1","1","1","1","1","1","1","1",159,0.101842829040527,26.9625235545628,1,60,297.962315740924,0.452624467402185
2011-01-01,77,0,0,"0","0","0","0","1","1","1","1","1","1",126,0.801241964417704,24.7813671595934,2,61,297.89422300392,0.46701579584299
2011-01-01,78,4,4,"1","1","1","1","1","1","1","1","1","1",4190,2.08849009997557,32.2618890354399,1,61,297.900205854028,0.54090165168654
2011-01-01,79,4,4,"1","1","1","1","1","1","1","1","1","1",276,0.239507479614258,18.3863935605161,1,62,297.746575134666,0.466659057625239
2011-01-01,80,0,0,"0","0","0","1","1","1","1","1","1","1",239,0.0184145062255859,29.7638732884898,2,63,297.86023437484,0.498245934662736
2011-01-01,81,0,0,"1","1","1","1","1","1","1","1","1","1",309,0,26.7846815741462,1,64,297.938087107594,0.543364150306782
2011-01-01,82,20,20,"0","0","0","0","0","0","1","1","1","1",770,0.122779637084961,24.2390375715926,4,65,297.800840092015,0.436115200685439
2011-01-01,83,3,3,"1","1","1","1","1","1","1","1","1","1",304,0.142681767150879,16.9600669745255,1,67,297.962287633511,0.552230416479137
2011-01-01,84,0,0,"0","0","0","1","1","1","1","1","1","1",581,0.210900225383683,18.676879160002,2,25,297.973272765727,0.591102323130495
2011-01-01,85,0,0,"0","0","0","1","1","1","1","1","1","1",133,0.120799613647461,11.8037606232532,2,67,297.94833326878,0.599239970326245
2011-01-01,86,0,0,"0","0","0","0","0","0","1","1","1","1",218,0.131296612060547,8.5726122453031,4,70,297.981584319541,0.52993996240296
2011-01-01,87,0,0,"0","1","1","1","1","1","1","1","1","1",2649.43392099078,2.08849009997557,28.3557894122428,2,61,297.900205854028,0.588628268011823
2011-01-01,88,51,51,"0","0","0","0","0","0","0","0","0","0",1258,0.46314310546875,4.04680928031317,0,40,293.844293584022,1.34647523408831
2011-01-01,89,5,5,"0","0","0","0","0","0","0","0","0","0",526,0.0218193430786133,1.17610675894632,0,43,295.477060478598,0.833863516488975
2011-01-01,90,4,4,"0","0","0","0","0","0","0","0","0","0",526,0.020928764831543,2.866859280969,0,40,293.265850971461,1.31569427185842
2011-01-01,91,0,0,"0","0","0","0","0","0","0","0","0","0",350,0.0305506775512695,1.19400923312342,0,41,296.359807357922,0.894219758486428
2011-01-01,92,2,2,"0","0","0","0","0","0","0","0","0","0",175,0,2.45399122386044,0,42,294.502879061425,1.17668846943446
2011-01-01,93,0,0,"0","0","0","0","0","0","0","0","0","0",28.3849791982348,0,0.831019116760732,0,45,296.845467987404,0.734000692452334
2011-01-01,94,3,3,"0","0","0","0","0","0","0","0","0","0",321,0,0.773278391601563,0,43,295.107874185737,1.03221161854676
2011-01-01,95,3,3,"0","0","0","0","0","0","0","0","0","0",527,0.00699282092285156,1.12057330303955,0,48,297.521389462144,0.601258211668215
2011-01-01,96,0,0,"0","0","0","0","0","0","0","0","0","0",170,0,0.790290906326833,0,44,297.409811949303,0.675120664545466
2011-01-01,97,0,0,"0","0","0","0","0","0","0","0","0","0",349,0,0.376586658691407,0,46,297.444349504708,0.541517400855219
2011-01-01,98,0,0,"0","0","0","0","0","0","0","0","0","0",368,0,0.541465331931917,0,47,296.964627159283,0.463879089243296
2011-01-01,99,14,14,"1","1","1","1","1","1","1","1","1","1",7669.69830093597,14.8775142471935,30.6586076565676,1,1,298.241537814575,0.762541343653522
2011-01-01,100,0,0,"1","1","1","1","1","1","1","1","1","1",13704,15.3325367185185,31.1634986813995,1,1,298.241672425554,0.664397969429675
2011-01-01,101,0,0,"0","1","1","1","1","1","1","1","1","1",40163.8430038951,15.9822389007863,32.8920531980957,2,1,298.242816346724,0.827151630736603
2011-01-01,102,0,0,"0","0","0","0","0","1","1","1","1","1",184,0,10.7889626193936,3,56,295.430339572776,0.937431576714212
2011-01-01,103,0,0,"0","0","0","0","0","0","0","0","0","1",78,0.0165844566650391,2.41099521433178,7,32,297.617357943106,0.699753740313233
2011-01-01,104,0,0,"0","0","0","0","0","1","1","1","1","1",175,0,3.25156533566967,3,71,297.960041672062,0.687784112887031
2011-01-01,105,0,0,"1","1","1","1","1","1","1","1","1","1",39207.0594940833,15.3840542212251,31.0447376743694,1,1,298.242517093085,0.848096013095197
2011-01-01,106,0,0,"1","1","1","1","1","1","1","1","1","1",39207.0594940833,15.3840542212251,31.0447376743694,1,1,298.242517093085,0.848096013095197
2012-01-01,1,0,0,"1","1","1","1","1","1","1","1","1","1",16078,16.0694025361054,31.044594689386,1,1,298.000559814922,0.928006217700415
2012-01-01,2,0,0,"1","1","1","1","1","1","1","1","1","1",403,15.3987739517581,31.0845937636278,1,1,298.000827488047,0.928505686625368
2012-01-01,3,0,0,"0","0","0","0","0","0","1","1","1","1",1433,0,11.9743799773778,4,4,297.918343664897,0.947193618880428
2012-01-01,4,0,0,"1","1","1","1","1","1","1","1","1","1",834,13.1824662380492,29.7139314294796,1,1,297.989200773825,0.91223751487885
2012-01-01,5,0,0,"0","0","0","0","0","0","0","0","0","1",223,0,1.66866347674559,7,27,298.167486283287,0.62841813590306
2012-01-01,6,0,0,"0","0","0","0","0","0","0","0","0","1",1040,0,1.56929475708008,7,6,298.177179566928,0.79953373676956
2012-01-01,7,0,0,"0","0","0","0","0","0","0","0","0","0",94,0,0.959379450810214,0,2,298.200829747154,0.49777569334015
2012-01-01,8,0,0,"0","0","0","0","0","0","0","0","0","0",451,0,0.438290794372558,0,7,298.116848613317,0.605083097411095
2012-01-01,9,0,0,"1","1","1","1","1","1","1","1","1","1",1208,14.9492261638477,30.1466908239525,1,1,297.996979769866,0.844918392445394
2012-01-01,10,0,0,"0","0","1","1","1","1","1","1","1","1",760,1.80365391276687,39.237704202973,2,3,298.007004361434,0.841502898979448
2012-01-01,11,0,0,"0","0","0","0","0","1","1","1","1","1",864,1.18269737981651,28.139459752697,3,3,298.01796314229,0.735403141106797
2012-01-01,12,0,0,"0","0","0","1","1","1","1","1","1","1",509,4.50001809093596,32.3443271266852,2,3,298.011904051151,0.741112695449459
2012-01-01,13,0,0,"1","1","1","1","1","1","1","1","1","1",987.350642987421,14.1833209947215,29.1228257707591,1,1,297.996096368426,0.668665403287582
2012-01-01,14,23,23,"0","1","1","1","1","1","1","1","1","1",25968,16.4538113827402,32.2598859301108,2,1,298.00033669534,0.716762155908435
2012-01-01,15,0,0,"0","0","0","0","1","1","1","1","1","1",417,8.75545652492178,29.8701398785172,2,1,298.00033669534,0.763762953017185
2012-01-01,16,0,0,"0","0","0","0","1","1","1","1","1","1",227,0.375878353123086,32.8999766373002,2,11,297.928280866625,0.732608444112628
2012-01-01,17,0,0,"1","1","1","1","1","1","1","1","1","1",602,0,52.9355086747673,1,10,297.887215961037,0.908741215734109
2012-01-01,18,1,1,"1","1","1","1","1","1","1","1","1","1",312,0,48.6636764575548,1,8,297.926134594211,0.731676510739839
2012-01-01,19,13,13,"0","1","1","1","1","1","1","1","1","1",2942,15.6078943777206,32.8126215533656,2,1,298.00033669534,0.799013550848747
2012-01-01,20,1,1,"0","0","0","0","0","0","1","1","1","1",947,0.0436287455444336,16.594778673831,4,11,297.913636697241,0.783753747582348
2012-01-01,21,0,0,"0","0","0","0","0","0","1","1","1","1",246,0,20.1890339426705,4,5,297.854622835743,0.70855973085396
2012-01-01,22,0,0,"0","0","0","0","0","1","1","1","1","1",447,0,30.6452840134558,3,5,297.907644024113,0.819510564912153
2012-01-01,23,0,0,"0","0","0","0","0","1","1","1","1","1",2217,0.530536727172851,13.4273208897398,3,35,297.773968968474,0.785465449698752
2012-01-01,24,0,0,"1","1","1","1","1","1","1","1","1","1",414,0,40.04733287339,1,10,297.859183968821,0.774823742192926
2012-01-01,25,0,0,"0","0","0","0","0","1","1","1","1","1",215,0,4.46213146261198,3,37,297.767555476269,0.919324386745455
2012-01-01,26,0,0,"0","0","0","0","0","0","1","1","1","1",116,0,4.73694166847354,4,22,297.743685176367,0.729462991980055
2012-01-01,27,0,0,"1","1","1","1","1","1","1","1","1","1",642,0,17.5012976511894,1,38,297.681750597549,0.894269336853042
2012-01-01,28,0,0,"0","0","0","0","0","0","0","0","1","1",292,0,0.922827175605804,6,39,297.658195122523,0.977772350958571
2012-01-01,29,0,0,"0","0","0","0","0","0","1","1","1","1",276,0,4.84043820931867,4,37,297.752431121517,0.818855331292573
2012-01-01,30,0,0,"0","0","0","0","0","0","0","1","1","1",309,0,4.73330260957677,5,22,297.742016778949,0.800811043949761
2012-01-01,31,0,0,"0","0","0","0","0","0","0","0","1","1",436,0.102998569091797,1.82374071552711,6,36,297.690911150539,0.829043108176016
2012-01-01,32,0,0,"0","0","0","0","0","0","0","1","1","1",215,0,4.88023541143414,5,22,297.730811124655,0.957668542594284
2012-01-01,34,38,38,"1","1","1","1","1","1","1","1","1","1",1033,0.588232353271485,23.8063331345958,1,24,297.897438156836,0.69362804245924
2012-01-01,35,0,0,"0","0","0","0","0","0","0","0","0","1",163,0,0.563420642550838,7,29,297.830570893065,0.848842005751703
2012-01-01,36,0,0,"0","0","0","0","0","0","0","0","0","1",147,0,0.127853306195427,7,34,297.800138646809,0.706104662858724
2012-01-01,37,21,21,"1","1","1","1","1","1","1","1","1","1",1101,0.648051217712403,22.7534480844671,1,26,297.87861084759,0.573407013348302
2012-01-01,38,30,30,"1","1","1","1","1","1","1","1","1","1",1076,0.490811562805176,23.284936483425,1,25,297.899090789764,0.732736290817997
2012-01-01,39,0,0,"0","0","0","0","0","0","0","0","1","1",173,0,1.07474502850605,6,31,297.917504315853,0.761268690776458
2012-01-01,40,0,0,"0","0","0","0","0","0","0","1","1","1",72,0,0.610970350935393,5,33,298.010507492795,0.795823335902506
