"metric","estimate","upper","lower"
"model_coefficient",6.91189059674978,11.8126735544112,2.01110763908838
"pct_change",403.189617578538,689.065786895235,117.313448261842
"attributable_cases",10950.4765361255,18714.7644737486,3186.18859850238
"attributable_case_prop_region",0.572065433921507,0.977680726870159,0.166450140972855
