"estimate","std_error","t_value","p_value","year","upper","lower","pct_change","pct_change_upper","pct_change_lower"
0.339300955164271,0.461295284995189,0.735539612480127,0.465026874322272,2000-01-01,1.24343971375484,-0.564837803426299,19.7923593323431,72.5332636061298,-32.9485449414435
0.430252937019684,0.510921820738712,0.842111101063578,0.403245269337545,2001-01-01,1.43165970566756,-0.57115383162819,25.0978389647231,83.5126541936501,-33.316976264204
0.387614251504324,0.546513743123946,0.709248864060891,0.481061178260372,2002-01-01,1.45878118802726,-0.68355268501861,22.6106069887028,85.094724966864,-39.8735109894584
0.388400053376891,0.469705696329978,0.826900879447782,0.411741528238337,2003-01-01,1.30902321818365,-0.532223111429865,22.6564449764513,76.358930071763,-31.0460401188603
0.750330176465489,0.613083667013433,1.22386260935744,0.226038999833345,2004-01-01,1.95197416381182,-0.45131381088084,43.7688260067392,113.864029763515,-26.3263777500363
0.157940849688457,0.31696065405804,0.498297967480644,0.620191386191449,2005-01-01,0.779183731642216,-0.463302032265302,9.21312481651012,45.4519333584319,-27.0256837254117
0.199777604156711,0.271142248015382,0.736799984579969,0.464265929547749,2006-01-01,0.73121641026686,-0.331661201953437,11.6535779456026,42.6538673747645,-19.3467114835593
1.17450995908555,0.820563602871208,1.43134542523682,0.157791590478558,2007-01-01,2.78281462071312,-0.433794702542019,68.5124011465933,162.329242196758,-25.304439903571
2.65353709416366,1.44224830393794,1.83986147663921,0.0709975556902167,2009-01-01,5.48034376988203,-0.173269581554707,154.788127973178,319.68354791621,-10.1072919698536
8.72235830699394,4.01294911561714,2.17355317889511,0.033907463570181,2010-01-01,16.5877385736035,0.85697804038436,508.79918612045,967.608482566104,49.9898896747951
4.76938495239655,1.98436252585623,2.40348469105393,0.0195153635317659,2011-01-01,8.65873550307476,0.880034401718345,278.211361728707,505.087892716368,51.334830741046
8.30960742673587,3.4293512590806,2.42308436755576,0.0185884184843058,2012-01-01,15.0311358945339,1.58807895893789,484.722290336724,876.807560573653,92.6370200997949
5.39820909969836,2.53334529837328,2.13086194888817,0.037426896577564,2013-01-01,10.36356588451,0.432852314886734,314.892406361269,604.535344886743,25.249467835795
2.2124333278967,1.70868221661144,1.29481849017208,0.200603371691885,2014-01-01,5.56145047245512,-1.13658381666171,129.057330249433,324.414725288849,-66.300064789984
2.3187102411468,1.06762893717709,2.17183157968505,0.0340435660274675,2015-01-01,4.4112629580139,0.226157524279694,135.256755343181,257.321119335475,13.192391350887
1.22504361941017,0.892299445377372,1.37290640015144,0.175158827198963,2016-01-01,2.97395053234982,-0.523863293529479,71.4601687502514,173.478726413792,-30.5583889132889
0.704947406741015,1.04833136029037,0.672447122583221,0.504016008770037,2017-01-01,2.75967687291015,-1.34978205942812,41.1215240401152,160.979553633589,-78.7365055533583
3.6443397519808,2.15430292701665,1.69165612982182,0.0961724339616122,2018-01-01,7.86677348893343,-0.578093984971822,212.584376207915,458.890566941489,-33.7218145256589
24.8939138346707,11.6529927032746,2.13626786427792,0.0369642664302015,2019-01-01,47.733779533089,2.05404813625236,1452.13056522534,2784.442844708,119.818285742678
8.67819241586357,2.59848883839476,3.33970740517962,0.00148347276867519,2020-01-01,13.7712305391173,3.58515429260984,506.222868034158,803.313810734148,209.131925334168
2.06786143310101,1.13680237074524,1.81901576414325,0.0741631688974877,2021-01-01,4.29599407976169,-0.160271213559662,120.624053397121,250.597168154438,-9.34906136019499
3.05933237079869,2.19272858435873,1.39521707913221,0.168362992616027,2022-01-01,7.35708039614179,-1.23841565454442,178.459284238092,429.158764869605,-72.2401963934202
