"","key","year","population"
"2345",22,2006-01-01,354.087011717154
"2346",22,2007-01-01,325.185789419348
"2347",22,2008-01-01,336.70043999167
"2348",22,2018-01-01,557.286614028864
"2349",22,2019-01-01,521.148223572886
"2350",17,2000-01-01,770.489137902753
"2351",17,2001-01-01,727.44173139717
"2352",17,2002-01-01,702.323215047599
"2353",17,2003-01-01,681.354784200906
"2354",17,2004-01-01,619.806083158369
"2355",17,2005-01-01,574.105790792918
"2356",17,2006-01-01,615.681972558649
"2357",17,2007-01-01,575.44471327535
"2358",17,2008-01-01,544.0973127445
"2359",17,2018-01-01,726.739247814024
"2360",17,2019-01-01,632.698888349562
"2361",77,2000-01-01,66.8163764210424
"2362",77,2001-01-01,63.6333808097155
"2363",77,2002-01-01,63.9766612156276
"2364",77,2003-01-01,68.6178369074385
"2365",77,2004-01-01,80.2868626126852
"2366",77,2005-01-01,87.5522418179002
"2367",77,2006-01-01,98.8426929732824
"2368",77,2007-01-01,95.2317964107962
"2369",77,2008-01-01,105.990621764307
"2370",77,2018-01-01,159.0497016602
"2371",77,2019-01-01,170.984757704828
"2372",94,2000-01-01,96.2345964538762
"2373",94,2001-01-01,154.774844856511
"2374",94,2002-01-01,204.791248355811
"2375",94,2003-01-01,232.557703136295
"2376",94,2004-01-01,251.581637424385
"2377",94,2005-01-01,304.490247140037
"2378",94,2006-01-01,302.845589563566
"2379",94,2007-01-01,269.355990810231
"2380",94,2008-01-01,356.364650519511
"2381",94,2018-01-01,416.985027144466
"2382",94,2019-01-01,396.057484290702
"2383",31,2000-01-01,354.829218877437
"2384",31,2001-01-01,508.677331491469
"2385",31,2002-01-01,502.157758302248
"2386",31,2003-01-01,520.948720383977
"2387",31,2004-01-01,517.524124860676
"2388",31,2005-01-01,558.829329831208
"2389",31,2006-01-01,543.721049584218
"2390",31,2007-01-01,521.570304802741
"2391",31,2008-01-01,530.001249555085
"2392",31,2018-01-01,488.661285488944
"2393",31,2019-01-01,494.963031774771
"2394",34,2000-01-01,821.34542987725
"2395",34,2001-01-01,638.952037876497
"2396",34,2002-01-01,538.865210122438
"2397",34,2003-01-01,606.456260124108
"2398",34,2004-01-01,483.660228178113
"2399",34,2005-01-01,745.674809284726
"2400",34,2006-01-01,920.470415994604
"2401",34,2007-01-01,1052.48990750935
"2402",34,2008-01-01,1652.46224888596
"2403",34,2018-01-01,1117.16597599486
"2404",34,2019-01-01,1063.81085743327
"2405",40,2000-01-01,63.6916081751713
"2406",40,2001-01-01,72.4050155416229
"2407",40,2002-01-01,81.6527603155707
"2408",40,2003-01-01,79.0373382972185
"2409",40,2004-01-01,66.6642710852352
"2410",40,2005-01-01,72.5671843327798
"2411",40,2006-01-01,81.8387553363978
"2412",40,2007-01-01,78.6165411511417
"2413",40,2008-01-01,82.4393457263247
"2414",40,2018-01-01,74.6181814538556
"2415",40,2019-01-01,76.5613364405535
