"","key","year","population"
"1",1,2009-01-01,11790
"2",1,2010-01-01,14980
"3",1,2011-01-01,15583
"4",1,2012-01-01,16078
"5",1,2013-01-01,16567
"6",1,2014-01-01,17062
"7",1,2015-01-01,17557
"8",1,2016-01-01,17965
"9",1,2017-01-01,18372
"10",1,2020-01-01,22138
"11",1,2021-01-01,25848
"12",1,2022-01-01,28680
"13",2,2009-01-01,357
"14",2,2010-01-01,374
"15",2,2011-01-01,389
"16",2,2012-01-01,403
"17",2,2013-01-01,414
"18",2,2014-01-01,426
"19",2,2015-01-01,439
"20",2,2016-01-01,449
"21",2,2017-01-01,459
"22",2,2020-01-01,646
"23",2,2021-01-01,757
"24",2,2022-01-01,935
"25",3,2009-01-01,1277
"26",3,2010-01-01,1337
"27",3,2011-01-01,1391
"28",3,2012-01-01,1433
"29",3,2013-01-01,1479
"30",3,2014-01-01,1523
"31",3,2015-01-01,1567
"32",3,2016-01-01,1604
"33",3,2017-01-01,1640
"34",3,2020-01-01,1951
"35",3,2021-01-01,2271
"36",3,2022-01-01,2435
"37",4,2009-01-01,1046
"38",4,2010-01-01,880
"39",4,2011-01-01,832
"40",4,2012-01-01,834
"41",4,2013-01-01,835
"42",4,2014-01-01,837
"43",4,2015-01-01,839
"44",4,2016-01-01,1159
"45",4,2017-01-01,878
"46",4,2020-01-01,1219
"47",4,2021-01-01,1444
"48",4,2022-01-01,2511
"49",5,2009-01-01,281
"50",5,2010-01-01,236
"51",5,2011-01-01,222
"52",5,2012-01-01,223
"53",5,2013-01-01,223
"54",5,2014-01-01,224
"55",5,2015-01-01,224
"56",5,2016-01-01,125
"57",5,2017-01-01,234
"58",5,2020-01-01,236
"59",5,2021-01-01,276
"60",5,2022-01-01,481
"61",6,2009-01-01,926
"62",6,2010-01-01,970
"63",6,2011-01-01,1009
"64",6,2012-01-01,1040
"65",6,2013-01-01,1073
"66",6,2014-01-01,1105
"67",6,2015-01-01,1136
"68",6,2016-01-01,1164
"69",6,2017-01-01,1189
"70",6,2020-01-01,1111
"71",6,2021-01-01,1292
"72",6,2022-01-01,1408
"73",7,2009-01-01,80
"74",7,2010-01-01,84
"75",7,2011-01-01,90
"76",7,2012-01-01,94
"77",7,2013-01-01,96
"78",7,2014-01-01,99
"79",7,2015-01-01,102
"80",7,2016-01-01,104
"81",7,2017-01-01,107
"82",7,2020-01-01,109
"83",7,2021-01-01,129
"84",7,2022-01-01,456
"85",8,2009-01-01,399
"86",8,2010-01-01,418
"87",8,2011-01-01,435
"88",8,2012-01-01,451
"89",8,2013-01-01,462
"90",8,2014-01-01,476
"91",8,2015-01-01,490
"92",8,2016-01-01,501
"93",8,2017-01-01,513
"94",8,2020-01-01,492
"95",8,2021-01-01,572
"96",8,2022-01-01,913
"97",9,2009-01-01,1072
"98",9,2010-01-01,1126
"99",9,2011-01-01,1168
"100",9,2012-01-01,1208
"101",9,2013-01-01,1242
"102",9,2014-01-01,1279
"103",9,2015-01-01,1317
"104",9,2016-01-01,1347
"105",9,2017-01-01,1378
"106",9,2020-01-01,1639
"107",9,2021-01-01,1915
"108",9,2022-01-01,2325
"109",10,2009-01-01,677
"110",10,2010-01-01,709
"111",10,2011-01-01,737
"112",10,2012-01-01,760
"113",10,2013-01-01,784
"114",10,2014-01-01,807
"115",10,2015-01-01,831
"116",10,2016-01-01,449
"117",10,2017-01-01,870
"118",10,2020-01-01,880
"119",10,2021-01-01,1028
"120",10,2022-01-01,1336
"121",11,2009-01-01,709
"122",11,2010-01-01,740
"123",11,2011-01-01,835
"124",11,2012-01-01,864
"125",11,2013-01-01,887
"126",11,2014-01-01,911
"127",11,2015-01-01,940
"128",11,2016-01-01,962
"129",11,2017-01-01,984
"130",11,2020-01-01,973
"131",11,2021-01-01,1138
"132",11,2022-01-01,1420
"133",12,2009-01-01,453
"134",12,2010-01-01,472
"135",12,2011-01-01,494
"136",12,2012-01-01,509
"137",12,2013-01-01,525
"138",12,2014-01-01,541
"139",12,2015-01-01,557
"140",12,2016-01-01,569
"141",12,2017-01-01,583
"142",12,2020-01-01,601
"143",12,2021-01-01,702
"144",12,2022-01-01,907
"145",13,2009-01-01,884.420323583212
"146",13,2010-01-01,846.13344441657
"147",13,2011-01-01,922.06579340035
"148",13,2012-01-01,987.350642987421
"149",13,2013-01-01,971.577184457198
"150",13,2014-01-01,1074
"151",13,2015-01-01,1105
"152",13,2016-01-01,1131
"153",13,2017-01-01,1156
"154",13,2020-01-01,1195
"155",13,2021-01-01,1397
"156",13,2022-01-01,1806
"157",14,2009-01-01,7641
"158",14,2010-01-01,10539
"159",14,2011-01-01,25183
"160",14,2012-01-01,25968
"161",14,2013-01-01,26773
"162",14,2014-01-01,27573
"163",14,2015-01-01,28373
"164",14,2016-01-01,29033
"165",14,2017-01-01,29689
"166",14,2020-01-01,31995
"167",14,2021-01-01,37357
"168",14,2022-01-01,39133
"169",15,2009-01-01,370
"170",15,2010-01-01,387
"171",15,2011-01-01,403
"172",15,2012-01-01,417
"173",15,2013-01-01,429
"174",15,2014-01-01,442
"175",15,2015-01-01,455
"176",15,2016-01-01,1187
"177",15,2017-01-01,476
"178",15,2020-01-01,512
"179",15,2021-01-01,598
"180",15,2022-01-01,932
"181",16,2009-01-01,198
"182",16,2010-01-01,210
"183",16,2011-01-01,216
"184",16,2012-01-01,227
"185",16,2013-01-01,229
"186",16,2014-01-01,236
"187",16,2015-01-01,243
"188",16,2016-01-01,248
"189",16,2017-01-01,254
"190",16,2020-01-01,265
"191",16,2021-01-01,308
"192",16,2022-01-01,587
"193",17,2009-01-01,536
"194",17,2010-01-01,558
"195",17,2011-01-01,584
"196",17,2012-01-01,602
"197",17,2013-01-01,621
"198",17,2014-01-01,640
"199",17,2015-01-01,658
"200",17,2016-01-01,673
"201",17,2017-01-01,689
"202",17,2020-01-01,637
"203",17,2021-01-01,743
"204",17,2022-01-01,1016
"205",18,2009-01-01,287
"206",18,2010-01-01,303
"207",18,2011-01-01,312
"208",18,2012-01-01,312
"209",18,2013-01-01,333
"210",18,2014-01-01,343
"211",18,2015-01-01,353
"212",18,2016-01-01,361
"213",18,2017-01-01,369
"214",18,2020-01-01,406
"215",18,2021-01-01,480
"216",18,2022-01-01,844
"217",19,2009-01-01,2617
"218",19,2010-01-01,2741
"219",19,2011-01-01,2852
"220",19,2012-01-01,2942
"221",19,2013-01-01,3032
"222",19,2014-01-01,3123
"223",19,2015-01-01,3212
"224",19,2016-01-01,3298
"225",19,2017-01-01,3361
"226",19,2020-01-01,3838
"227",19,2021-01-01,4482
"228",19,2022-01-01,5882
"229",20,2009-01-01,843
"230",20,2010-01-01,883
"231",20,2011-01-01,918
"232",20,2012-01-01,947
"233",20,2013-01-01,976
"234",20,2014-01-01,1005
"235",20,2015-01-01,1034
"236",20,2016-01-01,1058
"237",20,2017-01-01,1082
"238",20,2020-01-01,1052
"239",20,2021-01-01,1226
"240",20,2022-01-01,1490
"241",21,2009-01-01,223
"242",21,2010-01-01,232
"243",21,2011-01-01,243
"244",21,2012-01-01,246
"245",21,2013-01-01,258
"246",21,2014-01-01,266
"247",21,2015-01-01,273
"248",21,2016-01-01,280
"249",21,2017-01-01,286
"250",21,2020-01-01,290
"251",21,2021-01-01,344
"252",21,2022-01-01,632
"253",22,2009-01-01,396
"254",22,2010-01-01,414
"255",22,2011-01-01,431
"256",22,2012-01-01,447
"257",22,2013-01-01,459
"258",22,2014-01-01,473
"259",22,2015-01-01,486
"260",22,2016-01-01,498
"261",22,2017-01-01,509
"262",22,2020-01-01,506
"263",22,2021-01-01,590
"264",22,2022-01-01,874
"265",23,2009-01-01,2890
"266",23,2010-01-01,2641
"267",23,2011-01-01,2207
"268",23,2012-01-01,2217
"269",23,2013-01-01,2226
"270",23,2014-01-01,2234
"271",23,2015-01-01,2239
"272",23,2016-01-01,2734
"273",23,2017-01-01,2343
"274",23,2020-01-01,2821
"275",23,2021-01-01,3279
"276",23,2022-01-01,3842
"277",24,2009-01-01,482
"278",24,2010-01-01,441
"279",24,2011-01-01,416
"280",24,2012-01-01,414
"281",24,2013-01-01,420
"282",24,2014-01-01,421
"283",24,2015-01-01,422
"284",24,2016-01-01,432
"285",24,2017-01-01,442
"286",24,2020-01-01,468
"287",24,2021-01-01,543
"288",24,2022-01-01,636
"289",25,2009-01-01,249
"290",25,2010-01-01,229
"291",25,2011-01-01,216
"292",25,2012-01-01,215
"293",25,2013-01-01,218
"294",25,2014-01-01,219
"295",25,2015-01-01,219
"296",25,2016-01-01,131
"297",25,2017-01-01,229
"298",25,2020-01-01,262
"299",25,2021-01-01,309
"300",25,2022-01-01,365
"301",26,2009-01-01,65
"302",26,2010-01-01,107
"303",26,2011-01-01,115
"304",26,2012-01-01,116
"305",26,2013-01-01,119
"306",26,2014-01-01,122
"307",26,2015-01-01,124
"308",26,2016-01-01,55
"309",26,2017-01-01,130
"310",26,2020-01-01,170
"311",26,2021-01-01,194
"312",26,2022-01-01,242
"313",27,2009-01-01,741
"314",27,2010-01-01,678
"315",27,2011-01-01,642
"316",27,2012-01-01,642
"317",27,2013-01-01,648
"318",27,2014-01-01,650
"319",27,2015-01-01,652
"320",27,2016-01-01,432
"321",27,2017-01-01,682
"322",27,2020-01-01,710
"323",27,2021-01-01,828
"324",27,2022-01-01,967
"325",28,2009-01-01,247.88634999758
"326",28,2010-01-01,260.180957648472
"327",28,2011-01-01,291
"328",28,2012-01-01,292
"329",28,2013-01-01,294
"330",28,2014-01-01,295
"331",28,2015-01-01,296
"332",28,2016-01-01,303
"333",28,2017-01-01,310
"334",28,2020-01-01,318
"335",28,2021-01-01,369
"336",28,2022-01-01,432
"337",29,2009-01-01,311
"338",29,2010-01-01,283
"339",29,2011-01-01,271
"340",29,2012-01-01,276
"341",29,2013-01-01,273
"342",29,2014-01-01,274
"343",29,2015-01-01,275
"344",29,2016-01-01,671
"345",29,2017-01-01,288
"346",29,2020-01-01,321
"347",29,2021-01-01,373
"348",29,2022-01-01,435
"349",30,2009-01-01,353
"350",30,2010-01-01,325
"351",30,2011-01-01,307
"352",30,2012-01-01,309
"353",30,2013-01-01,309
"354",30,2014-01-01,310
"355",30,2015-01-01,311
"356",30,2016-01-01,188
"357",30,2017-01-01,325
"358",30,2020-01-01,331
"359",30,2021-01-01,385
"360",30,2022-01-01,452
"361",31,2009-01-01,498
"362",31,2010-01-01,455
"363",31,2011-01-01,431
"364",31,2012-01-01,436
"365",31,2013-01-01,435
"366",31,2014-01-01,436
"367",31,2015-01-01,438
"368",31,2016-01-01,266
"369",31,2017-01-01,458
"370",31,2020-01-01,465
"371",31,2021-01-01,544
"372",31,2022-01-01,637
"373",32,2009-01-01,122
"374",32,2010-01-01,208
"375",32,2011-01-01,211
"376",32,2012-01-01,215
"377",32,2013-01-01,223
"378",32,2014-01-01,228
"379",32,2015-01-01,235
"380",32,2016-01-01,187
"381",32,2017-01-01,246
"382",32,2020-01-01,279
"383",32,2021-01-01,334
"384",32,2022-01-01,414
"385",34,2009-01-01,1298
"386",34,2010-01-01,1098
"387",34,2011-01-01,1032
"388",34,2012-01-01,1033
"389",34,2013-01-01,1038
"390",34,2014-01-01,1041
"391",34,2015-01-01,1044
"392",34,2016-01-01,1068
"393",34,2017-01-01,1092
"394",34,2020-01-01,1368
"395",34,2021-01-01,1614
"396",34,2022-01-01,2806
"397",35,2009-01-01,203
"398",35,2010-01-01,172
"399",35,2011-01-01,162
"400",35,2012-01-01,163
"401",35,2013-01-01,167
"402",35,2014-01-01,167
"403",35,2015-01-01,168
"404",35,2016-01-01,172
"405",35,2017-01-01,176
"406",35,2020-01-01,186
"407",35,2021-01-01,221
"408",35,2022-01-01,385
"409",36,2009-01-01,187
"410",36,2010-01-01,155
"411",36,2011-01-01,149
"412",36,2012-01-01,147
"413",36,2013-01-01,150
"414",36,2014-01-01,150
"415",36,2015-01-01,151
"416",36,2016-01-01,154
"417",36,2017-01-01,158
"418",36,2020-01-01,174.901719511674
"419",36,2021-01-01,182.2062217849
"420",36,2022-01-01,189.815785401195
"421",37,2009-01-01,1380
"422",37,2010-01-01,1158
"423",37,2011-01-01,1098
"424",37,2012-01-01,1101
"425",37,2013-01-01,1107
"426",37,2014-01-01,1110
"427",37,2015-01-01,1113
"428",37,2016-01-01,1013
"429",37,2017-01-01,1165
"430",37,2020-01-01,1259
"431",37,2021-01-01,1488
"432",37,2022-01-01,2590
"433",38,2009-01-01,1342
"434",38,2010-01-01,1126
"435",38,2011-01-01,1067
"436",38,2012-01-01,1076
"437",38,2013-01-01,1074
"438",38,2014-01-01,1157
"439",38,2015-01-01,1158
"440",38,2016-01-01,1311
"441",38,2017-01-01,1212
"442",38,2020-01-01,1403
"443",38,2021-01-01,1654
"444",38,2022-01-01,2877
"445",39,2009-01-01,217
"446",39,2010-01-01,182
"447",39,2011-01-01,173
"448",39,2012-01-01,173
"449",39,2013-01-01,173
"450",39,2014-01-01,173
"451",39,2015-01-01,174
"452",39,2016-01-01,178
"453",39,2017-01-01,182
"454",39,2020-01-01,196.858041657561
"455",39,2021-01-01,202.31898641422
"456",39,2022-01-01,207.931420626855
"457",40,2009-01-01,86
"458",40,2010-01-01,74
"459",40,2011-01-01,70
"460",40,2012-01-01,72
"461",40,2013-01-01,69
"462",40,2014-01-01,69
"463",40,2015-01-01,69
"464",40,2016-01-01,71
"465",40,2017-01-01,72
"466",40,2020-01-01,79.0814118741879
"467",40,2021-01-01,81.6844375342219
"468",40,2022-01-01,84.3731437913294
"469",41,2009-01-01,500
"470",41,2010-01-01,421
"471",41,2011-01-01,396
"472",41,2012-01-01,400
"473",41,2013-01-01,402
"474",41,2014-01-01,403
"475",41,2015-01-01,404
"476",41,2016-01-01,413
"477",41,2017-01-01,423
"478",41,2020-01-01,441
"479",41,2021-01-01,521
"480",41,2022-01-01,911
"481",42,2009-01-01,275
"482",42,2010-01-01,232
"483",42,2011-01-01,218
"484",42,2012-01-01,220
"485",42,2013-01-01,219
"486",42,2014-01-01,220
"487",42,2015-01-01,220
"488",42,2016-01-01,112
"489",42,2017-01-01,230
"490",42,2020-01-01,232
"491",42,2021-01-01,274
"492",42,2022-01-01,478
"493",43,2009-01-01,217
"494",43,2010-01-01,229
"495",43,2011-01-01,209
"496",43,2012-01-01,216
"497",43,2013-01-01,222
"498",43,2014-01-01,229
"499",43,2015-01-01,234
"500",43,2016-01-01,241
"501",43,2017-01-01,245
"502",43,2020-01-01,178
"503",43,2021-01-01,211
"504",43,2022-01-01,368
"505",44,2009-01-01,428
"506",44,2010-01-01,451
"507",44,2011-01-01,466
"508",44,2012-01-01,481
"509",44,2013-01-01,496
"510",44,2014-01-01,511
"511",44,2015-01-01,527
"512",44,2016-01-01,217
"513",44,2017-01-01,551
"514",44,2020-01-01,555
"515",44,2021-01-01,649
"516",44,2022-01-01,889
"517",45,2009-01-01,3310
"518",45,2010-01-01,5603
"519",45,2011-01-01,5765
"520",45,2012-01-01,5900
"521",45,2013-01-01,6057
"522",45,2014-01-01,6356
"523",45,2015-01-01,6505
"524",45,2016-01-01,6655
"525",45,2017-01-01,6807
"526",45,2020-01-01,6963
"527",45,2021-01-01,8167
"528",45,2022-01-01,10125
"529",46,2009-01-01,127
"530",46,2010-01-01,216
"531",46,2011-01-01,221
"532",46,2012-01-01,227
"533",46,2013-01-01,232
"534",46,2014-01-01,238
"535",46,2015-01-01,243
"536",46,2016-01-01,93
"537",46,2017-01-01,254
"538",46,2020-01-01,280
"539",46,2021-01-01,333
"540",46,2022-01-01,414
"541",47,2009-01-01,140
"542",47,2010-01-01,239
"543",47,2011-01-01,246
"544",47,2012-01-01,254
"545",47,2013-01-01,256
"546",47,2014-01-01,262
"547",47,2015-01-01,267
"548",47,2016-01-01,274
"549",47,2017-01-01,279
"550",47,2020-01-01,296
"551",47,2021-01-01,344
"552",47,2022-01-01,426
"553",48,2009-01-01,290
"554",48,2010-01-01,490
"555",48,2011-01-01,505
"556",48,2012-01-01,526
"557",48,2013-01-01,531
"558",48,2014-01-01,544
"559",48,2015-01-01,556
"560",48,2016-01-01,569
"561",48,2017-01-01,582
"562",48,2020-01-01,677
"563",48,2021-01-01,787
"564",48,2022-01-01,976
"565",49,2009-01-01,220
"566",49,2010-01-01,373
"567",49,2011-01-01,383
"568",49,2012-01-01,398
"569",49,2013-01-01,403
"570",49,2014-01-01,413
"571",49,2015-01-01,422
"572",49,2016-01-01,432
"573",49,2017-01-01,442
"574",49,2020-01-01,486
"575",49,2021-01-01,567
"576",49,2022-01-01,705
"577",50,2009-01-01,179
"578",50,2010-01-01,303
"579",50,2011-01-01,312
"580",50,2012-01-01,323
"581",50,2013-01-01,328
"582",50,2014-01-01,336
"583",50,2015-01-01,344
"584",50,2016-01-01,352
"585",50,2017-01-01,360
"586",50,2020-01-01,421
"587",50,2021-01-01,495
"588",50,2022-01-01,609
"589",51,2009-01-01,162
"590",51,2010-01-01,273
"591",51,2011-01-01,280
"592",51,2012-01-01,287
"593",51,2013-01-01,295
"594",51,2014-01-01,302
"595",51,2015-01-01,310
"596",51,2016-01-01,316
"597",51,2017-01-01,324
"598",51,2020-01-01,376
"599",51,2021-01-01,438
"600",51,2022-01-01,543
"601",52,2009-01-01,179
"602",52,2010-01-01,303
"603",52,2011-01-01,312
"604",52,2012-01-01,323
"605",52,2013-01-01,328
"606",52,2014-01-01,336
"607",52,2015-01-01,344
"608",52,2016-01-01,352
"609",52,2017-01-01,360
"610",52,2020-01-01,396
"611",52,2021-01-01,467
"612",52,2022-01-01,579
"613",53,2009-01-01,120
"614",53,2010-01-01,201
"615",53,2011-01-01,208
"616",53,2012-01-01,214
"617",53,2013-01-01,220
"618",53,2014-01-01,392
"619",53,2015-01-01,401
"620",53,2016-01-01,785
"621",53,2017-01-01,420
"622",53,2020-01-01,832
"623",53,2021-01-01,971
"624",53,2022-01-01,1202
"625",54,2009-01-01,53
"626",54,2010-01-01,91
"627",54,2011-01-01,92
"628",54,2012-01-01,94
"629",54,2013-01-01,97
"630",54,2014-01-01,99
"631",54,2015-01-01,102
"632",54,2016-01-01,104
"633",54,2017-01-01,107
"634",54,2020-01-01,135
"635",54,2021-01-01,159
"636",54,2022-01-01,196
"637",55,2009-01-01,1137.67591820778
"638",55,2010-01-01,1399.69549208596
"639",55,2011-01-01,1241.26967439347
"640",55,2012-01-01,1105.65186851969
"641",55,2013-01-01,1043.25851775668
"642",55,2014-01-01,1008.26936295874
"643",55,2015-01-01,1193.41725465938
"644",55,2016-01-01,1279.4058942819
"645",55,2017-01-01,1369.24942747157
"646",55,2020-01-01,1511.34025422234
"647",55,2021-01-01,1560.91396058574
"648",55,2022-01-01,1612.11374178949
"649",56,2009-01-01,2996
"650",56,2010-01-01,3489
"651",56,2011-01-01,3204
"652",56,2012-01-01,3171
"653",56,2013-01-01,3133
"654",56,2014-01-01,3094
"655",56,2015-01-01,3052
"656",56,2016-01-01,3326
"657",56,2017-01-01,3194
"658",56,2020-01-01,3982
"659",56,2021-01-01,4603
"660",56,2022-01-01,4115
"661",57,2009-01-01,1271
"662",57,2010-01-01,1382
"663",57,2011-01-01,1506
"664",57,2012-01-01,1561
"665",57,2013-01-01,1615
"666",57,2014-01-01,1669
"667",57,2015-01-01,1724
"668",57,2016-01-01,911
"669",57,2017-01-01,1804
"670",57,2020-01-01,1532
"671",57,2021-01-01,1780
"672",57,2022-01-01,871
"673",58,2009-01-01,619
"674",58,2010-01-01,722
"675",58,2011-01-01,662
"676",58,2012-01-01,655
"677",58,2013-01-01,647
"678",58,2014-01-01,639
"679",58,2015-01-01,630
"680",58,2016-01-01,645
"681",58,2017-01-01,659
"682",58,2020-01-01,1608
"683",58,2021-01-01,1860
"684",58,2022-01-01,1662
"685",59,2009-01-01,801
"686",59,2010-01-01,934
"687",59,2011-01-01,857
"688",59,2012-01-01,849
"689",59,2013-01-01,838
"690",59,2014-01-01,828
"691",59,2015-01-01,816
"692",59,2016-01-01,835
"693",59,2017-01-01,854
"694",59,2020-01-01,963
"695",59,2021-01-01,1115
"696",59,2022-01-01,997
"697",60,2009-01-01,219
"698",60,2010-01-01,254
"699",60,2011-01-01,234
"700",60,2012-01-01,232
"701",60,2013-01-01,229
"702",60,2014-01-01,226
"703",60,2015-01-01,223
"704",60,2016-01-01,228
"705",60,2017-01-01,233
"706",60,2020-01-01,292
"707",60,2021-01-01,345
"708",60,2022-01-01,311
"709",61,2009-01-01,485
"710",61,2010-01-01,563
"711",61,2011-01-01,519
"712",61,2012-01-01,515
"713",61,2013-01-01,507
"714",61,2014-01-01,501
"715",61,2015-01-01,494
"716",61,2016-01-01,505
"717",61,2017-01-01,517
"718",61,2020-01-01,576
"719",61,2021-01-01,666
"720",61,2022-01-01,596
"721",62,2009-01-01,1218
"722",62,2010-01-01,1310
"723",62,2011-01-01,1443
"724",62,2012-01-01,1499
"725",62,2013-01-01,1547
"726",62,2014-01-01,1600
"727",62,2015-01-01,1651
"728",62,2016-01-01,2411
"729",62,2017-01-01,1728
"730",62,2020-01-01,2692
"731",62,2021-01-01,3124
"732",62,2022-01-01,1542
"733",63,2009-01-01,544
"734",63,2010-01-01,588
"735",63,2011-01-01,644
"736",63,2012-01-01,670
"737",63,2013-01-01,692
"738",63,2014-01-01,715
"739",63,2015-01-01,739
"740",63,2016-01-01,756
"741",63,2017-01-01,773
"742",63,2020-01-01,822
"743",63,2021-01-01,955
"744",63,2022-01-01,472
"745",64,2009-01-01,3288
"746",64,2010-01-01,3554
"747",64,2011-01-01,3896
"748",64,2012-01-01,4038
"749",64,2013-01-01,4179
"750",64,2014-01-01,4320
"751",64,2015-01-01,4460
"752",64,2016-01-01,4892
"753",64,2017-01-01,4667
"754",64,2020-01-01,4473
"755",64,2021-01-01,5192
"756",64,2022-01-01,2561
"757",65,2009-01-01,532
"758",65,2010-01-01,577
"759",65,2011-01-01,630
"760",65,2012-01-01,653
"761",65,2013-01-01,677
"762",65,2014-01-01,700
"763",65,2015-01-01,723
"764",65,2016-01-01,739
"765",65,2017-01-01,757
"766",65,2020-01-01,789
"767",65,2021-01-01,918
"768",65,2022-01-01,454
"769",66,2009-01-01,633
"770",66,2010-01-01,686
"771",66,2011-01-01,750
"772",66,2012-01-01,775
"773",66,2013-01-01,805
"774",66,2014-01-01,832
"775",66,2015-01-01,859
"776",66,2016-01-01,683
"777",66,2017-01-01,899
"778",66,2020-01-01,889
"779",66,2021-01-01,1028
"780",66,2022-01-01,511
"781",67,2009-01-01,940
"782",67,2010-01-01,1014
"783",67,2011-01-01,1114
"784",67,2012-01-01,1148
"785",67,2013-01-01,1194
"786",67,2014-01-01,1234
"787",67,2015-01-01,1274
"788",67,2016-01-01,1304
"789",67,2017-01-01,1333
"790",67,2020-01-01,1560
"791",67,2021-01-01,1812
"792",67,2022-01-01,898
"793",68,2009-01-01,517
"794",68,2010-01-01,558
"795",68,2011-01-01,613
"796",68,2012-01-01,635
"797",68,2013-01-01,655
"798",68,2014-01-01,677
"799",68,2015-01-01,699
"800",68,2016-01-01,715
"801",68,2017-01-01,731
"802",68,2020-01-01,875
"803",68,2021-01-01,1018
"804",68,2022-01-01,505
"805",69,2009-01-01,504
"806",69,2010-01-01,544
"807",69,2011-01-01,597
"808",69,2012-01-01,617
"809",69,2013-01-01,638
"810",69,2014-01-01,659
"811",69,2015-01-01,681
"812",69,2016-01-01,697
"813",69,2017-01-01,713
"814",69,2020-01-01,704
"815",69,2021-01-01,819
"816",69,2022-01-01,408
"817",70,2009-01-01,1394
"818",70,2010-01-01,1833
"819",70,2011-01-01,1924
"820",70,2012-01-01,1985
"821",70,2013-01-01,2045
"822",70,2014-01-01,2107
"823",70,2015-01-01,2169
"824",70,2016-01-01,2220
"825",70,2017-01-01,2270
"826",70,2020-01-01,2581
"827",70,2021-01-01,3055
"828",70,2022-01-01,1780
"829",71,2009-01-01,669
"830",71,2010-01-01,1061
"831",71,2011-01-01,1083
"832",71,2012-01-01,1120
"833",71,2013-01-01,1136
"834",71,2014-01-01,1163
"835",71,2015-01-01,1187
"836",71,2016-01-01,1454
"837",71,2017-01-01,1242
"838",71,2020-01-01,1356
"839",71,2021-01-01,1607
"840",71,2022-01-01,1323
"841",72,2009-01-01,219
"842",72,2010-01-01,347
"843",72,2011-01-01,355
"844",72,2012-01-01,365
"845",72,2013-01-01,372
"846",72,2014-01-01,381
"847",72,2015-01-01,389
"848",72,2016-01-01,325
"849",72,2017-01-01,407
"850",72,2020-01-01,425
"851",72,2021-01-01,502
"852",72,2022-01-01,416
"853",73,2009-01-01,277
"854",73,2010-01-01,441
"855",73,2011-01-01,446
"856",73,2012-01-01,458
"857",73,2013-01-01,470
"858",73,2014-01-01,481
"859",73,2015-01-01,493
"860",73,2016-01-01,503
"861",73,2017-01-01,516
"862",73,2020-01-01,544
"863",73,2021-01-01,639
"864",73,2022-01-01,526
"865",74,2009-01-01,578
"866",74,2010-01-01,988
"867",74,2011-01-01,986
"868",74,2012-01-01,1013
"869",74,2013-01-01,1028
"870",74,2014-01-01,1047
"871",74,2015-01-01,1067
"872",74,2016-01-01,1244
"873",74,2017-01-01,1117
"874",74,2020-01-01,1334
"875",74,2021-01-01,1566
"876",74,2022-01-01,1649
"877",75,2009-01-01,90
"878",75,2010-01-01,153
"879",75,2011-01-01,154
"880",75,2012-01-01,152
"881",75,2013-01-01,160
"882",75,2014-01-01,163
"883",75,2015-01-01,166
"884",75,2016-01-01,130
"885",75,2017-01-01,174
"886",75,2020-01-01,199
"887",75,2021-01-01,240
"888",75,2022-01-01,254
"889",76,2009-01-01,93
"890",76,2010-01-01,157
"891",76,2011-01-01,159
"892",76,2012-01-01,161
"893",76,2013-01-01,165
"894",76,2014-01-01,169
"895",76,2015-01-01,172
"896",76,2016-01-01,120
"897",76,2017-01-01,180
"898",76,2020-01-01,202
"899",76,2021-01-01,241
"900",76,2022-01-01,252
"901",77,2009-01-01,92
"902",77,2010-01-01,125
"903",77,2011-01-01,126
"904",77,2012-01-01,125
"905",77,2013-01-01,135
"906",77,2014-01-01,139
"907",77,2015-01-01,143
"908",77,2016-01-01,65
"909",77,2017-01-01,150
"910",77,2020-01-01,178.762606932017
"911",77,2021-01-01,186.894259266645
"912",77,2022-01-01,195.395808700148
"913",78,2009-01-01,3036
"914",78,2010-01-01,4011
"915",78,2011-01-01,4190
"916",78,2012-01-01,4325
"917",78,2013-01-01,4455
"918",78,2014-01-01,4590
"919",78,2015-01-01,4726
"920",78,2016-01-01,4916
"921",78,2017-01-01,4945
"922",78,2020-01-01,5219
"923",78,2021-01-01,6191
"924",78,2022-01-01,3666
"925",79,2009-01-01,200
"926",79,2010-01-01,266
"927",79,2011-01-01,276
"928",79,2012-01-01,287
"929",79,2013-01-01,293
"930",79,2014-01-01,302
"931",79,2015-01-01,311
"932",79,2016-01-01,318
"933",79,2017-01-01,325
"934",79,2020-01-01,353
"935",79,2021-01-01,416
"936",79,2022-01-01,241
"937",80,2009-01-01,173
"938",80,2010-01-01,229
"939",80,2011-01-01,239
"940",80,2012-01-01,243
"941",80,2013-01-01,254
"942",80,2014-01-01,262
"943",80,2015-01-01,269
"944",80,2016-01-01,276
"945",80,2017-01-01,281
"946",80,2020-01-01,313
"947",80,2021-01-01,374
"948",80,2022-01-01,227
"949",81,2009-01-01,224
"950",81,2010-01-01,295
"951",81,2011-01-01,309
"952",81,2012-01-01,320
"953",81,2013-01-01,329
"954",81,2014-01-01,339
"955",81,2015-01-01,349
"956",81,2016-01-01,357
"957",81,2017-01-01,365
"958",81,2020-01-01,383
"959",81,2021-01-01,458
"960",81,2022-01-01,280
"961",82,2009-01-01,558
"962",82,2010-01-01,734
"963",82,2011-01-01,770
"964",82,2012-01-01,796
"965",82,2013-01-01,819
"966",82,2014-01-01,844
"967",82,2015-01-01,869
"968",82,2016-01-01,889
