"month","UBIGEO","e_salud","dx_code","dx_type","dengue_cases"
2017-12-01,170101,"170101C101","A97.1","D",4
2017-12-01,170102,"170102A201","A97.0","C",7
2017-12-01,170102,"170102A201","A97.0","D",20
2017-12-01,170102,"170102A310","A97.0","D",1
2017-12-01,170103,"170103A201","A97.0","D",5
2017-12-01,170103,"170103A202","A97.0","C",1
2017-12-01,170103,"170103A202","A97.0","D",2
2017-12-01,170101,"170103A301","A97.0","C",1
2017-12-01,170103,"170103A301","A97.0","C",7
2017-12-01,170103,"170103A301","A97.1","C",1
2017-12-01,170103,"170103A301","A97.0","D",19
2017-12-01,170103,"170103A303","A97.0","D",2
2017-12-01,170104,"170104A201","A97.0","D",14
2017-12-01,170104,"170104A302","A97.0","D",1
2017-12-01,170104,"170104A305","A97.0","D",4
2017-12-01,170203,"170203A201","A97.0","D",1
2017-12-01,170203,"170203A306","A97.0","D",1
2017-12-01,170204,"170204A201","A97.0","D",3
2017-12-01,170204,"170204A306","A97.0","D",2
2017-12-01,170301,"170301A201","A97.0","D",2
2017-12-01,170103,"170302A101","A97.2","C",1
2017-12-01,170302,"170302A101","A97.0","D",5
2017-12-01,170303,"170302A101","A97.0","D",2
2017-12-01,170302,"170302A101","A97.1","D",1
2017-12-01,170302,"170302A307","A97.0","D",1
2017-12-01,170303,"170303A201","A97.0","D",12
2017-12-01,170303,"170303A301","A97.0","D",1
2018-01-01,170204,"030101A101","A97.0","C",1
2018-01-01,170101,"080101A101","A97.1","C",1
2018-01-01,170101,"080101A101","A97.1","D",1
2018-01-01,170204,"080105A203","A97.0","C",1
2018-01-01,170101,"080108C101","A97.0","C",1
2018-01-01,170101,"080108C101","A97.1","C",1
2018-01-01,170101,"080108C101","A97.2","C",1
2018-01-01,170101,"080108C101","A97.0","D",1
2018-01-01,170101,"080108C101","A97.1","D",1
2018-01-01,170303,"080108C101","A97.1","D",1
2018-01-01,170101,"080901A101","A97.0","D",3
2018-01-01,170101,"080901C101","A97.1","C",1
2018-01-01,170101,"080902A203","A97.0","D",1
2018-01-01,170101,"080902A204","A97.0","D",3
2018-01-01,170102,"081201A201","A97.0","D",1
2018-01-01,170101,"081203A301","A97.0","C",1
2018-01-01,170101,"081203A301","A97.0","D",5
2018-01-01,170102,"081203A301","A97.0","D",2
2018-01-01,170101,"150101A206","A97.0","D",1
2018-01-01,170101,"150111A101","A97.1","D",1
2018-01-01,170101,"150113D104","A97.0","D",1
2018-01-01,170101,"150115C105","A97.0","D",1
2018-01-01,170101,"150131X101","A97.0","D",1
2018-01-01,170101,"170101A101","A97.0","C",13
2018-01-01,170103,"170101A101","A97.0","C",2
2018-01-01,170303,"170101A101","A97.0","C",1
2018-01-01,170101,"170101A101","A97.1","C",82
2018-01-01,170102,"170101A101","A97.1","C",3
2018-01-01,170103,"170101A101","A97.1","C",6
2018-01-01,170104,"170101A101","A97.1","C",2
2018-01-01,170204,"170101A101","A97.1","C",2
2018-01-01,170101,"170101A101","A97.2","C",5
2018-01-01,170103,"170101A101","A97.2","C",2
2018-01-01,170302,"170101A101","A97.2","C",1
2018-01-01,170101,"170101A101","A97.0","D",24
2018-01-01,170104,"170101A101","A97.0","D",2
2018-01-01,170203,"170101A101","A97.0","D",2
2018-01-01,170101,"170101A101","A97.1","D",79
2018-01-01,170102,"170101A101","A97.1","D",3
2018-01-01,170103,"170101A101","A97.1","D",8
2018-01-01,170104,"170101A101","A97.1","D",3
2018-01-01,170203,"170101A101","A97.1","D",2
2018-01-01,170302,"170101A101","A97.1","D",1
2018-01-01,170303,"170101A101","A97.1","D",2
2018-01-01,170101,"170101A101","A97.2","D",1
2018-01-01,170102,"170101A101","A97.2","D",1
2018-01-01,170103,"170101A101","A97.2","D",1
2018-01-01,170101,"170101A201","A97.0","C",36
2018-01-01,170103,"170101A201","A97.0","C",1
2018-01-01,170101,"170101A201","A97.0","D",98
2018-01-01,170102,"170101A201","A97.0","D",1
2018-01-01,170101,"170101A202","A97.0","C",30
2018-01-01,170101,"170101A202","A97.1","C",1
2018-01-01,170101,"170101A202","A97.0","D",83
2018-01-01,170102,"170101A202","A97.0","D",1
2018-01-01,170103,"170101A202","A97.0","D",2
2018-01-01,170303,"170101A202","A97.0","D",1
2018-01-01,170101,"170101A302","A97.0","D",2
2018-01-01,170101,"170101A306","A97.0","C",14
2018-01-01,170101,"170101A306","A97.1","C",1
2018-01-01,170101,"170101A306","A97.0","D",31
2018-01-01,170101,"170101A307","A97.0","D",4
2018-01-01,170101,"170101A308","A97.0","C",2
2018-01-01,170101,"170101A308","A97.0","D",1
2018-01-01,170101,"170101A310","A97.0","D",2
2018-01-01,170101,"170101A320","A97.0","D",1
2018-01-01,170101,"170101A324","A97.0","C",6
2018-01-01,170101,"170101A324","A97.0","D",9
2018-01-01,170101,"170101A325","A97.0","C",1
2018-01-01,170101,"170101A325","A97.0","D",2
2018-01-01,170101,"170101A327","A97.0","D",1
2018-01-01,170101,"170101A333","A97.0","D",1
2018-01-01,170101,"170101C101","A97.0","C",20
2018-01-01,170103,"170101C101","A97.0","C",1
2018-01-01,170101,"170101C101","A97.1","C",16
2018-01-01,170104,"170101C101","A97.1","C",1
2018-01-01,170101,"170101C101","A97.0","D",36
2018-01-01,170103,"170101C101","A97.0","D",2
2018-01-01,170301,"170101C101","A97.0","D",1
2018-01-01,170101,"170101C101","A97.1","D",3
2018-01-01,170302,"170101C101","A97.1","D",1
2018-01-01,170101,"170101C101","A97.2","D",1
2018-01-01,170102,"170102A201","A97.0","C",23
2018-01-01,170102,"170102A201","A97.2","C",1
2018-01-01,170102,"170102A201","A97.0","D",34
2018-01-01,170102,"170102A301","A97.0","D",2
2018-01-01,170102,"170102A303","A97.0","D",1
2018-01-01,170102,"170102A308","A97.0","C",1
2018-01-01,170102,"170102A308","A97.0","D",3
2018-01-01,170102,"170102A310","A97.0","C",2
2018-01-01,170102,"170102A310","A97.0","D",1
2018-01-01,170103,"170103A201","A97.0","C",1
2018-01-01,170102,"170103A201","A97.0","D",1
2018-01-01,170103,"170103A201","A97.0","D",7
2018-01-01,170103,"170103A202","A97.0","C",17
2018-01-01,170103,"170103A202","A97.0","D",16
2018-01-01,170303,"170103A202","A97.0","D",1
2018-01-01,170101,"170103A301","A97.0","C",1
2018-01-01,170103,"170103A301","A97.0","C",7
2018-01-01,170103,"170103A301","A97.0","D",26
2018-01-01,170103,"170103A303","A97.0","D",6
2018-01-01,170103,"170103A307","A97.0","C",1
2018-01-01,170103,"170103A307","A97.0","D",1
2018-01-01,170103,"170103A312","A97.0","D",1
2018-01-01,170104,"170104A201","A97.0","C",1
2018-01-01,170104,"170104A201","A97.0","D",6
2018-01-01,170203,"170104A201","A97.0","D",1
2018-01-01,170104,"170104A302","A97.0","D",3
2018-01-01,170104,"170104A305","A97.0","D",4
2018-01-01,170203,"170203A201","A97.0","D",3
2018-01-01,170203,"170203A302","A97.0","D",1
2018-01-01,170204,"170204A201","A97.0","D",6
2018-01-01,170203,"170204A302","A97.0","D",1
2018-01-01,170204,"170204A302","A97.0","D",1
2018-01-01,170204,"170204A305","A97.0","D",3
2018-01-01,170204,"170204A306","A97.0","D",1
2018-01-01,170301,"170301A201","A97.0","C",3
2018-01-01,170301,"170301A201","A97.0","D",15
2018-01-01,170101,"170302A101","A97.0","C",2
2018-01-01,170302,"170302A101","A97.0","C",1
2018-01-01,170101,"170302A101","A97.0","D",4
2018-01-01,170301,"170302A101","A97.0","D",1
2018-01-01,170302,"170302A101","A97.0","D",12
2018-01-01,170303,"170302A101","A97.0","D",2
2018-01-01,999999,"170302A101","A97.0","D",1
2018-01-01,170303,"170303A201","A97.0","D",8
2018-01-01,170303,"170303A301","A97.0","D",2
2018-01-01,170303,"250105A101","A97.1","C",1
2018-02-01,170203,"070102A102","A97.0","D",1
2018-02-01,170101,"080101A101","A97.0","D",1
2018-02-01,170101,"080108C101","A97.2","C",1
2018-02-01,170101,"080108C101","A97.0","D",2
2018-02-01,170101,"080902A204","A97.0","D",2
2018-02-01,170102,"080902A302","A97.0","D",1
2018-02-01,170101,"080904A201","A97.0","D",1
2018-02-01,170104,"080904A201","A97.0","D",1
2018-02-01,170102,"081201A201","A97.0","D",4
2018-02-01,170101,"081203A301","A97.0","C",1
2018-02-01,170102,"081203A301","A97.0","C",1
2018-02-01,170101,"081203A301","A97.1","C",1
2018-02-01,170101,"081203A301","A97.0","D",2
2018-02-01,170102,"081203A301","A97.0","D",8
2018-02-01,170102,"081209A301","A97.0","D",1
2018-02-01,170101,"150113D104","A97.0","D",1
2018-02-01,170101,"150122D103","A97.0","D",1
2018-02-01,170101,"150130X104","A97.0","D",1
2018-02-01,170101,"150133A204","A97.0","D",1
2018-02-01,170101,"170101A101","A97.0","C",22
2018-02-01,170103,"170101A101","A97.0","C",1
2018-02-01,170101,"170101A101","A97.1","C",31
2018-02-01,170102,"170101A101","A97.1","C",2
2018-02-01,170103,"170101A101","A97.1","C",5
2018-02-01,170104,"170101A101","A97.1","C",1
2018-02-01,170303,"170101A101","A97.1","C",2
2018-02-01,170101,"170101A101","A97.2","C",2
2018-02-01,170301,"170101A101","A97.2","C",1
2018-02-01,170101,"170101A101","A97.0","D",89
2018-02-01,170102,"170101A101","A97.0","D",1
2018-02-01,170103,"170101A101","A97.0","D",11
2018-02-01,170104,"170101A101","A97.0","D",1
2018-02-01,170201,"170101A101","A97.0","D",1
2018-02-01,170202,"170101A101","A97.0","D",1
2018-02-01,170203,"170101A101","A97.0","D",1
2018-02-01,170302,"170101A101","A97.0","D",1
2018-02-01,170101,"170101A101","A97.1","D",81
2018-02-01,170102,"170101A101","A97.1","D",3
2018-02-01,170103,"170101A101","A97.1","D",6
2018-02-01,170104,"170101A101","A97.1","D",1
2018-02-01,170203,"170101A101","A97.1","D",1
2018-02-01,170204,"170101A101","A97.1","D",2
2018-02-01,170301,"170101A101","A97.1","D",1
2018-02-01,170302,"170101A101","A97.1","D",1
2018-02-01,170303,"170101A101","A97.1","D",1
2018-02-01,170101,"170101A201","A97.0","C",7
2018-02-01,170101,"170101A201","A97.0","D",76
2018-02-01,170103,"170101A201","A97.0","D",1
2018-02-01,170101,"170101A202","A97.0","C",23
2018-02-01,170104,"170101A202","A97.0","C",1
2018-02-01,170101,"170101A202","A97.0","D",113
2018-02-01,170103,"170101A202","A97.0","D",3
2018-02-01,170101,"170101A202","A97.1","D",1
2018-02-01,170101,"170101A306","A97.0","C",5
2018-02-01,170101,"170101A306","A97.0","D",37
2018-02-01,170101,"170101A307","A97.0","D",2
2018-02-01,170101,"170101A310","A97.0","D",4
2018-02-01,170101,"170101A313","A97.0","D",1
2018-02-01,170101,"170101A324","A97.0","C",1
2018-02-01,170101,"170101A324","A97.0","D",3
2018-02-01,170101,"170101A325","A97.0","C",1
2018-02-01,170101,"170101A325","A97.0","D",4
2018-02-01,170101,"170101A333","A97.0","D",2
2018-02-01,170101,"170101C101","A97.0","C",6
2018-02-01,170101,"170101C101","A97.1","C",7
2018-02-01,170101,"170101C101","A97.0","D",25
2018-02-01,170103,"170101C101","A97.0","D",1
2018-02-01,170104,"170101C101","A97.0","D",1
2018-02-01,170101,"170101C101","A97.1","D",6
2018-02-01,170102,"170102A201","A97.0","C",7
2018-02-01,170102,"170102A201","A97.0","D",26
2018-02-01,170102,"170102A301","A97.0","D",2
2018-02-01,170102,"170102A303","A97.0","C",1
2018-02-01,170102,"170102A303","A97.0","D",1
2018-02-01,170102,"170102A307","A97.0","D",6
2018-02-01,170102,"170102A308","A97.0","D",11
2018-02-01,170102,"170102A309","A97.0","D",2
2018-02-01,170104,"170102A309","A97.0","D",1
2018-02-01,170102,"170102A310","A97.0","C",3
2018-02-01,170102,"170102A310","A97.0","D",13
2018-02-01,170102,"170102A313","A97.0","C",2
2018-02-01,170102,"170102A313","A97.0","D",2
2018-02-01,170103,"170103A201","A97.0","C",1
2018-02-01,170101,"170103A201","A97.0","D",2
2018-02-01,170103,"170103A201","A97.0","D",9
2018-02-01,170103,"170103A202","A97.0","C",3
2018-02-01,170103,"170103A202","A97.0","D",25
2018-02-01,170303,"170103A202","A97.0","D",2
2018-02-01,170103,"170103A301","A97.0","C",2
2018-02-01,170303,"170103A301","A97.0","C",1
2018-02-01,170101,"170103A301","A97.0","D",2
2018-02-01,170103,"170103A301","A97.0","D",34
2018-02-01,170103,"170103A301","A97.2","D",1
2018-02-01,170103,"170103A303","A97.0","D",10
2018-02-01,170104,"170104A201","A97.0","C",2
2018-02-01,170104,"170104A201","A97.0","D",13
2018-02-01,170104,"170104A301","A97.0","D",4
2018-02-01,170104,"170104A302","A97.0","D",3
2018-02-01,170104,"170104A305","A97.0","D",3
2018-02-01,170203,"170203A201","A97.0","C",1
2018-02-01,170203,"170203A201","A97.0","D",15
2018-02-01,170203,"170203A306","A97.0","D",2
2018-02-01,170204,"170204A201","A97.0","C",15
2018-02-01,170102,"170204A201","A97.0","D",1
2018-02-01,170204,"170204A201","A97.0","D",21
2018-02-01,170204,"170204A302","A97.0","D",2
2018-02-01,170204,"170204A304","A97.0","D",1
2018-02-01,170204,"170204A306","A97.0","D",5
2018-02-01,170301,"170301A201","A97.0","C",8
2018-02-01,170301,"170301A201","A97.0","D",70
2018-02-01,170101,"170302A101","A97.0","C",1
2018-02-01,170301,"170302A101","A97.0","C",3
2018-02-01,170302,"170302A101","A97.0","C",2
2018-02-01,170303,"170302A101","A97.0","C",1
2018-02-01,170101,"170302A101","A97.1","C",1
2018-02-01,170101,"170302A101","A97.0","D",11
2018-02-01,170103,"170302A101","A97.0","D",1
2018-02-01,170301,"170302A101","A97.0","D",2
2018-02-01,170302,"170302A101","A97.0","D",31
2018-02-01,170303,"170302A101","A97.0","D",2
2018-02-01,170301,"170302A101","A97.1","D",1
2018-02-01,170301,"170303A201","A97.0","C",1
2018-02-01,170301,"170303A201","A97.0","D",2
2018-02-01,170303,"170303A201","A97.0","D",10
2018-02-01,170303,"170303A301","A97.0","C",2
2018-02-01,170303,"170303A301","A97.0","D",3
2018-03-01,170101,"080101A101","A97.0","D",1
2018-03-01,170102,"080101A101","A97.0","D",1
2018-03-01,170204,"080101A101","A97.0","D",1
2018-03-01,170101,"080105A203","A97.0","D",1
2018-03-01,170204,"080106A101","A97.1","C",1
2018-03-01,170204,"080106A101","A97.2","D",1
2018-03-01,170101,"080108C101","A97.0","D",1
2018-03-01,170102,"080901A101","A97.0","D",2
2018-03-01,170103,"080901A101","A97.0","D",1
2018-03-01,170101,"080901A304","A97.0","D",1
2018-03-01,170101,"080902A204","A97.0","D",1
2018-03-01,170101,"080904A201","A97.0","D",1
2018-03-01,170203,"080904A201","A97.0","D",1
2018-03-01,170101,"080904A302","A97.0","D",1
2018-03-01,170203,"080905A301","A97.0","D",1
2018-03-01,170102,"081211A201","A97.0","D",1
2018-03-01,170101,"140307A201","A97.0","C",1
2018-03-01,170103,"150101A101","A97.0","D",1
2018-03-01,170101,"150101A102","A97.1","C",1
2018-03-01,170101,"150113C105","A97.1","D",1
2018-03-01,170101,"150130A201","A97.0","C",1
2018-03-01,170101,"170101A101","A97.0","C",41
2018-03-01,170102,"170101A101","A97.0","C",1
2018-03-01,170103,"170101A101","A97.0","C",1
2018-03-01,170101,"170101A101","A97.1","C",31
2018-03-01,170102,"170101A101","A97.1","C",1
2018-03-01,170103,"170101A101","A97.1","C",1
2018-03-01,170104,"170101A101","A97.1","C",1
2018-03-01,170204,"170101A101","A97.1","C",2
2018-03-01,170101,"170101A101","A97.2","C",1
2018-03-01,170102,"170101A101","A97.2","C",1
2018-03-01,170101,"170101A101","A97.0","D",64
2018-03-01,170102,"170101A101","A97.0","D",4
2018-03-01,170103,"170101A101","A97.0","D",8
2018-03-01,170104,"170101A101","A97.0","D",1
2018-03-01,170203,"170101A101","A97.0","D",1
2018-03-01,170204,"170101A101","A97.0","D",2
2018-03-01,170301,"170101A101","A97.0","D",1
2018-03-01,170302,"170101A101","A97.0","D",1
2018-03-01,170303,"170101A101","A97.0","D",1
2018-03-01,170101,"170101A101","A97.1","D",40
2018-03-01,170102,"170101A101","A97.1","D",1
2018-03-01,170103,"170101A101","A97.1","D",1
2018-03-01,170104,"170101A101","A97.1","D",2
2018-03-01,170203,"170101A101","A97.1","D",3
2018-03-01,170204,"170101A101","A97.1","D",1
2018-03-01,170302,"170101A101","A97.1","D",1
2018-03-01,170303,"170101A101","A97.1","D",1
2018-03-01,170103,"170101A101","A97.2","D",1
2018-03-01,170101,"170101A201","A97.0","C",17
2018-03-01,170101,"170101A201","A97.0","D",60
2018-03-01,170103,"170101A201","A97.0","D",2
2018-03-01,170101,"170101A201","A97.2","D",1
2018-03-01,170101,"170101A202","A97.0","C",33
2018-03-01,170101,"170101A202","A97.0","D",82
2018-03-01,170101,"170101A306","A97.0","C",11
2018-03-01,170101,"170101A306","A97.0","D",26
2018-03-01,170101,"170101A307","A97.0","C",1
2018-03-01,170101,"170101A307","A97.0","D",3
2018-03-01,170101,"170101A308","A97.0","D",2
2018-03-01,170101,"170101A310","A97.0","D",1
2018-03-01,170101,"170101A313","A97.0","C",1
2018-03-01,170101,"170101A313","A97.0","D",1
2018-03-01,170101,"170101A324","A97.0","D",5
2018-03-01,170101,"170101A325","A97.0","D",3
2018-03-01,170101,"170101A327","A97.0","C",1
2018-03-01,170101,"170101A327","A97.0","D",4
2018-03-01,170101,"170101A333","A97.0","D",1
2018-03-01,170101,"170101C101","A97.0","C",10
2018-03-01,170101,"170101C101","A97.1","C",8
2018-03-01,170101,"170101C101","A97.0","D",23
2018-03-01,170301,"170101C101","A97.0","D",1
2018-03-01,170303,"170101C101","A97.0","D",2
2018-03-01,170101,"170101C101","A97.1","D",3
2018-03-01,170302,"170101C101","A97.1","D",1
2018-03-01,170102,"170102A201","A97.0","D",13
2018-03-01,170102,"170102A301","A97.0","D",2
2018-03-01,170102,"170102A308","A97.0","D",2
2018-03-01,170104,"170102A309","A97.0","D",1
2018-03-01,170102,"170102A310","A97.0","C",6
2018-03-01,170102,"170102A310","A97.0","D",14
2018-03-01,170102,"170102A313","A97.0","C",1
2018-03-01,170102,"170102A313","A97.0","D",1
2018-03-01,170103,"170103A201","A97.0","D",3
2018-03-01,170103,"170103A301","A97.0","C",2
2018-03-01,170103,"170103A301","A97.0","D",10
2018-03-01,170103,"170103A303","A97.0","C",1
2018-03-01,170103,"170103A303","A97.0","D",2
2018-03-01,170104,"170104A201","A97.0","C",3
2018-03-01,170104,"170104A201","A97.0","D",10
2018-03-01,170104,"170104A305","A97.0","C",1
2018-03-01,170104,"170104A305","A97.0","D",4
2018-03-01,170104,"170104A306","A97.0","D",1
2018-03-01,170203,"170203A201","A97.0","D",23
2018-03-01,170203,"170203A302","A97.0","D",1
2018-03-01,170203,"170203A303","A97.0","D",2
2018-03-01,170203,"170203A306","A97.0","D",1
2018-03-01,170203,"170203A307","A97.0","D",1
2018-03-01,170204,"170204A201","A97.0","C",17
2018-03-01,170204,"170204A201","A97.1","C",1
2018-03-01,170204,"170204A201","A97.0","D",17
2018-03-01,170204,"170204A302","A97.0","D",4
2018-03-01,170204,"170204A304","A97.0","D",1
2018-03-01,170204,"170204A305","A97.0","D",3
2018-03-01,170204,"170204A306","A97.0","C",1
2018-03-01,170204,"170204A306","A97.0","D",1
2018-03-01,170301,"170301A201","A97.0","D",32
2018-03-01,170101,"170302A101","A97.0","C",1
2018-03-01,170301,"170302A101","A97.0","C",1
2018-03-01,170302,"170302A101","A97.0","C",1
2018-03-01,170301,"170302A101","A97.0","D",1
2018-03-01,170302,"170302A101","A97.0","D",27
2018-03-01,170303,"170302A101","A97.0","D",1
2018-03-01,170302,"170302A307","A97.0","D",1
2018-03-01,170303,"170303A201","A97.0","D",1
2018-03-01,170303,"170303A304","A97.0","C",1
2018-03-01,170102,"210301A101","A97.0","P",1
2018-03-01,170101,"211101X102","A97.0","D",1
2018-04-01,170203,"040101A102","A97.0","D",1
2018-04-01,170101,"080101A101","A97.0","D",1
2018-04-01,170101,"080101A101","A97.1","D",1
2018-04-01,170204,"080106A101","A97.0","D",1
2018-04-01,170101,"080108C101","A97.0","C",1
2018-04-01,170103,"080108C101","A97.1","C",1
2018-04-01,170204,"080108C101","A97.0","D",1
2018-04-01,170101,"080108C101","A97.1","D",1
2018-04-01,170204,"080108C101","A97.1","D",1
2018-04-01,170102,"080601A101","A97.0","D",1
2018-04-01,170101,"080901A101","A97.0","D",3
2018-04-01,170102,"080901A101","A97.0","D",1
2018-04-01,170201,"080901A101","A97.0","D",1
2018-04-01,170101,"081203A301","A97.0","D",1
2018-04-01,170102,"081203A301","A97.0","D",1
2018-04-01,170103,"150101A101","A97.0","D",1
2018-04-01,170101,"150113D104","A97.2","C",1
2018-04-01,170101,"150113D104","A97.0","D",1
2018-04-01,170101,"170101A101","A97.0","C",30
2018-04-01,170102,"170101A101","A97.0","C",1
2018-04-01,170103,"170101A101","A97.0","C",1
2018-04-01,170204,"170101A101","A97.0","C",1
2018-04-01,170101,"170101A101","A97.1","C",35
2018-04-01,170102,"170101A101","A97.1","C",3
2018-04-01,170103,"170101A101","A97.1","C",3
2018-04-01,170204,"170101A101","A97.1","C",1
2018-04-01,170302,"170101A101","A97.1","C",1
2018-04-01,170101,"170101A101","A97.2","C",2
2018-04-01,170101,"170101A101","A97.0","D",96
2018-04-01,170102,"170101A101","A97.0","D",4
2018-04-01,170103,"170101A101","A97.0","D",8
2018-04-01,170104,"170101A101","A97.0","D",3
2018-04-01,170301,"170101A101","A97.0","D",1
2018-04-01,170302,"170101A101","A97.0","D",1
2018-04-01,170101,"170101A101","A97.1","D",78
2018-04-01,170102,"170101A101","A97.1","D",3
2018-04-01,170103,"170101A101","A97.1","D",12
2018-04-01,170104,"170101A101","A97.1","D",4
2018-04-01,170203,"170101A101","A97.1","D",2
2018-04-01,170204,"170101A101","A97.1","D",1
2018-04-01,170302,"170101A101","A97.1","D",1
2018-04-01,170303,"170101A101","A97.1","D",1
2018-04-01,170101,"170101A201","A97.0","C",15
2018-04-01,170101,"170101A201","A97.0","D",126
2018-04-01,170103,"170101A201","A97.0","D",2
2018-04-01,170101,"170101A202","A97.0","C",14
2018-04-01,170103,"170101A202","A97.0","C",1
2018-04-01,170101,"170101A202","A97.0","D",94
2018-04-01,170102,"170101A202","A97.0","D",1
2018-04-01,170103,"170101A202","A97.0","D",1
2018-04-01,170101,"170101A202","A97.0","P",1
2018-04-01,170101,"170101A306","A97.0","C",11
2018-04-01,170101,"170101A306","A97.0","D",66
2018-04-01,170103,"170101A306","A97.0","D",1
2018-04-01,170101,"170101A307","A97.0","D",1
2018-04-01,170101,"170101A308","A97.0","C",1
2018-04-01,170101,"170101A308","A97.0","D",1
2018-04-01,170101,"170101A324","A97.0","C",1
2018-04-01,170101,"170101A324","A97.0","D",6
2018-04-01,170101,"170101C101","A97.0","C",11
2018-04-01,170101,"170101C101","A97.1","C",13
2018-04-01,170101,"170101C101","A97.0","D",36
2018-04-01,170101,"170101C101","A97.1","D",4
2018-04-01,170102,"170102A201","A97.0","C",1
2018-04-01,170101,"170102A201","A97.0","D",1
2018-04-01,170102,"170102A201","A97.0","D",19
2018-04-01,170102,"170102A301","A97.0","D",2
2018-04-01,170102,"170102A308","A97.0","C",3
2018-04-01,170102,"170102A308","A97.0","D",2
2018-04-01,170102,"170102A310","A97.0","D",9
2018-04-01,170102,"170102A313","A97.0","C",1
2018-04-01,170102,"170102A313","A97.0","D",4
2018-04-01,170103,"170103A201","A97.0","D",16
2018-04-01,170103,"170103A202","A97.0","D",16
2018-04-01,170303,"170103A202","A97.0","D",1
2018-04-01,170101,"170103A301","A97.0","C",1
2018-04-01,170103,"170103A301","A97.0","C",2
2018-04-01,170101,"170103A301","A97.0","D",1
2018-04-01,170103,"170103A301","A97.0","D",11
2018-04-01,170103,"170103A301","A97.1","D",1
2018-04-01,170103,"170103A303","A97.0","C",1
2018-04-01,170103,"170103A303","A97.0","D",2
2018-04-01,170103,"170103A304","A97.0","D",1
2018-04-01,170104,"170104A201","A97.0","C",3
2018-04-01,170101,"170104A201","A97.0","D",1
2018-04-01,170104,"170104A201","A97.0","D",19
2018-04-01,170104,"170104A301","A97.0","D",1
2018-04-01,170104,"170104A302","A97.0","D",3
2018-04-01,170104,"170104A305","A97.0","D",3
2018-04-01,170203,"170203A201","A97.0","C",2
2018-04-01,170203,"170203A201","A97.0","D",11
2018-04-01,170203,"170203A307","A97.0","D",4
2018-04-01,170204,"170204A201","A97.0","C",18
2018-04-01,170204,"170204A201","A97.1","C",1
2018-04-01,170204,"170204A201","A97.0","D",42
2018-04-01,170204,"170204A302","A97.0","D",9
2018-04-01,170204,"170204A304","A97.0","D",1
2018-04-01,170204,"170204A305","A97.0","D",10
2018-04-01,170204,"170204A306","A97.0","C",2
2018-04-01,170302,"170301A201","A97.0","C",1
2018-04-01,170301,"170301A201","A97.0","D",11
2018-04-01,170301,"170301A301","A97.0","D",1
2018-04-01,170302,"170302A101","A97.0","C",1
2018-04-01,170302,"170302A101","A97.0","D",19
2018-04-01,170303,"170302A101","A97.0","D",1
2018-04-01,170302,"170302A307","A97.0","D",1
2018-04-01,170301,"170303A201","A97.0","C",1
2018-04-01,170301,"170303A201","A97.0","D",1
2018-05-01,170102,"080101A101","A97.0","D",1
2018-05-01,170104,"080106A201","A97.0","D",1
2018-05-01,170204,"080108C101","A97.1","D",1
2018-05-01,170102,"080901A101","A97.0","D",3
2018-05-01,170203,"080901A101","A97.0","D",1
2018-05-01,170101,"080904A303","A97.0","D",1
2018-05-01,170101,"081211A201","A97.0","D",1
2018-05-01,170101,"170101A101","A97.0","C",6
2018-05-01,170103,"170101A101","A97.0","C",1
2018-05-01,170101,"170101A101","A97.1","C",19
2018-05-01,170102,"170101A101","A97.1","C",1
2018-05-01,170103,"170101A101","A97.1","C",3
2018-05-01,170101,"170101A101","A97.0","D",24
2018-05-01,170102,"170101A101","A97.0","D",1
2018-05-01,170103,"170101A101","A97.0","D",1
2018-05-01,170203,"170101A101","A97.0","D",1
2018-05-01,170101,"170101A101","A97.1","D",26
2018-05-01,170102,"170101A101","A97.1","D",1
2018-05-01,170103,"170101A101","A97.1","D",1
2018-05-01,170203,"170101A101","A97.1","D",1
2018-05-01,170204,"170101A101","A97.1","D",1
2018-05-01,170101,"170101A101","A97.2","D",1
2018-05-01,170101,"170101A201","A97.0","C",2
2018-05-01,170102,"170101A201","A97.0","C",1
2018-05-01,170101,"170101A201","A97.0","D",59
2018-05-01,170103,"170101A201","A97.0","D",1
2018-05-01,170101,"170101A202","A97.0","C",9
2018-05-01,170101,"170101A202","A97.0","D",60
2018-05-01,170103,"170101A202","A97.0","D",1
2018-05-01,170104,"170101A202","A97.0","D",1
2018-05-01,170101,"170101A303","A97.0","D",2
2018-05-01,170101,"170101A306","A97.0","C",2
2018-05-01,170101,"170101A306","A97.0","D",23
2018-05-01,170303,"170101A306","A97.0","D",1
2018-05-01,170101,"170101A307","A97.0","D",1
2018-05-01,170101,"170101A320","A97.0","D",3
2018-05-01,170101,"170101A324","A97.0","C",1
2018-05-01,170101,"170101A324","A97.0","D",6
2018-05-01,170101,"170101A325","A97.0","D",1
2018-05-01,170101,"170101C101","A97.0","C",5
2018-05-01,170101,"170101C101","A97.1","C",8
2018-05-01,170101,"170101C101","A97.0","D",9
2018-05-01,170101,"170101C101","A97.1","D",3
2018-05-01,170102,"170102A201","A97.0","C",2
2018-05-01,170102,"170102A201","A97.0","D",1
2018-05-01,170102,"170102A308","A97.0","D",2
2018-05-01,170102,"170102A310","A97.0","C",1
2018-05-01,170102,"170102A310","A97.0","D",5
2018-05-01,170101,"170103A201","A97.0","D",2
2018-05-01,170103,"170103A201","A97.0","D",2
2018-05-01,170103,"170103A202","A97.0","D",12
