"month","UBIGEO","e_salud","dx_code","dx_type","dengue_cases"
2000-05-01,170101,"170101A318","A97.0","D",1
2000-08-01,170101,"170101A318","A97.0","C",5
2000-08-01,170101,"170101A318","A97.0","D",4
2000-09-01,170101,"170101A318","A97.0","C",15
2000-09-01,170101,"170101A318","A97.0","D",23
2000-10-01,170101,"170101A318","A97.0","C",1
2000-10-01,170101,"170101A318","A97.0","D",3
2001-01-01,170101,"170101A318","A97.0","C",2
2001-02-01,170101,"170101A101","A97.0","P",1
2001-02-01,170101,"170101A318","A97.0","C",2
2001-02-01,170101,"170101A318","A97.0","D",1
2001-03-01,170302,"170101A101","A97.0","D",1
2001-03-01,170101,"170101A318","A97.0","C",4
2001-03-01,170101,"170101A318","A97.0","D",17
2001-03-01,170101,"170101A318","A97.0","P",1
2001-04-01,170203,"150122D103","A97.0","D",1
2001-04-01,170101,"170101A101","A97.0","C",6
2001-04-01,170103,"170101A101","A97.0","C",2
2001-04-01,170303,"170101A101","A97.0","C",1
2001-04-01,170101,"170101A101","A97.0","D",3
2001-04-01,170103,"170101A101","A97.0","D",1
2001-04-01,170101,"170101A101","A97.0","P",1
2001-04-01,170101,"170101A318","A97.0","C",1
2001-04-01,170101,"170101A318","A97.0","D",4
2001-04-01,170101,"170101A318","A97.0","P",1
2001-04-01,170302,"170302A101","A97.0","P",1
2001-05-01,170101,"170101A318","A97.0","D",1
2001-05-01,170101,"170101A318","A97.0","P",3
2001-06-01,170101,"170101A328","A97.0","P",1
2001-07-01,170101,"170101A101","A97.0","C",1
2001-07-01,170101,"170101A101","A97.0","D",1
2001-07-01,170101,"170101A318","A97.0","C",1
2001-07-01,170101,"170101A318","A97.0","D",7
2001-07-01,170101,"170101A318","A97.0","P",1
2001-08-01,170101,"170101A101","A97.0","D",1
2001-08-01,170103,"170101A101","A97.0","D",1
2001-08-01,170101,"170101A318","A97.0","D",1
2001-09-01,170101,"170101A318","A97.0","P",1
2001-10-01,170101,"170101A101","A97.0","D",1
2001-10-01,170101,"170101A101","A97.0","P",2
2001-10-01,170101,"170101A318","A97.0","C",1
2001-10-01,170302,"170101A318","A97.0","C",1
2001-10-01,170101,"170101A318","A97.0","D",1
2001-10-01,170101,"170101A318","A97.0","P",9
2001-11-01,170101,"170101A318","A97.0","P",50
2001-11-01,170302,"170101A318","A97.0","P",1
2001-11-01,170302,"170302A101","A97.0","C",1
2001-11-01,170302,"170302A101","A97.0","P",1
2001-12-01,170101,"170101A101","A97.0","P",1
2001-12-01,170101,"170101A318","A97.0","P",1
2001-12-01,170302,"170302A101","A97.0","P",4
2002-01-01,170101,"170101A101","A97.0","D",6
2002-01-01,170101,"170101A318","A97.0","C",1
2002-01-01,170101,"170101A318","A97.0","D",27
2002-01-01,170103,"170101A318","A97.0","D",1
2002-01-01,170101,"170101A327","A97.0","D",4
2002-01-01,170101,"170101A328","A97.0","D",3
2002-01-01,170302,"170302A101","A97.0","D",1
2002-02-01,170101,"170101A101","A97.0","C",1
2002-02-01,170103,"170101A101","A97.0","D",1
2002-02-01,170101,"170101A202","A97.0","D",1
2002-02-01,170101,"170101A310","A97.0","C",1
2002-02-01,170101,"170101A310","A97.0","D",2
2002-02-01,170101,"170101A318","A97.0","C",1
2002-02-01,170101,"170101A318","A97.0","D",4
2002-03-01,170101,"170101A101","A97.0","D",6
2002-03-01,170101,"170101A202","A97.0","D",1
2002-03-01,170101,"170101A318","A97.0","D",5
2002-03-01,170101,"170101C101","A97.0","D",5
2002-03-01,170303,"170103A202","A97.0","D",1
2002-04-01,170203,"150107A201","A97.0","D",1
2002-04-01,170101,"170101A101","A97.0","C",1
2002-04-01,170303,"170101A101","A97.0","C",1
2002-04-01,170101,"170101A101","A97.0","D",4
2002-04-01,170101,"170101A201","A97.0","D",3
2002-04-01,170101,"170101A202","A97.0","D",1
2002-04-01,170101,"170101C101","A97.0","D",2
2002-05-01,170203,"170101A101","A97.0","C",1
2002-05-01,170302,"170101A101","A97.0","D",3
2002-06-01,170203,"170101A101","A97.0","D",1
2002-06-01,170101,"170101A201","A97.0","D",1
2002-08-01,170201,"170201A201","A97.0","C",1
2002-09-01,170101,"170101A101","A97.0","C",1
2002-10-01,170101,"170101A101","A97.0","C",1
2002-10-01,170101,"170101A201","A97.0","C",1
2002-10-01,170101,"170101A201","A97.0","D",1
2002-11-01,170102,"170101A101","A97.0","C",1
2002-11-01,170101,"170101A201","A97.0","D",1
2002-12-01,170101,"170101A101","A97.0","D",1
2002-12-01,170101,"170101A318","A97.0","D",1
2002-12-01,170102,"170102A201","A97.0","D",1
2002-12-01,170302,"170302A101","A97.0","D",1
2003-01-01,170204,"170204A201","A97.0","D",1
2003-01-01,170302,"170302A101","A97.0","D",1
2003-02-01,170101,"170101A101","A97.0","D",1
2003-03-01,170101,"170101A101","A97.0","D",2
2003-03-01,170203,"170102A201","A97.0","D",1
2003-04-01,170101,"170101A101","A97.0","D",2
2003-04-01,170303,"170101A101","A97.0","D",1
2003-05-01,170101,"170101A101","A97.0","D",1
2003-05-01,170301,"170302A101","A97.0","D",1
2003-05-01,170302,"170302A101","A97.0","D",1
2003-06-01,170302,"170302A101","A97.0","D",1
2003-07-01,170302,"170302A101","A97.0","D",1
2003-08-01,170101,"170101A202","A97.0","D",1
2003-08-01,170302,"170302A101","A97.0","D",3
2003-09-01,170103,"170103A202","A97.0","D",2
2003-10-01,170101,"170101A202","A97.0","D",1
2003-11-01,170101,"170101A201","A97.0","D",2
2003-12-01,170101,"170101A202","A97.0","D",1
2004-01-01,170101,"170101A202","A97.0","D",1
2004-02-01,170101,"170101A201","A97.0","D",1
2004-02-01,170102,"170101A201","A97.0","D",1
2004-02-01,170101,"170101A318","A97.0","D",6
2004-03-01,170101,"170101A201","A97.0","D",6
2004-03-01,170101,"170101A318","A97.0","D",4
2004-11-01,170101,"170101A101","A97.0","D",1
2005-01-01,170101,"170101A101","A97.0","C",2
2005-02-01,170101,"170101A201","A97.0","C",1
2005-03-01,170101,"170101A202","A97.0","D",1
2005-03-01,170101,"170101A318","A97.0","C",2
2005-03-01,170101,"170302A101","A97.0","C",1
2005-04-01,170101,"170101A101","A97.0","C",6
2005-04-01,170101,"170101A101","A97.0","D",3
2005-04-01,170101,"170101A201","A97.0","D",1
2005-04-01,170101,"170101A202","A97.0","C",42
2005-04-01,170101,"170101A202","A97.0","D",20
2005-04-01,170101,"170101A318","A97.0","C",18
2005-04-01,170101,"170101A318","A97.0","D",1
2005-04-01,170101,"170103A202","A97.0","D",1
2005-04-01,170103,"170103A202","A97.0","D",2
2005-04-01,170104,"170104A201","A97.0","D",1
2005-04-01,170101,"170302A101","A97.0","C",1
2005-04-01,170302,"170302A101","A97.0","D",2
2005-04-01,170303,"170302A101","A97.0","D",1
2005-05-01,170101,"150121A101","A97.0","D",1
2005-05-01,170101,"170101A101","A97.0","C",3
2005-05-01,170101,"170101A101","A97.0","D",19
2005-05-01,170103,"170101A101","A97.0","D",1
2005-05-01,170101,"170101A201","A97.0","D",2
2005-05-01,170101,"170101A318","A97.0","C",9
2005-05-01,170101,"170101A318","A97.0","D",5
2005-06-01,170101,"170101A101","A97.0","D",13
2005-06-01,170104,"170101A101","A97.0","D",1
2005-07-01,170101,"170101A101","A97.0","D",5
2005-07-01,170104,"170101A101","A97.0","D",1
2006-05-01,170101,"170101A101","A97.0","P",2
2007-01-01,170204,"150137A202","A97.0","D",1
2007-01-01,170101,"170101A101","A97.0","C",14
2007-01-01,170101,"170101A101","A97.0","P",1
2007-01-01,170101,"170101A201","A97.0","C",1
2007-01-01,170101,"170101A202","A97.0","C",1
2007-01-01,170101,"170101A204","A97.0","C",1
2007-02-01,170101,"170101A101","A97.0","C",34
2007-02-01,170101,"170101A101","A97.0","D",1
2007-02-01,170101,"170101A101","A97.0","P",5
2007-02-01,170101,"170101A201","A97.0","C",22
2007-02-01,170101,"170101A202","A97.0","C",10
2007-02-01,170101,"170101A204","A97.0","C",3
2007-02-01,170302,"170302A101","A97.0","C",1
2007-03-01,170101,"170101A101","A97.0","C",12
2007-03-01,170101,"170101A101","A97.0","P",1
2007-03-01,170101,"170101A201","A97.0","C",3
2007-03-01,170101,"170101A201","A97.0","P",27
2007-03-01,170101,"170101A202","A97.0","C",28
2007-03-01,170302,"170302A101","A97.0","C",6
2007-03-01,170302,"170302A101","A97.0","D",1
2007-03-01,170302,"170302A101","A97.0","P",3
2007-04-01,170101,"170101A101","A97.0","C",8
2007-04-01,170103,"170101A101","A97.0","C",2
2007-04-01,170104,"170101A101","A97.0","C",1
2007-04-01,170101,"170101A101","A97.0","P",3
2007-04-01,170101,"170101A201","A97.0","C",2
2007-04-01,170101,"170101A201","A97.0","P",4
2007-04-01,170101,"170101A202","A97.0","C",20
2007-04-01,170101,"170101A202","A97.0","P",20
2007-04-01,170101,"170101A204","A97.0","C",5
2007-04-01,170101,"170101A204","A97.0","P",3
2007-04-01,170101,"170101C101","A97.0","C",1
2007-04-01,170101,"170101C101","A97.0","P",1
2007-04-01,170103,"170103A301","A97.0","C",1
2007-04-01,170302,"170302A101","A97.0","C",9
2007-04-01,170302,"170302A101","A97.0","P",18
2007-05-01,170101,"170101A101","A97.0","C",2
2007-05-01,170101,"170101A201","A97.0","C",2
2007-05-01,170101,"170101A202","A97.0","C",1
2007-05-01,170101,"170101A202","A97.0","P",10
2007-08-01,170101,"170101A101","A97.0","C",2
2007-08-01,170101,"170101A201","A97.0","P",1
2007-09-01,170203,"150135A101","A97.0","D",1
2007-10-01,170101,"150111A101","A97.0","C",1
2007-11-01,170101,"170101A101","A97.0","C",1
2007-11-01,170104,"170101A101","A97.0","C",1
2007-11-01,170101,"170101A201","A97.0","P",1
2007-11-01,170101,"170302A101","A97.0","C",1
2007-12-01,170101,"170101A101","A97.0","C",10
2007-12-01,170302,"170101A101","A97.0","C",1
2007-12-01,170101,"170101A201","A97.0","P",1
2007-12-01,170102,"170102A201","A97.0","C",1
2007-12-01,170101,"170103A202","A97.0","C",1
2007-12-01,170104,"170104A201","A97.0","C",2
2007-12-01,170301,"170301A201","A97.0","C",2
2007-12-01,170101,"170302A101","A97.0","C",1
2007-12-01,170302,"170302A101","A97.0","C",1
2008-01-01,170101,"150115C105","A97.0","D",1
2008-01-01,170101,"170101A101","A97.0","C",13
2008-01-01,170302,"170101A101","A97.0","C",2
2008-01-01,170101,"170101A201","A97.0","C",5
2008-01-01,170101,"170101A201","A97.0","D",10
2008-01-01,170302,"170101A201","A97.0","D",2
2008-02-01,170101,"170101A101","A97.0","C",1
2008-02-01,170101,"170101A201","A97.0","C",3
2008-02-01,170302,"170101A201","A97.0","C",1
2008-02-01,170302,"170101A201","A97.0","D",1
2008-02-01,170102,"170102A201","A97.0","D",1
2008-03-01,170101,"170101A202","A97.0","D",1
2008-03-01,170302,"200101A305","A97.0","D",1
2008-04-01,170101,"150101A101","A97.0","D",1
2008-04-01,170102,"170102A201","A97.0","C",1
2008-04-01,170302,"170302A101","A97.0","D",2
2008-05-01,170101,"170101A101","A97.0","C",2
2008-06-01,170204,"150111A101","A97.0","D",1
2008-06-01,170101,"150121A101","A97.0","D",1
2008-06-01,170101,"170101A101","A97.0","C",2
2008-07-01,170103,"150131X102","A97.0","D",1
2008-08-01,170101,"170101A101","A97.0","C",1
2008-09-01,170203,"150135A101","A97.0","D",1
2008-09-01,170101,"170101A101","A97.0","C",1
2008-11-01,170102,"170102A201","A97.0","D",2
2008-11-01,170204,"170102A201","A97.0","D",1
2008-11-01,170104,"170104A201","A97.0","D",1
2008-12-01,170101,"170101A101","A97.0","C",9
2008-12-01,170104,"170101A101","A97.0","C",1
2008-12-01,170101,"170101A204","A97.0","C",1
2008-12-01,170102,"170102A201","A97.0","D",1
2008-12-01,170302,"170103A201","A97.0","C",1
2008-12-01,170104,"170104A201","A97.0","D",1
2008-12-01,170302,"170302A101","A97.0","C",1
2008-12-01,170302,"170302A101","A97.0","D",1
2008-12-01,170302,"200101A310","A97.0","D",1
2009-01-01,170101,"170101A101","A97.0","C",8
2009-01-01,170101,"170101A101","A97.0","D",1
2009-01-01,170101,"170101A201","A97.0","C",8
2009-01-01,170101,"170101A201","A97.0","D",1
2009-01-01,170101,"170101A202","A97.0","C",3
2009-01-01,170101,"170101A204","A97.0","C",1
2009-01-01,170101,"170101A306","A97.0","C",2
2009-01-01,170102,"170102A201","A97.0","D",1
2009-01-01,170103,"170103A201","A97.0","C",2
2009-01-01,170104,"170104A201","A97.0","C",3
2009-01-01,170104,"170104A201","A97.0","D",2
2009-01-01,170204,"170204A201","A97.0","D",1
2009-01-01,170301,"170301A201","A97.0","C",1
2009-01-01,170301,"170301A201","A97.0","D",6
2009-01-01,170302,"170302A101","A97.0","C",3
2009-01-01,170301,"170302A101","A97.0","D",2
2009-01-01,170302,"170302A101","A97.0","D",12
2009-01-01,170302,"170302A305","A97.0","D",1
2009-01-01,170101,"200101A310","A97.0","C",1
2009-02-01,170101,"080701A101","A97.0","C",1
2009-02-01,170301,"150136A301","A97.0","C",1
2009-02-01,170101,"170101A101","A97.0","C",18
2009-02-01,170102,"170101A101","A97.0","C",1
2009-02-01,170103,"170101A101","A97.0","C",1
2009-02-01,170301,"170101A101","A97.0","C",1
2009-02-01,170302,"170101A101","A97.0","C",2
2009-02-01,170101,"170101A101","A97.0","D",3
2009-02-01,170101,"170101A201","A97.0","C",5
2009-02-01,170101,"170101A201","A97.0","D",2
2009-02-01,170101,"170101A202","A97.0","C",4
2009-02-01,170101,"170101A202","A97.0","D",4
2009-02-01,170102,"170102A201","A97.0","D",4
2009-02-01,170103,"170103A303","A97.0","D",1
2009-02-01,170101,"170203A306","A97.0","C",1
2009-02-01,170301,"170301A201","A97.0","C",1
2009-02-01,170301,"170301A201","A97.0","D",40
2009-02-01,170302,"170301A201","A97.0","D",1
2009-02-01,170302,"170302A101","A97.0","C",7
2009-02-01,170301,"170302A101","A97.0","D",5
2009-02-01,170302,"170302A101","A97.0","D",26
2009-02-01,170301,"170302A304","A97.0","C",1
2009-02-01,170302,"200101A310","A97.0","D",2
2009-03-01,170203,"150101A101","A97.0","D",1
2009-03-01,170101,"150135A101","A97.0","D",1
2009-03-01,170101,"170101A101","A97.0","C",6
2009-03-01,170101,"170101A201","A97.0","C",8
2009-03-01,170101,"170101A201","A97.0","D",6
2009-03-01,170102,"170101A201","A97.0","D",1
2009-03-01,170101,"170101A202","A97.0","C",2
2009-03-01,170101,"170101A202","A97.0","D",3
2009-03-01,170101,"170101A204","A97.0","D",1
2009-03-01,170302,"170101A333","A97.0","D",1
2009-03-01,170103,"170103A202","A97.0","D",4
2009-03-01,170101,"170302A101","A97.0","C",1
2009-03-01,170301,"170302A101","A97.0","C",1
2009-03-01,170302,"170302A101","A97.0","C",25
2009-03-01,170302,"170302A101","A97.0","D",38
2009-03-01,170303,"170303A201","A97.0","D",1
2009-03-01,170302,"200101A310","A97.0","D",2
2009-03-01,170302,"200101A313","A97.0","C",1
2009-03-01,170101,"9999999092","A97.0","D",2
2009-04-01,170302,"080106A201","A97.0","D",1
2009-04-01,170101,"170101A101","A97.0","C",5
2009-04-01,170104,"170101A101","A97.0","C",1
2009-04-01,170101,"170101A101","A97.0","D",1
2009-04-01,170101,"170101A201","A97.0","C",1
2009-04-01,170101,"170101A201","A97.0","D",3
2009-04-01,170102,"170102A201","A97.0","C",1
2009-04-01,170103,"170103A202","A97.0","D",1
2009-04-01,170104,"170104A201","A97.0","D",1
2009-04-01,170203,"170203A201","A97.0","D",1
2009-04-01,170302,"170302A101","A97.0","C",3
2009-04-01,170101,"170302A101","A97.0","D",1
2009-04-01,170301,"170302A101","A97.0","D",1
2009-04-01,170302,"170302A101","A97.0","D",17
2009-04-01,170303,"170302A101","A97.0","D",1
2009-04-01,170302,"200101A310","A97.0","D",1
2009-05-01,170101,"150115A101","A97.0","D",1
2009-05-01,170101,"170101A201","A97.0","D",3
2009-05-01,170301,"170301A201","A97.0","C",1
2009-05-01,170101,"170302A101","A97.0","C",1
2009-05-01,170302,"170302A101","A97.0","C",6
2009-05-01,170301,"170302A101","A97.0","D",1
2009-05-01,170302,"170302A101","A97.0","D",5
2009-05-01,170302,"200101A310","A97.0","D",1
2009-06-01,170101,"170101A201","A97.0","C",1
2009-06-01,170101,"170101A201","A97.0","D",8
2009-06-01,170102,"170102A201","A97.0","D",1
2009-06-01,170201,"170201A201","A97.0","D",1
2009-06-01,170302,"170302A101","A97.0","C",2
2009-06-01,170302,"170302A101","A97.0","D",5
2009-06-01,170101,"9999999093","A97.0","D",1
2009-07-01,170101,"170101A101","A97.0","C",1
2009-07-01,170101,"170101A201","A97.0","D",3
2009-07-01,170302,"170302A101","A97.0","D",2
2009-08-01,170101,"170101A101","A97.0","C",3
2009-08-01,170302,"170101A101","A97.0","C",1
2009-08-01,170101,"170101A101","A97.0","D",1
2009-08-01,170101,"170101A201","A97.0","D",4
2009-08-01,170302,"170302A101","A97.0","C",2
2009-08-01,170301,"170302A101","A97.0","D",1
2009-08-01,170302,"170302A101","A97.0","D",4
2009-08-01,170302,"200101A313","A97.0","D",1
2009-09-01,170101,"170101A101","A97.0","C",6
2009-09-01,170102,"170101A101","A97.0","C",1
2009-09-01,170103,"170101A101","A97.0","C",1
2009-09-01,170203,"170101A101","A97.0","C",1
2009-09-01,170101,"170101A101","A97.0","D",1
2009-09-01,170102,"170101A101","A97.0","D",1
2009-09-01,170104,"170101A201","A97.0","C",1
2009-09-01,170101,"170101A201","A97.0","D",5
2009-09-01,170102,"170102A201","A97.0","D",1
2009-09-01,170101,"170103A201","A97.0","C",2
2009-09-01,170103,"170103A201","A97.0","D",1
2009-09-01,170302,"170302A101","A97.0","C",2
2009-09-01,170302,"170302A101","A97.0","D",6
2009-10-01,170104,"080701A101","A97.0","C",1
2009-10-01,170101,"170101A101","A97.0","C",42
2009-10-01,170102,"170101A101","A97.0","C",1
2009-10-01,170104,"170101A101","A97.0","C",1
2009-10-01,170101,"170101A201","A97.0","C",7
2009-10-01,170101,"170101A201","A97.0","D",5
2009-10-01,170102,"170102A201","A97.0","C",2
2009-10-01,170302,"170103A201","A97.0","D",1
2009-10-01,170104,"170104A201","A97.0","C",14
2009-10-01,170204,"170204A201","A97.0","C",2
2009-10-01,170301,"170301A201","A97.0","D",1
2009-10-01,170302,"170302A101","A97.0","C",9
2009-10-01,170302,"170302A101","A97.0","D",12
2009-11-01,170101,"170101A101","A97.0","C",140
2009-11-01,170102,"170101A101","A97.0","C",1
2009-11-01,170104,"170101A101","A97.0","C",5
2009-11-01,170204,"170101A101","A97.0","C",1
2009-11-01,170101,"170101A101","A97.2","C",1
2009-11-01,170101,"170101A101","A97.0","D",41
2009-11-01,170203,"170101A101","A97.0","D",1
2009-11-01,170101,"170101A201","A97.0","C",156
2009-11-01,170103,"170101A201","A97.0","C",1
2009-11-01,170104,"170101A201","A97.0","C",2
2009-11-01,170101,"170101A201","A97.0","D",102
2009-11-01,170101,"170101A202","A97.0","C",27
2009-11-01,170104,"170101A202","A97.0","C",1
2009-11-01,170101,"170101A202","A97.0","D",7
2009-11-01,170101,"170101A204","A97.0","C",4
2009-11-01,170101,"170101A306","A97.0","C",5
2009-11-01,170101,"170101C101","A97.0","C",6
2009-11-01,170101,"170101C101","A97.0","D",1
2009-11-01,170102,"170102A201","A97.0","D",1
2009-11-01,170103,"170103A201","A97.0","C",2
2009-11-01,170103,"170103A201","A97.0","D",3
2009-11-01,170103,"170103A202","A97.0","C",1
2009-11-01,170101,"170104A201","A97.0","C",1
2009-11-01,170104,"170104A201","A97.0","C",20
2009-11-01,170104,"170104A201","A97.0","D",1
2009-11-01,170103,"170203A201","A97.0","C",1
2009-11-01,170204,"170204A201","A97.0","D",2
2009-11-01,170301,"170301A201","A97.0","D",2
2009-11-01,170302,"170302A101","A97.0","C",7
2009-11-01,170302,"170302A101","A97.0","D",22
2009-11-01,170303,"170302A101","A97.0","D",1
2009-11-01,170303,"170303A201","A97.0","D",1
2009-11-01,170101,"9999999092","A97.0","D",2
2009-11-01,170101,"9999999093","A97.0","D",1
2009-12-01,170102,"140101A209","A97.0","D",1
2009-12-01,170101,"170101A101","A97.0","C",74
2009-12-01,170103,"170101A101","A97.0","C",2
2009-12-01,170101,"170101A101","A97.0","D",117
2009-12-01,170102,"170101A101","A97.0","D",2
2009-12-01,170103,"170101A101","A97.0","D",1
2009-12-01,170101,"170101A201","A97.0","C",55
2009-12-01,170102,"170101A201","A97.0","C",2
2009-12-01,170103,"170101A201","A97.0","C",1
2009-12-01,170101,"170101A201","A97.0","D",148
2009-12-01,170102,"170101A201","A97.0","D",1
2009-12-01,170103,"170101A201","A97.0","D",1
2009-12-01,170101,"170101A202","A97.0","C",7
2009-12-01,170101,"170101A204","A97.0","C",4
2009-12-01,170101,"170101A204","A97.0","D",1
2009-12-01,170101,"170101A303","A97.0","D",1
2009-12-01,170101,"170101A306","A97.0","C",4
2009-12-01,170101,"170101C101","A97.0","C",16
2009-12-01,170302,"170101C101","A97.0","C",1
2009-12-01,170101,"170101C101","A97.0","D",2
2009-12-01,170102,"170102A201","A97.0","C",1
2009-12-01,170103,"170103A201","A97.0","D",13
2009-12-01,170103,"170103A202","A97.0","D",2
2009-12-01,170103,"170103A303","A97.0","D",1
2009-12-01,170104,"170104A201","A97.0","D",8
2009-12-01,170204,"170204A201","A97.0","C",1
2009-12-01,170204,"170204A201","A97.0","D",1
2009-12-01,170101,"170301A201","A97.0","D",1
2009-12-01,170103,"170302A101","A97.0","C",1
2009-12-01,170302,"170302A101","A97.0","C",4
2009-12-01,170302,"170302A101","A97.0","D",33
2009-12-01,170303,"170302A101","A97.0","D",1
2009-12-01,170302,"170302A305","A97.0","D",1
2009-12-01,170101,"200101A313","A97.0","C",1
2009-12-01,170303,"200101A313","A97.0","D",1
2010-01-01,170101,"070102A101","A97.0","D",1
2010-01-01,170101,"080101A101","A97.0","D",1
2010-01-01,170101,"170101A101","A97.0","C",31
2010-01-01,170102,"170101A101","A97.0","C",2
2010-01-01,170103,"170101A101","A97.0","C",5
2010-01-01,170203,"170101A101","A97.0","C",1
2010-01-01,170204,"170101A101","A97.0","C",1
2010-01-01,170101,"170101A101","A97.0","D",37
2010-01-01,170102,"170101A101","A97.0","D",1
2010-01-01,170101,"170101A201","A97.0","C",22
2010-01-01,170103,"170101A201","A97.0","C",1
2010-01-01,170104,"170101A201","A97.0","C",1
2010-01-01,170101,"170101A201","A97.0","D",24
2010-01-01,170101,"170101A202","A97.0","C",9
2010-01-01,170101,"170101A204","A97.0","D",1
2010-01-01,170101,"170101A306","A97.0","C",3
2010-01-01,170101,"170101C101","A97.0","C",9
2010-01-01,170101,"170101C101","A97.2","C",1
2010-01-01,170101,"170101C101","A97.0","D",1
2010-01-01,170102,"170102A201","A97.0","C",3
2010-01-01,170102,"170102A201","A97.0","D",5
2010-01-01,170102,"170102A307","A97.0","C",1
2010-01-01,170103,"170103A201","A97.0","D",2
2010-01-01,170103,"170103A202","A97.0","D",1
2010-01-01,170101,"170103A301","A97.0","C",1
2010-01-01,170103,"170103A301","A97.0","C",8
2010-01-01,170104,"170104A201","A97.0","C",2
2010-01-01,170203,"170203A306","A97.0","C",1
2010-01-01,170204,"170204A201","A97.0","D",2
2010-01-01,170301,"170301A201","A97.0","C",3
2010-01-01,170301,"170301A201","A97.0","D",2
2010-01-01,170302,"170302A101","A97.0","C",18
2010-01-01,170302,"170302A101","A97.0","D",31
2010-01-01,170303,"170303A201","A97.0","D",1
2010-02-01,170101,"040201A101","A97.0","C",1
2010-02-01,170101,"070102A101","A97.0","D",1
2010-02-01,170101,"150135A101","A97.0","C",1
2010-02-01,170204,"150135A101","A97.0","C",1
2010-02-01,170101,"150135A101","A97.0","D",1
2010-02-01,170101,"170101A101","A97.0","C",22
2010-02-01,170103,"170101A101","A97.0","C",2
2010-02-01,170303,"170101A101","A97.0","C",1
2010-02-01,170101,"170101A101","A97.0","D",35
2010-02-01,170102,"170101A101","A97.0","D",2
2010-02-01,170103,"170101A101","A97.0","D",2
2010-02-01,170104,"170101A101","A97.0","D",2
2010-02-01,170203,"170101A101","A97.0","D",1
2010-02-01,170101,"170101A201","A97.0","C",18
2010-02-01,170103,"170101A201","A97.0","C",1
2010-02-01,170101,"170101A201","A97.0","D",20
2010-02-01,170101,"170101A202","A97.0","C",5
2010-02-01,170101,"170101C101","A97.0","C",14
2010-02-01,170101,"170101C101","A97.0","D",1
2010-02-01,170103,"170101C101","A97.0","D",1
2010-02-01,170102,"170102A201","A97.0","C",3
2010-02-01,170103,"170103A301","A97.0","C",2
2010-02-01,170103,"170103A301","A97.0","D",1
2010-02-01,170104,"170104A201","A97.0","C",5
2010-02-01,170204,"170204A201","A97.0","C",5
2010-02-01,170301,"170301A201","A97.0","C",3
2010-02-01,170301,"170301A201","A97.0","D",1
2010-02-01,170301,"170302A101","A97.0","C",2
2010-02-01,170302,"170302A101","A97.0","C",20
2010-02-01,170303,"170302A101","A97.0","C",1
2010-02-01,170301,"170302A101","A97.0","D",1
2010-02-01,170302,"170302A101","A97.0","D",44
2010-02-01,170303,"170302A101","A97.0","D",2
2010-03-01,170101,"080101A101","A97.0","D",3
2010-03-01,170101,"170101A101","A97.0","C",62
2010-03-01,170102,"170101A101","A97.0","C",3
2010-03-01,170103,"170101A101","A97.0","C",1
2010-03-01,170104,"170101A101","A97.0","C",3
2010-03-01,170204,"170101A101","A97.0","C",1
2010-03-01,170301,"170101A101","A97.0","C",1
2010-03-01,170302,"170101A101","A97.0","C",4
2010-03-01,170101,"170101A101","A97.0","D",38
2010-03-01,170102,"170101A101","A97.0","D",1
2010-03-01,170103,"170101A101","A97.0","D",1
2010-03-01,170104,"170101A101","A97.0","D",1
2010-03-01,170203,"170101A101","A97.0","D",1
2010-03-01,170101,"170101A201","A97.0","C",29
2010-03-01,170103,"170101A201","A97.0","C",1
2010-03-01,170101,"170101A201","A97.0","D",10
2010-03-01,170103,"170101A201","A97.0","D",1
2010-03-01,170101,"170101A202","A97.0","C",8
2010-03-01,170101,"170101A306","A97.0","C",1
2010-03-01,170101,"170101A308","A97.0","D",4
2010-03-01,170101,"170101A324","A97.0","D",1
2010-03-01,170101,"170101C101","A97.0","C",13
2010-03-01,170301,"170101C101","A97.0","C",1
2010-03-01,170103,"170103A201","A97.0","C",1
2010-03-01,170104,"170104A201","A97.0","C",1
2010-03-01,170203,"170203A201","A97.0","C",1
2010-03-01,170204,"170204A201","A97.0","C",5
2010-03-01,170204,"170204A201","A97.0","D",1
2010-03-01,170301,"170301A201","A97.0","C",2
2010-03-01,170301,"170301A201","A97.0","D",11
2010-03-01,170302,"170302A101","A97.0","C",26
2010-03-01,170301,"170302A101","A97.0","D",3
2010-03-01,170302,"170302A101","A97.0","D",57
2010-03-01,170303,"170302A101","A97.0","D",2
2010-03-01,170302,"170302A302","A97.0","D",1
2010-03-01,170303,"170303A201","A97.0","D",1
2010-03-01,170301,"170303A306","A97.0","C",1
2010-04-01,170101,"120101A102","A97.0","C",1
2010-04-01,170101,"120101A102","A97.0","D",1
2010-04-01,170101,"170101A101","A97.0","C",81
2010-04-01,170303,"170101A101","A97.0","C",1
2010-04-01,170101,"170101A101","A97.0","D",35
2010-04-01,170102,"170101A101","A97.0","D",1
2010-04-01,170104,"170101A101","A97.0","D",1
2010-04-01,170203,"170101A101","A97.0","D",1
2010-04-01,170101,"170101A201","A97.0","C",31
2010-04-01,170302,"170101A201","A97.0","C",1
2010-04-01,170101,"170101A201","A97.0","D",11
2010-04-01,170101,"170101A202","A97.0","C",3
2010-04-01,170101,"170101A204","A97.0","C",5
2010-04-01,170101,"170101A204","A97.0","D",2
2010-04-01,170101,"170101C101","A97.0","C",15
2010-04-01,170102,"170102A201","A97.0","C",7
