"month","UBIGEO","e_salud","dx_code","dx_type","leish_cases"
2005-04-01,170202,"170202A303","B55.1","C",3
2005-04-01,170203,"170203A307","B55.1","C",1
2005-04-01,170203,"170203A307","B55.2","C",1
2005-04-01,170204,"170204A302","B55.1","C",1
2005-04-01,170204,"170204A303","B55.1","C",1
2005-04-01,170204,"170204A306","B55.1","C",1
2005-04-01,170301,"170301A201","B55.1","C",2
2005-04-01,170303,"170302A101","B55.1","C",2
2005-04-01,170303,"170303A201","B55.1","C",2
2005-04-01,170303,"170303A303","B55.1","C",1
2005-04-01,170303,"170303A305","B55.1","C",1
2005-05-01,170203,"030101A201","B55.1","C",1
2005-05-01,170104,"030101A202","B55.2","C",1
2005-05-01,170203,"040101A102","B55.1","C",2
2005-05-01,170203,"040101A102","B55.2","C",1
2005-05-01,170201,"080101A101","B55.1","C",1
2005-05-01,170303,"080101A301","B55.1","C",2
2005-05-01,170104,"080104A201","B55.1","C",1
2005-05-01,170204,"080104A201","B55.1","C",1
2005-05-01,170102,"080104A201","B55.2","C",1
2005-05-01,170201,"080105A201","B55.2","C",1
2005-05-01,170101,"080106A101","B55.1","C",2
2005-05-01,170104,"080106A101","B55.1","C",2
2005-05-01,170201,"080106A101","B55.1","C",3
2005-05-01,170203,"080106A101","B55.1","C",1
2005-05-01,170302,"080106A101","B55.2","C",1
2005-05-01,170101,"080106A202","B55.1","C",1
2005-05-01,170302,"080205A201","B55.2","C",1
2005-05-01,170203,"080206A301","B55.2","C",2
2005-05-01,170204,"080301A201","B55.1","D",1
2005-05-01,170101,"080308A301","B55.1","C",1
2005-05-01,170101,"080601A101","B55.1","C",1
2005-05-01,170102,"080601A101","B55.2","C",1
2005-05-01,170203,"081001A201","B55.1","C",1
2005-05-01,170204,"081205A201","B55.1","C",1
2005-05-01,170203,"081209A301","B55.1","C",1
2005-05-01,170204,"081209A301","B55.1","C",1
2005-05-01,170203,"120301A101","B55.1","C",1
2005-05-01,170201,"150101A101","B55.1","C",1
2005-05-01,170101,"170101A101","B55.1","C",2
2005-05-01,170103,"170101A101","B55.1","C",22
2005-05-01,170303,"170101A101","B55.1","C",2
2005-05-01,170101,"170101A201","B55.1","C",4
2005-05-01,170103,"170101A201","B55.1","C",6
2005-05-01,170101,"170101A202","B55.1","C",2
2005-05-01,170103,"170101A202","B55.1","C",4
2005-05-01,170303,"170101A202","B55.1","C",1
2005-05-01,170101,"170101A302","B55.1","C",1
2005-05-01,170103,"170101A302","B55.1","C",1
2005-05-01,170101,"170101A303","B55.1","C",3
2005-05-01,170101,"170101A318","B55.1","C",1
2005-05-01,170103,"170101A333","B55.1","C",1
2005-05-01,170102,"170102A201","B55.1","C",1
2005-05-01,170201,"170102A201","B55.1","C",1
2005-05-01,80306,"170102A303","B55.1","C",1
2005-05-01,170101,"170102A304","B55.1","C",2
2005-05-01,170102,"170102A308","B55.1","C",2
2005-05-01,170104,"170102A308","B55.1","C",1
2005-05-01,170102,"170102A309","B55.1","C",1
2005-05-01,170103,"170103A201","B55.1","C",3
2005-05-01,170103,"170103A202","B55.1","C",3
2005-05-01,170103,"170103A307","B55.1","C",2
2005-05-01,170104,"170104A201","B55.1","C",1
2005-05-01,170103,"170104A301","B55.1","C",1
2005-05-01,170104,"170104A301","B55.1","C",1
2005-05-01,170201,"170201A201","B55.1","C",1
2005-05-01,170201,"170201A302","B55.1","C",2
2005-05-01,170201,"170201A303","B55.1","C",1
2005-05-01,170201,"170201A303","B55.2","C",1
2005-05-01,170201,"170201A304","B55.1","C",1
2005-05-01,170201,"170201A306","B55.1","C",1
2005-05-01,170202,"170202A303","B55.1","C",2
2005-05-01,170203,"170203A201","B55.1","C",5
2005-05-01,170203,"170203A302","B55.1","C",1
2005-05-01,170204,"170204A201","B55.1","C",4
2005-05-01,170301,"170301A201","B55.1","C",1
2005-05-01,170303,"170302A101","B55.1","C",4
2005-05-01,170302,"170302A303","B55.1","C",1
2005-05-01,170302,"170302A305","B55.1","C",1
2005-05-01,170303,"170302A305","B55.1","C",2
2005-05-01,170302,"170302A307","B55.1","C",2
2005-05-01,170303,"170303A201","B55.1","C",3
2005-05-01,170303,"170303A201","B55.2","C",1
2005-05-01,170303,"170303A302","B55.1","C",4
2005-05-01,170201,"190303A201","B55.1","C",1
2005-05-01,170203,"211101A101","B55.1","C",1
2005-05-01,170203,"250101A202","B55.1","D",1
2005-06-01,170203,"030109A201","B55.1","C",1
2005-06-01,170203,"040101A102","B55.1","C",1
2005-06-01,170101,"080101A204","B55.1","C",1
2005-06-01,170203,"080105A202","B55.1","C",1
2005-06-01,170101,"080106A101","B55.1","C",2
2005-06-01,170102,"080106A101","B55.1","C",1
2005-06-01,170203,"080201A201","B55.1","C",1
2005-06-01,170203,"080205A201","B55.1","C",1
2005-06-01,170203,"080207A301","B55.1","C",1
2005-06-01,170303,"081206A301","B55.1","C",1
2005-06-01,170203,"081209A301","B55.1","C",1
2005-06-01,170104,"081305A201","B55.2","C",1
2005-06-01,170203,"150101A101","B55.1","C",1
2005-06-01,170101,"170101A101","B55.1","C",2
2005-06-01,170102,"170101A101","B55.1","C",1
2005-06-01,170103,"170101A101","B55.1","C",5
2005-06-01,170303,"170101A101","B55.1","C",1
2005-06-01,170101,"170101A201","B55.1","C",2
2005-06-01,170102,"170101A201","B55.1","C",2
2005-06-01,170103,"170101A201","B55.1","C",14
2005-06-01,170104,"170101A201","B55.1","C",3
2005-06-01,170303,"170101A201","B55.1","C",1
2005-06-01,170103,"170101A202","B55.1","C",14
2005-06-01,170102,"170101A202","B55.2","C",1
2005-06-01,170101,"170101A303","B55.1","C",1
2005-06-01,170103,"170101A304","B55.1","C",1
2005-06-01,170103,"170101A314","B55.1","C",1
2005-06-01,170103,"170101A318","B55.1","C",5
2005-06-01,170202,"170101A318","B55.1","C",1
2005-06-01,170301,"170101A318","B55.1","C",1
2005-06-01,170302,"170101A318","B55.1","C",1
2005-06-01,170103,"170102A201","B55.1","C",1
2005-06-01,170203,"170102A201","B55.1","C",1
2005-06-01,170102,"170102A309","B55.1","C",1
2005-06-01,170102,"170102A311","B55.1","C",1
2005-06-01,170103,"170103A201","B55.1","C",2
2005-06-01,170101,"170103A304","B55.1","C",1
2005-06-01,170103,"170103A304","B55.1","C",1
2005-06-01,170103,"170103A311","B55.1","C",1
2005-06-01,170104,"170104A201","B55.1","C",6
2005-06-01,170204,"170104A201","B55.1","C",1
2005-06-01,170101,"170104A305","B55.1","C",1
2005-06-01,170201,"170201A201","B55.1","C",1
2005-06-01,170202,"170201A201","B55.1","C",1
2005-06-01,170201,"170201A303","B55.1","C",1
2005-06-01,170202,"170202A301","B55.1","C",1
2005-06-01,170202,"170202A303","B55.1","C",2
2005-06-01,170204,"170204A201","B55.1","C",1
2005-06-01,170204,"170204A201","B55.2","C",1
2005-06-01,170204,"170204A302","B55.1","C",1
2005-06-01,170204,"170204A306","B55.1","C",1
2005-06-01,170303,"170302A101","B55.1","C",1
2005-06-01,170302,"170302A307","B55.1","C",1
2005-06-01,170303,"170303A201","B55.1","C",1
2005-06-01,170101,"250101A307","B55.1","P",1
2005-07-01,170203,"040101A102","B55.1","C",2
2005-07-01,170101,"080101A101","B55.2","C",1
2005-07-01,170201,"080101A101","B55.2","C",1
2005-07-01,170102,"080101A305","B55.1","C",1
2005-07-01,170201,"080104A201","B55.1","C",1
2005-07-01,170204,"080106A101","B55.1","C",1
2005-07-01,170204,"080106A303","B55.1","C",1
2005-07-01,170101,"080201A201","B55.2","C",1
2005-07-01,170101,"080207A301","B55.1","C",1
2005-07-01,170203,"080702A301","B55.1","C",1
2005-07-01,170101,"080901A101","B55.1","C",1
2005-07-01,170201,"081103A201","B55.1","C",1
2005-07-01,170204,"081201A201","B55.1","C",1
2005-07-01,170204,"081204A301","B55.1","C",1
2005-07-01,170204,"081207A301","B55.1","C",1
2005-07-01,170101,"170101A101","B55.1","C",3
2005-07-01,170103,"170101A101","B55.1","C",7
2005-07-01,170203,"170101A101","B55.1","C",1
2005-07-01,170301,"170101A101","B55.1","C",1
2005-07-01,170303,"170101A101","B55.1","C",1
2005-07-01,170101,"170101A201","B55.1","C",3
2005-07-01,170103,"170101A201","B55.1","C",3
2005-07-01,170104,"170101A201","B55.1","C",2
2005-07-01,170101,"170101A202","B55.1","C",1
2005-07-01,170102,"170101A202","B55.1","C",1
2005-07-01,170103,"170101A202","B55.1","C",12
2005-07-01,170101,"170101A304","B55.1","C",1
2005-07-01,170103,"170101A314","B55.1","C",1
2005-07-01,170101,"170101A318","B55.1","C",3
2005-07-01,170103,"170101A318","B55.1","C",3
2005-07-01,170103,"170101A318","B55.2","C",2
2005-07-01,170101,"170101A320","B55.1","C",1
2005-07-01,170102,"170102A201","B55.1","C",1
2005-07-01,170203,"170102A201","B55.1","C",1
2005-07-01,170103,"170103A201","B55.1","C",1
2005-07-01,170103,"170103A202","B55.1","C",1
2005-07-01,170103,"170103A303","B55.1","C",1
2005-07-01,170104,"170104A201","B55.1","C",2
2005-07-01,170104,"170104A305","B55.1","C",1
2005-07-01,170101,"170104A307","B55.1","C",1
2005-07-01,170201,"170201A201","B55.1","C",4
2005-07-01,170201,"170201A201","B55.2","C",1
2005-07-01,170201,"170201A301","B55.1","C",1
2005-07-01,170201,"170201A303","B55.1","C",2
2005-07-01,170201,"170201A305","B55.1","C",2
2005-07-01,170201,"170201A305","B55.2","C",1
2005-07-01,170202,"170202A302","B55.2","C",2
2005-07-01,170201,"170202A303","B55.1","C",1
2005-07-01,80902,"170204A201","B55.1","C",1
2005-07-01,170204,"170204A201","B55.2","C",1
2005-07-01,170204,"170204A303","B55.1","C",1
2005-07-01,170302,"170302A307","B55.1","C",2
2005-08-01,170201,"030101A101","B55.2","C",1
2005-08-01,170203,"040101A102","B55.1","C",1
2005-08-01,170101,"080101A101","B55.2","C",1
2005-08-01,170201,"080101A101","B55.2","C",2
2005-08-01,170303,"080101A301","B55.1","C",1
2005-08-01,170101,"080106A101","B55.1","C",2
2005-08-01,170201,"080106A101","B55.1","C",2
2005-08-01,170104,"080106A101","B55.2","C",1
2005-08-01,170101,"080106A202","B55.1","C",1
2005-08-01,170204,"080301A201","B55.1","C",1
2005-08-01,170101,"080401A201","B55.1","C",1
2005-08-01,170201,"081103A201","B55.1","C",1
2005-08-01,170204,"081201A301","B55.1","C",1
2005-08-01,170203,"081204A301","B55.1","C",1
2005-08-01,170203,"081205A201","B55.1","C",1
2005-08-01,170101,"170101A101","B55.1","C",3
2005-08-01,170103,"170101A101","B55.1","C",7
2005-08-01,170101,"170101A201","B55.1","C",1
2005-08-01,170103,"170101A202","B55.1","C",3
2005-08-01,170303,"170101A202","B55.1","C",1
2005-08-01,170101,"170101A303","B55.1","C",1
2005-08-01,170101,"170101A308","B55.1","C",1
2005-08-01,170103,"170101A315","B55.1","C",1
2005-08-01,170103,"170101A318","B55.1","C",1
2005-08-01,170303,"170101A318","B55.1","C",1
2005-08-01,170102,"170102A201","B55.1","C",3
2005-08-01,170103,"170102A201","B55.1","C",1
2005-08-01,170203,"170102A201","B55.1","C",1
2005-08-01,220505,"170102A201","B55.1","C",1
2005-08-01,170102,"170102A301","B55.1","C",1
2005-08-01,170103,"170102A313","B55.1","C",1
2005-08-01,170103,"170103A307","B55.1","C",1
2005-08-01,170302,"170104A301","B55.1","C",1
2005-08-01,170201,"170201A201","B55.1","C",1
2005-08-01,170202,"170201A201","B55.1","C",1
2005-08-01,170201,"170201A201","B55.2","C",1
2005-08-01,170201,"170201A302","B55.1","C",1
2005-08-01,170201,"170201A305","B55.1","C",2
2005-08-01,170201,"170201A306","B55.1","C",2
2005-08-01,170202,"170202A303","B55.1","C",1
2005-08-01,170203,"170203A201","B55.1","C",1
2005-08-01,170204,"170204A304","B55.1","C",1
2005-08-01,170204,"170204A305","B55.1","C",1
2005-08-01,170103,"170301A201","B55.1","C",1
2005-08-01,170303,"170302A101","B55.1","C",2
2005-08-01,170301,"170302A301","B55.1","C",1
2005-08-01,170303,"170302A305","B55.1","C",1
2005-08-01,170301,"170302A307","B55.1","C",1
2005-08-01,170303,"170303A201","B55.1","C",4
2005-08-01,170303,"170303A201","B55.2","C",1
2005-08-01,170104,"211101A101","B55.1","C",1
2005-09-01,170203,"030101A202","B55.1","C",1
2005-09-01,170104,"080104A201","B55.1","C",1
2005-09-01,170203,"080104A201","B55.1","C",1
2005-09-01,170101,"080306A201","B55.1","C",1
2005-09-01,170203,"081203A301","B55.1","C",1
2005-09-01,170201,"081210A201","B55.1","C",1
2005-09-01,170203,"081210A201","B55.1","C",2
2005-09-01,170101,"150101A101","B55.1","C",1
2005-09-01,170101,"170101A101","B55.1","C",3
2005-09-01,170102,"170101A101","B55.1","C",1
2005-09-01,170103,"170101A101","B55.1","C",1
2005-09-01,170204,"170101A101","B55.1","C",1
2005-09-01,170303,"170101A101","B55.1","C",1
2005-09-01,170102,"170101A201","B55.1","C",1
2005-09-01,170104,"170101A201","B55.1","C",1
2005-09-01,170101,"170101A303","B55.1","C",1
2005-09-01,170101,"170101A318","B55.1","C",1
2005-09-01,220901,"170102A201","B55.1","C",2
2005-09-01,170102,"170102A308","B55.1","C",2
2005-09-01,170103,"170103A302","B55.1","C",1
2005-09-01,170104,"170104A201","B55.1","C",1
2005-09-01,170201,"170201A201","B55.1","C",1
2005-09-01,170203,"170201A201","B55.1","C",1
2005-09-01,170201,"170201A301","B55.1","C",1
2005-09-01,170201,"170201A301","B55.2","C",1
2005-09-01,170201,"170201A303","B55.1","C",3
2005-09-01,170201,"170201A304","B55.2","C",1
2005-09-01,170202,"170202A301","B55.1","C",1
2005-09-01,170202,"170202A302","B55.1","C",1
2005-09-01,170203,"170203A201","B55.1","C",2
2005-09-01,170204,"170204A201","B55.1","C",1
2005-09-01,170204,"170204A305","B55.1","C",3
2005-09-01,170302,"170302A101","B55.1","C",2
2005-09-01,170303,"170303A201","B55.1","C",1
2005-10-01,170104,"080101A305","B55.1","C",1
2005-10-01,170102,"080106A101","B55.1","C",1
2005-10-01,170104,"080106A101","B55.1","C",1
2005-10-01,170101,"080401A201","B55.1","C",1
2005-10-01,170203,"081001A201","B55.1","D",1
2005-10-01,170203,"081008A301","B55.1","C",1
2005-10-01,170203,"081101A201","B55.1","C",1
2005-10-01,170203,"081205A302","B55.1","C",1
2005-10-01,170204,"081205A302","B55.1","C",1
2005-10-01,170203,"081210A201","B55.1","C",1
2005-10-01,170204,"081210A201","B55.1","C",1
2005-10-01,170104,"170101A101","B55.1","C",1
2005-10-01,170203,"170101A101","B55.1","C",1
2005-10-01,170101,"170101A201","B55.1","C",2
2005-10-01,170103,"170101A201","B55.1","C",1
2005-10-01,170104,"170101A201","B55.1","C",2
2005-10-01,170101,"170101A202","B55.1","C",1
2005-10-01,170103,"170101A202","B55.1","C",1
2005-10-01,170101,"170101A304","B55.1","C",1
2005-10-01,170102,"170102A201","B55.1","C",2
2005-10-01,170204,"170102A201","B55.1","C",1
2005-10-01,170102,"170102A301","B55.1","C",1
2005-10-01,170102,"170102A308","B55.1","C",3
2005-10-01,170103,"170102A309","B55.2","C",1
2005-10-01,170103,"170103A302","B55.1","C",1
2005-10-01,170104,"170104A201","B55.1","C",2
2005-10-01,170201,"170201A201","B55.1","C",2
2005-10-01,170201,"170201A302","B55.1","C",1
2005-10-01,170201,"170201A303","B55.1","C",1
2005-10-01,170201,"170201A304","B55.1","C",4
2005-10-01,170201,"170201A306","B55.1","C",1
2005-10-01,170204,"170204A201","B55.1","C",1
2005-10-01,170204,"170204A304","B55.1","C",1
2005-10-01,170204,"170204A305","B55.1","C",3
2005-10-01,170302,"170302A307","B55.1","C",1
2005-10-01,170203,"211101A101","B55.1","C",1
2005-11-01,170201,"080101A101","B55.2","C",1
2005-11-01,170103,"080105A202","B55.1","C",1
2005-11-01,170104,"080106A101","B55.2","C",1
2005-11-01,170101,"080108A202","B55.1","C",1
2005-11-01,170201,"081001A201","B55.1","C",1
2005-11-01,170203,"081205A302","B55.1","C",1
2005-11-01,170103,"170101A101","B55.1","C",2
2005-11-01,170101,"170101A327","B55.1","C",1
2005-11-01,170102,"170102A201","B55.1","C",1
2005-11-01,170201,"170201A301","B55.1","C",1
2005-11-01,170201,"170201A304","B55.1","C",1
2005-11-01,170201,"170201A306","B55.1","C",1
2005-11-01,170204,"170204A201","B55.1","C",1
2005-11-01,170103,"170204A305","B55.1","C",1
2005-12-01,170204,"080201A201","B55.1","C",1
2005-12-01,170204,"080203A301","B55.1","C",1
2005-12-01,170204,"081205A302","B55.1","C",1
2005-12-01,170201,"170201A304","B55.1","C",1
2005-12-01,170201,"170201A306","B55.1","C",1
2005-12-01,170202,"170202A302","B55.1","C",2
2005-12-01,170202,"170202A303","B55.1","C",1
2005-12-01,170202,"170202A303","B55.2","C",1
2006-01-01,170101,"030101A202","B55.1","C",1
2006-01-01,170102,"030101A202","B55.1","C",1
2006-01-01,170203,"030101A202","B55.1","C",1
2006-01-01,170204,"030101A202","B55.1","C",1
2006-01-01,170204,"030101A202","B55.2","C",1
2006-01-01,170104,"040101A101","B55.1","C",1
2006-01-01,170203,"040101A101","B55.1","C",1
2006-01-01,170104,"040101A101","B55.2","C",1
2006-01-01,170302,"080101A101","B55.1","C",1
2006-01-01,170201,"080101A101","B55.2","C",1
2006-01-01,170201,"080101A305","B55.1","C",1
2006-01-01,170102,"080106A101","B55.1","C",2
2006-01-01,170103,"080106A101","B55.1","C",2
2006-01-01,170201,"080106A101","B55.1","C",1
2006-01-01,170203,"080106A101","B55.1","C",1
2006-01-01,170204,"080106A101","B55.1","C",3
2006-01-01,170302,"080106A101","B55.1","C",1
2006-01-01,170101,"080106A101","B55.2","C",1
2006-01-01,170102,"080106A101","B55.2","C",2
2006-01-01,170104,"080106A101","B55.2","C",3
2006-01-01,170203,"080106A101","B55.2","C",3
2006-01-01,170204,"080106A101","B55.2","C",2
2006-01-01,170203,"080106A201","B55.1","C",1
2006-01-01,170204,"080106A201","B55.1","C",1
2006-01-01,170101,"080108A201","B55.1","C",1
2006-01-01,170303,"080108A201","B55.1","C",1
2006-01-01,170101,"080108A202","B55.1","C",1
2006-01-01,170102,"080108A202","B55.2","C",1
2006-01-01,170203,"080201A201","B55.1","D",1
2006-01-01,170203,"080205A201","B55.1","D",1
2006-01-01,170204,"080401A201","B55.1","C",1
2006-01-01,170204,"080408A202","B55.2","C",1
2006-01-01,170101,"080408A308","B55.1","C",1
2006-01-01,170101,"080601A101","B55.1","C",4
2006-01-01,170104,"080601A101","B55.1","C",3
2006-01-01,170101,"080601A101","B55.2","C",1
2006-01-01,170101,"080902A321","B55.1","C",1
2006-01-01,170101,"080904A303","B55.1","C",1
2006-01-01,170101,"080906A302","B55.1","C",1
2006-01-01,170204,"080909A311","B55.2","C",1
2006-01-01,170203,"081001A201","B55.1","C",1
2006-01-01,170104,"081002A201","B55.1","C",1
2006-01-01,170204,"081002A201","B55.1","C",3
2006-01-01,170203,"081101A201","B55.1","C",1
2006-01-01,170203,"081103A201","B55.1","C",1
2006-01-01,170204,"081105A201","B55.1","C",1
2006-01-01,170203,"081201A201","B55.1","C",1
2006-01-01,170204,"081201A201","B55.1","C",1
2006-01-01,170203,"081205A201","B55.1","C",2
2006-01-01,170104,"081206A301","B55.1","C",1
2006-01-01,170203,"081208A301","B55.1","C",1
2006-01-01,170203,"081210A201","B55.1","C",3
2006-01-01,170204,"081210A201","B55.1","C",2
2006-01-01,170203,"081210A301","B55.1","C",1
2006-01-01,170101,"081301A201","B55.1","C",2
2006-01-01,170201,"081301A201","B55.1","C",2
2006-01-01,170101,"081305A201","B55.1","C",1
2006-01-01,170204,"150135A101","B55.2","C",1
2006-01-01,170101,"160108A101","B55.1","C",1
2006-01-01,170101,"170101A101","B55.1","C",1
2006-01-01,170103,"170101A101","B55.1","C",3
2006-01-01,170104,"170101A101","B55.1","C",1
2006-01-01,170103,"170101A101","B55.2","C",1
2006-01-01,170101,"170101A201","B55.1","C",3
2006-01-01,170103,"170101A201","B55.1","C",8
2006-01-01,170104,"170101A201","B55.1","C",1
2006-01-01,170103,"170101A306","B55.1","C",1
2006-01-01,170103,"170101A333","B55.2","C",1
2006-01-01,170103,"170103A201","B55.1","C",2
2006-01-01,170103,"170103A202","B55.1","C",1
2006-01-01,170103,"170103A202","B55.2","C",2
2006-01-01,170103,"170103A311","B55.1","C",1
2006-01-01,170103,"170103A312","B55.1","C",1
2006-01-01,170201,"170201A201","B55.1","C",4
2006-01-01,170201,"170201A301","B55.1","C",1
2006-01-01,170201,"170201A302","B55.1","C",4
2006-01-01,170201,"170201A303","B55.1","C",3
2006-01-01,170201,"170201A304","B55.1","C",2
2006-01-01,170201,"170201A305","B55.1","C",1
2006-01-01,170201,"170201A306","B55.1","C",1
2006-01-01,170202,"170202A302","B55.1","C",1
2006-01-01,170102,"170204A201","B55.1","C",1
2006-01-01,170103,"170204A201","B55.1","C",1
2006-01-01,170104,"170204A201","B55.1","C",1
2006-01-01,170203,"170204A201","B55.1","C",1
2006-01-01,170204,"170204A201","B55.1","C",1
2006-01-01,170204,"170204A305","B55.1","C",1
2006-01-01,170204,"170204A307","B55.1","C",1
2006-01-01,170204,"170204A308","B55.1","C",1
2006-01-01,170302,"170302A101","B55.1","C",3
2006-01-01,170103,"170302A301","B55.1","C",1
2006-01-01,170302,"170302A302","B55.1","C",1
2006-01-01,170302,"170302A307","B55.1","C",3
2006-01-01,170303,"170303A301","B55.2","C",2
2006-01-01,170303,"170303A302","B55.1","C",1
2006-02-01,170101,"030101A202","B55.1","C",1
2006-02-01,170201,"040101A101","B55.1","C",1
2006-02-01,170101,"080101A101","B55.2","C",3
2006-02-01,170203,"080105A202","B55.1","C",1
2006-02-01,170103,"080106A101","B55.1","C",1
2006-02-01,170104,"080106A101","B55.1","C",1
2006-02-01,170202,"080106A101","B55.1","C",1
2006-02-01,170102,"080106A101","B55.2","C",1
2006-02-01,170204,"080106A101","B55.2","C",1
2006-02-01,170203,"080201A201","B55.1","D",1
2006-02-01,170102,"080205A201","B55.1","C",1
2006-02-01,170101,"080401A201","B55.1","C",1
2006-02-01,170201,"080408A302","B55.1","C",1
2006-02-01,170101,"080601A101","B55.1","C",1
2006-02-01,170102,"080601A101","B55.1","C",1
2006-02-01,170104,"080601A101","B55.1","C",1
2006-02-01,170204,"080601A101","B55.1","C",1
2006-02-01,170203,"080603A201","B55.1","D",1
2006-02-01,170103,"080902A206","B55.1","C",1
2006-02-01,170103,"080904A201","B55.1","C",1
2006-02-01,170301,"080910A304","B55.1","C",1
2006-02-01,170203,"081002A201","B55.1","C",1
2006-02-01,170204,"081106A201","B55.1","C",1
2006-02-01,170204,"081202A301","B55.1","C",1
2006-02-01,170203,"081202A301","B55.2","C",1
2006-02-01,170104,"081205A302","B55.1","C",1
2006-02-01,170203,"081210A201","B55.1","C",2
2006-02-01,170201,"081210A201","B55.2","C",1
2006-02-01,170203,"081210A301","B55.1","C",1
2006-02-01,170104,"081210A301","B55.2","C",1
2006-02-01,170203,"081212A201","B55.1","C",1
2006-02-01,170101,"150135A101","B55.1","C",1
2006-02-01,170101,"170101A101","B55.1","C",1
2006-02-01,170103,"170101A101","B55.1","C",7
2006-02-01,170302,"170101A101","B55.1","C",1
2006-02-01,170103,"170101A101","B55.2","C",1
2006-02-01,170103,"170101A201","B55.1","C",1
2006-02-01,170103,"170101A306","B55.1","C",1
2006-02-01,170103,"170103A201","B55.2","C",1
2006-02-01,170103,"170103A309","B55.1","C",1
2006-02-01,170201,"170201A201","B55.1","C",1
2006-02-01,170201,"170201A301","B55.1","C",1
2006-02-01,170201,"170201A302","B55.1","C",2
2006-02-01,170201,"170201A304","B55.1","C",2
2006-02-01,170202,"170202A301","B55.1","C",1
2006-02-01,170202,"170202A303","B55.1","C",1
2006-02-01,170103,"170204A201","B55.1","C",1
2006-02-01,170204,"170204A201","B55.1","C",1
2006-02-01,170204,"170204A305","B55.1","C",1
2006-02-01,170203,"170204A306","B55.1","C",1
2006-02-01,170204,"170204A308","B55.1","C",2
2006-02-01,170103,"170301A201","B55.1","C",1
2006-02-01,170301,"170301A201","B55.1","C",1
2006-02-01,170301,"170302A101","B55.1","C",1
2006-02-01,170302,"170302A101","B55.1","C",1
2006-02-01,170302,"170302A307","B55.1","C",1
2006-02-01,170102,"170303A201","B55.1","C",1
2006-02-01,170303,"170303A301","B55.1","C",1
2006-02-01,170303,"170303A305","B55.1","C",1
2006-02-01,170303,"170303A306","B55.1","C",1
2006-02-01,170203,"211101A101","B55.2","C",1
2006-03-01,170201,"030101A202","B55.1","C",1
2006-03-01,170101,"030201A101","B55.1","C",1
2006-03-01,170203,"040101A101","B55.2","C",1
2006-03-01,170101,"040101A102","B55.2","C",1
2006-03-01,170203,"040101A102","B55.2","C",1
2006-03-01,170302,"040101A102","B55.2","C",1
2006-03-01,170102,"080101A101","B55.2","C",1
2006-03-01,170201,"080101A101","B55.2","C",1
2006-03-01,170104,"080104A201","B55.1","C",1
2006-03-01,170101,"080106A101","B55.1","C",1
2006-03-01,170103,"080106A101","B55.1","C",1
2006-03-01,170303,"080106A101","B55.1","C",1
2006-03-01,170103,"080106A101","B55.2","C",1
2006-03-01,170102,"080201A201","B55.1","C",1
2006-03-01,170203,"080201A201","B55.1","C",1
2006-03-01,170204,"080205A302","B55.1","C",1
2006-03-01,170101,"080401A201","B55.1","C",1
2006-03-01,170101,"080407A302","B55.1","C",1
2006-03-01,170203,"080601A101","B55.1","C",1
2006-03-01,170101,"080901A101","B55.1","C",1
2006-03-01,170204,"081201A201","B55.1","C",1
2006-03-01,170203,"081201A301","B55.1","C",1
2006-03-01,170201,"081205A201","B55.1","C",1
2006-03-01,170302,"081206A301","B55.1","C",1
2006-03-01,170204,"081210A201","B55.1","C",1
2006-03-01,170102,"081210A301","B55.1","C",1
2006-03-01,170101,"150113C105","B55.1","C",1
2006-03-01,170101,"170101A101","B55.1","C",1
2006-03-01,170103,"170101A101","B55.1","C",8
2006-03-01,170302,"170101A101","B55.1","C",1
2006-03-01,170303,"170101A101","B55.1","C",1
2006-03-01,170103,"170101A101","B55.2","C",1
2006-03-01,170101,"170101A201","B55.1","C",1
2006-03-01,170104,"170101A201","B55.1","C",1
2006-03-01,170103,"170103A201","B55.1","C",1
2006-03-01,170103,"170103A302","B55.1","C",1
2006-03-01,170104,"170104A307","B55.1","C",1
2006-03-01,170201,"170201A201","B55.1","C",4
2006-03-01,170201,"170201A303","B55.1","C",1
2006-03-01,170201,"170201A304","B55.1","C",1
2006-03-01,170201,"170201A305","B55.1","C",1
2006-03-01,170202,"170202A303","B55.1","C",1
2006-03-01,170204,"170204A304","B55.1","C",1
2006-03-01,170203,"170204A306","B55.1","C",1
2006-03-01,170204,"170204A307","B55.1","C",1
2006-03-01,170204,"170204A308","B55.1","C",1
2006-03-01,170303,"170301A201","B55.1","C",1
2006-03-01,170302,"170302A101","B55.1","C",2
2006-03-01,170302,"170302A307","B55.1","C",1
2006-03-01,170303,"170303A201","B55.1","C",2
2006-03-01,170303,"170303A303","B55.1","C",1
2006-03-01,170303,"170303A305","B55.1","C",2
2006-03-01,170303,"170303A306","B55.1","C",1
2006-04-01,170203,"030101A202","B55.1","C",1
2006-04-01,170102,"080101A101","B55.2","C",1
2006-04-01,170104,"080101A101","B55.2","C",1
2006-04-01,170204,"080205A201","B55.1","C",1
2006-04-01,170204,"080205A302","B55.1","C",1
2006-04-01,170302,"080207A302","B55.1","C",1
2006-04-01,170101,"080401A201","B55.1","C",1
2006-04-01,170204,"080401A201","B55.1","C",1
2006-04-01,170103,"080601A101","B55.1","C",1
2006-04-01,170103,"080901A101","B55.1","C",1
2006-04-01,170204,"080902A204","B55.1","C",1
2006-04-01,170102,"080902A206","B55.1","C",1
